,id,dt,i,c,m,p,t
83,CSB,2024-06-10T17:00:03+02:00,R145.01,145.50,-0.49,-0.34%,clickacompany
84,DCP,2024-06-10T17:00:28+02:00,R31.46,31.96,-0.50,-1.56%,clickacompany
85,DKR,2024-06-10T17:00:59+02:00,R156.00,156.00,,,clickacompany
86,DIB,2024-06-10T16:10:43+02:00,R3.75,3.90,-0.15,-3.85%,clickacompany
87,DLT,2024-06-10T17:00:36+02:00,R0.29,0.29,,,clickacompany
88,DNB,2024-06-10T12:29:42+02:00,R2.30,2.30,,,clickacompany
89,DRA,2024-06-10T17:00:59+02:00,R23.01,23.01,,,clickacompany
90,DRD,2024-06-10T17:00:57+02:00,R15.43,15.95,-0.52,-3.26%,clickacompany
91,DSBP,2024-06-10T17:00:59+02:00,R95.00,95.00,,,clickacompany
92,DSY,2024-06-10T17:00:18+02:00,R112.46,111.24,1.22,1.10%,clickacompany
93,DTC,2024-06-10T17:00:20+02:00,R37.80,38.12,-0.32,-0.84%,clickacompany
94,EEL,2024-06-10T17:00:59+02:00,R0.12,0.12,,,clickacompany
95,ELI,2024-06-10T17:00:59+02:00,R0.01,0.01,,,clickacompany
96,EMH,2024-06-10T11:11:08+02:00,R3.22,3.35,-0.13,-3.88%,clickacompany
97,EMI,2024-06-10T17:00:26+02:00,R9.61,9.63,-0.02,-0.21%,clickacompany
98,EMN,2024-06-10T17:00:59+02:00,R3.05,3.05,,,clickacompany
99,ENX,2024-06-10T11:31:44+02:00,R9.49,9.11,0.38,4.17%,clickacompany
100,EOH,2024-06-10T17:00:23+02:00,R1.62,1.61,0.01,0.62%,clickacompany
101,EPE,2024-06-10T17:00:59+02:00,R3.63,3.74,-0.11,-2.94%,clickacompany
102,EPS,2024-06-10T17:00:59+02:00,R1.80,1.80,,,clickacompany
103,EQU,2024-06-10T17:00:28+02:00,R12.71,12.93,-0.22,-1.70%,clickacompany
104,EUZ,2024-06-10T17:00:59+02:00,R0.39,0.39,,,clickacompany
105,EXP,2024-06-10T17:00:59+02:00,R11.50,11.50,,,clickacompany
106,EXX,2024-06-10T17:00:53+02:00,R172.60,175.58,-2.98,-1.70%,clickacompany
107,FTA,2024-06-10T17:00:59+02:00,R15.20,15.20,,,clickacompany
108,FTB,2024-06-10T17:00:10+02:00,R3.92,3.95,-0.03,-0.76%,clickacompany
109,FBR,2024-06-10T17:00:18+02:00,R47.74,48.11,-0.37,-0.77%,clickacompany
110,FFB,2024-06-10T17:00:58+02:00,R15.76,15.65,0.11,0.70%,clickacompany
111,FGL,2024-06-10T12:53:23+02:00,R0.50,0.53,-0.03,-5.66%,clickacompany
112,FTH,2024-06-10T16:13:38+02:00,R6.99,6.33,0.66,10.43%,clickacompany
113,FSR,2024-06-10T17:07:18+02:00,R63.34,63.26,0.08,0.13%,clickacompany
114,GML,2024-06-10T15:13:44+02:00,R2.85,2.91,-0.06,-2.06%,clickacompany
115,GFI,2024-06-10T17:06:29+02:00,R290.40,293.54,-3.14,-1.07%,clickacompany
116,GLN,2024-06-10T17:00:08+02:00,R113.45,113.30,0.15,0.13%,clickacompany
117,GND,2024-06-10T17:00:31+02:00,R13.55,13.55,,,clickacompany
118,GNDP,2024-06-10T17:00:59+02:00,R88.39,88.39,,,clickacompany
119,GPL,2024-06-10T17:00:17+02:00,R3.52,3.68,-0.16,-4.35%,clickacompany
120,GSH,2024-06-10T17:00:52+02:00,R252.00,255.00,-3.00,-1.18%,clickacompany
121,GRT,2024-06-10T17:00:47+02:00,R11.11,11.17,-0.06,-0.54%,clickacompany
122,GTC,2024-06-10T17:00:59+02:00,R40.00,40.00,,,clickacompany
123,HAR,2024-06-10T17:00:27+02:00,R156.51,159.43,-2.92,-1.83%,clickacompany
124,HCI,2024-06-10T17:02:27+02:00,R158.00,161.44,-3.44,-2.13%,clickacompany
125,HDC,2024-06-10T17:00:54+02:00,R167.99,166.00,1.99,1.20%,clickacompany
126,HET,2024-06-10T17:00:59+02:00,R14.00,14.00,,,clickacompany
127,HIL,2024-06-10T17:00:59+02:00,R25.00,25.00,,,clickacompany
128,HLM,2024-06-10T17:00:02+02:00,R3.75,3.70,0.05,1.35%,clickacompany
129,HMN,2024-06-10T17:00:23+02:00,R6.67,6.81,-0.14,-2.06%,clickacompany
130,HUG,2024-06-10T17:00:59+02:00,R2.20,2.20,,,clickacompany
131,HYP,2024-06-10T17:00:20+02:00,R28.20,28.56,-0.36,-1.26%,clickacompany
132,IBX,2024-06-10T17:00:59+02:00,R97.30,97.30,,,clickacompany
133,IMP,2024-06-10T17:00:10+02:00,R87.10,87.75,-0.65,-0.74%,clickacompany
134,INL,2024-06-10T17:02:29+02:00,R124.73,124.74,-0.01,-0.01%,clickacompany
135,INP,2024-06-10T17:05:33+02:00,R124.85,125.00,-0.15,-0.12%,clickacompany
136,INPP,2024-06-10T17:00:59+02:00,R122.00,122.00,,,clickacompany
137,INPPR,2024-06-10T17:00:59+02:00,R88.00,88.00,,,clickacompany
138,INPR,2024-06-10T16:24:09+02:00,R87.20,87.20,,,clickacompany
139,IVT,2024-06-10T17:00:28+02:00,R25.99,25.99,,,clickacompany
140,IVTP,2024-06-10T17:00:59+02:00,R95.00,95.00,,,clickacompany
141,ISA,2024-06-10T15:19:02+02:00,R1.90,1.89,0.01,0.53%,clickacompany
142,ISB,2024-06-10T17:00:59+02:00,R0.80,0.80,,,clickacompany
143,ITE,2024-06-10T17:00:39+02:00,R9.69,9.57,0.12,1.25%,clickacompany
144,JBL,2024-06-10T17:00:17+02:00,R1.87,1.89,-0.02,-1.06%,clickacompany
145,JSE,2024-06-10T17:00:52+02:00,R92.59,92.21,0.38,0.41%,clickacompany
146,KAL,2024-06-10T17:00:33+02:00,R46.00,47.05,-1.05,-2.23%,clickacompany
147,KAP,2024-06-10T17:00:14+02:00,R2.49,2.45,0.04,1.63%,clickacompany
148,KRO,2024-06-10T17:00:43+02:00,R572.03,564.45,7.58,1.34%,clickacompany
149,KBO,2024-06-10T13:17:37+02:00,R0.01,0.01,,,clickacompany
150,KIO,2024-06-10T17:00:16+02:00,R454.79,469.01,-14.22,-3.03%,clickacompany
151,KP2,2024-06-10T17:00:50+02:00,R0.50,0.53,-0.03,-5.66%,clickacompany
152,KST,2024-06-10T17:00:39+02:00,R16.20,16.07,0.13,0.81%,clickacompany
153,LAB,2024-06-10T17:00:59+02:00,R0.07,0.07,,,clickacompany
154,LSK,2024-06-10T17:00:59+02:00,R85.00,85.00,,,clickacompany
155,LEW,2024-06-10T17:00:26+02:00,R50.78,50.80,-0.02,-0.04%,clickacompany
156,LHC,2024-06-10T17:00:33+02:00,R11.79,12.00,-0.21,-1.75%,clickacompany
157,LBR,2024-06-10T17:00:30+02:00,R3.50,3.45,0.05,1.45%,clickacompany
158,LTE,2024-06-10T17:00:06+02:00,R7.75,7.80,-0.05,-0.64%,clickacompany
159,LNF,2024-06-10T17:00:59+02:00,R12.00,12.00,,,clickacompany
160,MHB,2024-06-10T17:00:59+02:00,R4.60,4.60,,,clickacompany
161,MTU,2024-06-10T16:27:26+02:00,R1.87,1.88,-0.01,-0.53%,clickacompany
162,MCZ,2024-06-10T14:06:42+02:00,R1.90,1.91,-0.01,-0.52%,clickacompany
163,MDI,2024-06-10T15:44:48+02:00,R12.00,12.00,,,clickacompany
164,MFL,2024-06-10T17:00:10+02:00,R2.50,2.54,-0.04,-1.57%,clickacompany
165,MMP,2024-06-10T17:00:59+02:00,R29.01,29.01,,,clickacompany
166,MNP,2024-06-10T17:00:29+02:00,R355.61,362.86,-7.25,-2.00%,clickacompany
167,MTM,2024-06-10T17:00:34+02:00,R21.22,21.09,0.13,0.62%,clickacompany
168,MKR,2024-06-10T17:00:58+02:00,R104.15,102.08,2.07,2.03%,clickacompany
169,MTH,2024-06-10T17:00:18+02:00,R85.84,85.44,0.40,0.47%,clickacompany
170,MPT,2024-06-10T17:04:04+02:00,R25.56,26.63,-1.07,-4.02%,clickacompany
171,MRF,2024-06-10T16:15:29+02:00,R1.29,1.29,,,clickacompany
172,MRP,2024-06-10T17:00:24+02:00,R179.00,184.22,-5.22,-2.83%,clickacompany
173,MSP,2024-06-10T17:00:09+02:00,R17.24,17.54,-0.30,-1.71%,clickacompany
174,MST,2024-06-10T17:00:42+02:00,R9.19,9.20,-0.01,-0.11%,clickacompany
175,MTA,2024-06-10T17:00:39+02:00,R10.80,10.87,-0.07,-0.64%,clickacompany
176,MTNZF,2024-06-10T17:00:22+02:00,R14.11,14.11,,,clickacompany
177,MTN,2024-06-10T17:00:09+02:00,R80.22,80.70,-0.48,-0.59%,clickacompany
178,MCG,2024-06-10T17:00:09+02:00,R109.64,110.71,-1.07,-0.97%,clickacompany
179,MUR,2024-06-10T17:00:51+02:00,R1.90,1.90,,,clickacompany
180,NCS,2024-06-10T17:00:59+02:00,R0.82,0.82,,,clickacompany
181,NED,2024-06-10T17:07:22+02:00,R223.13,222.48,0.65,0.29%,clickacompany
182,NY1,2024-06-10T17:00:06+02:00,R37.37,37.50,-0.13,-0.35%,clickacompany
183,N91,2024-06-10T17:00:57+02:00,R37.88,38.15,-0.27,-0.71%,clickacompany
184,NPH,2024-06-10T17:00:48+02:00,R110.32,111.71,-1.39,-1.24%,clickacompany
185,NPK,2024-06-10T16:41:36+02:00,R182.18,184.90,-2.72,-1.47%,clickacompany
186,NPKP,2024-06-10T17:00:59+02:00,R0.70,0.70,,,clickacompany
187,NPN,2024-06-10T17:03:09+02:00,"R3,845.07","3,848.94",-3.87,-0.10%,clickacompany
188,NPP1,2024-06-10T17:00:59+02:00,R1.31,1.31,,,clickacompany
189,NRL,2024-06-10T17:00:59+02:00,R4.80,4.80,,,clickacompany
190,NRP,2024-06-10T17:00:41+02:00,R133.39,135.00,-1.61,-1.19%,clickacompany
191,NTC,2024-06-10T17:00:29+02:00,R11.67,11.64,0.03,0.26%,clickacompany
192,NTCP,2024-06-10T16:45:59+02:00,R76.30,77.71,-1.41,-1.81%,clickacompany
193,XII,2024-06-10T17:00:59+02:00,R0.01,0.01,,,clickacompany
194,NVS,2024-06-10T16:32:14+02:00,R5.60,5.35,0.25,4.67%,clickacompany
195,NWL,2024-06-10T17:00:59+02:00,R28.99,28.99,,,clickacompany
196,OAO,2024-06-10T12:15:19+02:00,R0.09,0.09,,,clickacompany
197,OAS,2024-06-10T15:27:25+02:00,R19.50,19.50,,,clickacompany
198,OCE,2024-06-10T17:00:12+02:00,R74.15,73.25,0.90,1.23%,clickacompany
199,OCT,2024-06-10T15:46:21+02:00,R9.25,9.17,0.08,0.87%,clickacompany
200,OMU,2024-06-10T17:05:40+02:00,R10.30,10.29,0.01,0.10%,clickacompany
201,OMN,2024-06-10T17:00:16+02:00,R57.44,52.85,4.59,8.68%,clickacompany
202,ORN,2024-06-10T17:00:41+02:00,R0.22,0.22,,,clickacompany
203,OUT,2024-06-10T17:00:34+02:00,R41.28,41.43,-0.15,-0.36%,clickacompany
204,PAN,2024-06-10T17:00:06+02:00,R5.73,5.77,-0.04,-0.69%,clickacompany
205,PBG,2024-06-10T13:12:35+02:00,R6.62,6.41,0.21,3.28%,clickacompany
206,PPH,2024-06-10T17:03:35+02:00,R17.18,17.54,-0.36,-2.05%,clickacompany
207,PIK,2024-06-10T17:00:51+02:00,R25.33,25.17,0.16,0.64%,clickacompany
208,PMV,2024-06-10T17:00:24+02:00,R1.40,1.39,0.01,0.72%,clickacompany
209,PWR,2024-06-10T16:39:11+02:00,R86.00,88.00,-2.00,-2.27%,clickacompany
210,PPC,2024-06-10T17:05:03+02:00,R3.11,3.22,-0.11,-3.42%,clickacompany
211,PPE,2024-06-10T16:02:58+02:00,R0.77,0.75,0.02,2.67%,clickacompany
212,PPR,2024-06-10T17:00:59+02:00,R3.20,3.20,,,clickacompany
213,PMR,2024-06-10T17:00:05+02:00,R60.15,63.00,-2.85,-4.52%,clickacompany
214,PHP,2024-06-10T10:03:26+02:00,R22.20,22.23,-0.03,-0.13%,clickacompany
215,PRX,2024-06-10T17:00:18+02:00,R682.58,691.80,-9.22,-1.33%,clickacompany
216,PSV,2024-06-10T17:00:59+02:00,R0.08,0.08,,,clickacompany
217,QFH,2024-06-10T17:00:59+02:00,R16.00,16.00,,,clickacompany
218,QLT,2024-06-10T17:00:34+02:00,R28.13,28.44,-0.31,-1.09%,clickacompany
219,RACP,2024-06-10T17:00:59+02:00,R7.70,7.70,,,clickacompany
220,RBX,2024-06-10T17:00:35+02:00,R36.00,37.18,-1.18,-3.17%,clickacompany
221,RCL,2024-06-10T17:00:05+02:00,R11.45,11.05,0.40,3.62%,clickacompany
222,RDF,2024-06-10T17:00:23+02:00,R3.75,3.77,-0.02,-0.53%,clickacompany
223,REA,2024-06-10T17:00:59+02:00,R0.96,0.96,,,clickacompany
224,REB,2024-06-10T17:00:59+02:00,R0.16,0.16,,,clickacompany
225,RNI,2024-06-10T17:03:00+02:00,R480.00,484.00,-4.00,-0.83%,clickacompany
226,REM,2024-06-10T17:00:25+02:00,R124.13,123.61,0.52,0.42%,clickacompany
227,REN,2024-06-10T17:00:53+02:00,R9.80,9.80,,,clickacompany
228,RES,2024-06-10T17:00:02+02:00,R43.24,43.64,-0.40,-0.92%,clickacompany
229,RFG,2024-06-10T14:49:53+02:00,R13.85,13.98,-0.13,-0.93%,clickacompany
230,RHB,2024-06-10T15:33:58+02:00,R2.75,2.75,,,clickacompany
231,RLO,2024-06-10T17:00:24+02:00,R66.72,66.77,-0.05,-0.07%,clickacompany
232,RMH,2024-06-10T17:00:56+02:00,R0.40,0.40,,,clickacompany
233,RNG,2024-06-10T17:00:59+02:00,R0.87,0.87,,,clickacompany
234,RTN,2024-06-10T17:00:59+02:00,R15.30,15.30,,,clickacompany
235,RTOP,2024-06-10T17:00:59+02:00,R1.11,1.11,,,clickacompany
236,RTO,2024-06-10T17:00:59+02:00,R11.50,11.50,,,clickacompany
237,S32,2024-06-10T17:00:58+02:00,R46.85,47.82,-0.97,-2.03%,clickacompany
238,SZK,2024-06-10T17:00:59+02:00,R36.30,36.30,,,clickacompany
239,SXM,2024-06-10T17:00:59+02:00,R1.00,1.00,,,clickacompany
240,SBP,2024-06-10T17:00:49+02:00,R66.45,66.70,-0.25,-0.37%,clickacompany
241,SAC,2024-06-10T17:00:34+02:00,R2.50,2.53,-0.03,-1.19%,clickacompany
242,SLG,2024-06-10T17:00:59+02:00,R0.50,0.50,,,clickacompany
243,SAP,2024-06-10T17:02:19+02:00,R49.58,50.55,-0.97,-1.92%,clickacompany
244,SAR,2024-06-10T17:00:59+02:00,R5.25,5.25,,,clickacompany
245,SBKP,2024-06-10T10:29:33+02:00,R0.65,0.65,,,clickacompany
246,SBK,2024-06-10T17:04:16+02:00,R182.50,182.35,0.15,0.08%,clickacompany
247,SBPP,2024-06-10T16:31:02+02:00,R84.99,85.25,-0.26,-0.30%,clickacompany
248,SCD,2024-06-10T17:00:59+02:00,R15.04,15.04,,,clickacompany
249,SEA,2024-06-10T13:53:55+02:00,R8.45,8.44,0.01,0.12%,clickacompany
250,SEB,2024-06-10T14:36:19+02:00,R1.40,1.66,-0.26,-15.66%,clickacompany
251,SEP,2024-06-10T11:51:20+02:00,R1.10,1.10,,,clickacompany
252,SFN,2024-06-10T17:00:59+02:00,R17.50,17.50,,,clickacompany
253,SHC,2024-06-10T17:00:46+02:00,R34.63,34.57,0.06,0.17%,clickacompany
254,SHG,2024-06-10T09:06:09+02:00,R7.85,7.84,0.01,0.13%,clickacompany
255,SHP,2024-06-10T17:00:54+02:00,R248.36,250.95,-2.59,-1.03%,clickacompany
256,SSW,2024-06-10T17:04:03+02:00,R20.88,21.27,-0.39,-1.83%,clickacompany
257,SLM,2024-06-10T17:00:41+02:00,R71.48,71.31,0.17,0.24%,clickacompany
258,SNT,2024-06-10T17:00:12+02:00,R293.75,299.11,-5.36,-1.79%,clickacompany
259,SNV,2024-06-10T11:42:43+02:00,R7.81,7.75,0.06,0.77%,clickacompany
260,SOH,2024-06-10T17:00:59+02:00,R1.59,1.59,,,clickacompany
261,SOLBE1,2024-06-10T17:00:59+02:00,R119.00,119.00,,,clickacompany
262,SOL,2024-06-10T17:00:54+02:00,R120.02,121.55,-1.53,-1.26%,clickacompany
263,SDL,2024-06-10T09:52:11+02:00,R3.75,3.90,-0.15,-3.85%,clickacompany
264,SSU,2024-06-10T17:00:41+02:00,R5.41,5.48,-0.07,-1.28%,clickacompany
265,SPG,2024-06-10T17:00:27+02:00,R26.86,27.25,-0.39,-1.43%,clickacompany
266,SPP,2024-06-10T17:00:02+02:00,R96.80,96.48,0.32,0.33%,clickacompany
267,SRE,2024-06-10T17:00:42+02:00,R23.59,24.29,-0.70,-2.88%,clickacompany
268,SSK,2024-06-10T13:03:37+02:00,R1.15,1.15,,,clickacompany
269,SSS,2024-06-10T17:00:29+02:00,R13.40,13.47,-0.07,-0.52%,clickacompany
270,SDO,2024-06-10T17:00:11+02:00,R4.75,4.77,-0.02,-0.42%,clickacompany
271,SUI,2024-06-10T17:00:56+02:00,R35.48,35.97,-0.49,-1.36%,clickacompany
272,SUR,2024-06-10T16:28:00+02:00,R29.11,29.00,0.11,0.38%,clickacompany
273,SYG,2024-06-10T16:48:22+02:00,R20.25,20.50,-0.25,-1.22%,clickacompany
274,TBS,2024-06-10T17:00:16+02:00,R195.01,195.71,-0.70,-0.36%,clickacompany
275,TCP,2024-06-10T17:00:26+02:00,R2.67,2.65,0.02,0.75%,clickacompany
276,TEX,2024-06-10T17:00:59+02:00,R3.31,3.31,,,clickacompany
277,TFGP,2024-06-10T17:00:59+02:00,R1.01,1.01,,,clickacompany
278,TFG,2024-06-10T17:00:34+02:00,R103.50,103.50,,,clickacompany
279,THA,2024-06-10T17:00:30+02:00,R18.99,19.00,-0.01,-0.05%,clickacompany
280,TGA,2024-06-10T17:00:08+02:00,R124.97,128.42,-3.45,-2.69%,clickacompany
281,TKG,2024-06-10T17:00:44+02:00,R23.72,23.41,0.31,1.32%,clickacompany
282,TLM,2024-06-10T17:00:59+02:00,R1.20,1.20,,,clickacompany
283,TMT,2024-06-10T10:00:11+02:00,R2.09,2.00,0.09,4.50%,clickacompany
284,TON,2024-06-10T17:00:59+02:00,R4.04,4.04,,,clickacompany
285,TPC,2024-06-10T15:23:45+02:00,R30.01,31.89,-1.88,-5.90%,clickacompany
286,TRE,2024-06-10T17:00:26+02:00,R7.44,7.39,0.05,0.68%,clickacompany
287,TRL,2024-06-10T17:00:17+02:00,R1.59,1.59,,,clickacompany
288,TRU,2024-06-10T17:00:27+02:00,R78.35,80.06,-1.71,-2.14%,clickacompany
289,TSG,2024-06-10T17:00:45+02:00,R10.41,10.70,-0.29,-2.71%,clickacompany
290,TTO,2024-06-10T17:00:59+02:00,R0.48,0.48,,,clickacompany
291,UPL,2024-06-10T17:00:59+02:00,R22.00,22.00,,,clickacompany
292,VIS,2024-06-10T09:47:53+02:00,R0.02,0.03,-0.01,-33.33%,clickacompany
293,VKE,2024-06-10T17:05:20+02:00,R15.11,15.68,-0.57,-3.64%,clickacompany
294,VOD,2024-06-10T17:00:39+02:00,R90.47,90.93,-0.46,-0.51%,clickacompany
295,VUN,2024-06-10T17:00:59+02:00,R1.95,1.95,,,clickacompany
296,WBO,2024-06-10T17:00:47+02:00,R152.08,151.00,1.08,0.72%,clickacompany
297,WBC,2024-06-10T17:00:42+02:00,R24.50,25.28,-0.78,-3.09%,clickacompany
298,WEZ,2024-06-10T12:50:50+02:00,R0.57,0.52,0.05,9.62%,clickacompany
299,WHL,2024-06-10T17:00:41+02:00,R54.00,54.70,-0.70,-1.28%,clickacompany
300,WKF,2024-06-10T17:00:59+02:00,R1.40,1.40,,,clickacompany
301,YRK,2024-06-10T17:00:55+02:00,R1.73,1.72,0.01,0.58%,clickacompany
302,YYLBEE,2024-06-10T17:00:59+02:00,R20.50,20.50,,,clickacompany
303,ZZD,2024-06-10T17:00:05+02:00,R11.50,11.64,-0.14,-1.20%,clickacompany
304,ZED,2024-06-10T17:00:43+02:00,R1.75,1.75,,,clickacompany
