,id,dt,i,c,m,p,t
26,AON,2024-06-20T17:05:44+02:00,R14.99,14.99,,,clickacompany
27,AOO,2024-06-20T17:05:44+02:00,R16.25,16.25,,,clickacompany
28,AOVP,2024-06-20T17:05:44+02:00,R10.03,10.03,,,clickacompany
29,APF,2024-06-20T17:00:20+02:00,R0.47,0.47,,,clickacompany
30,APN,2024-06-20T17:10:18+02:00,R247.00,243.74,3.26,1.34%,clickacompany
31,ARA,2024-06-20T12:16:44+02:00,R7.10,7.10,,,clickacompany
32,APO,2024-06-20T17:05:44+02:00,R2.99,2.99,,,clickacompany
33,ARI,2024-06-20T17:00:46+02:00,R225.00,221.71,3.29,1.48%,clickacompany
34,ARL,2024-06-20T17:05:33+02:00,R160.99,157.37,3.62,2.30%,clickacompany
35,ART,2024-06-20T17:00:42+02:00,R21.80,21.40,0.40,1.87%,clickacompany
36,ASC,2024-06-20T09:58:07+02:00,R0.79,0.79,,,clickacompany
37,ATT,2024-06-20T17:00:56+02:00,R11.19,11.55,-0.36,-3.12%,clickacompany
38,AVI,2024-06-20T17:00:28+02:00,R94.95,96.50,-1.55,-1.61%,clickacompany
39,AYO,2024-06-20T17:06:27+02:00,R0.93,0.99,-0.06,-6.06%,clickacompany
40,BAT,2024-06-20T17:00:43+02:00,R0.95,0.90,0.05,5.56%,clickacompany
41,BAW,2024-06-20T17:00:59+02:00,R90.42,88.84,1.58,1.78%,clickacompany
42,BAWP,2024-06-20T17:05:44+02:00,R0.81,0.81,,,clickacompany
43,BCF,2024-06-20T17:05:44+02:00,R10.81,10.81,,,clickacompany
44,BEL,2024-06-20T15:32:53+02:00,R26.98,27.54,-0.56,-2.03%,clickacompany
45,BHG,2024-06-20T17:00:35+02:00,R516.50,509.25,7.25,1.42%,clickacompany
46,BID,2024-06-20T17:00:53+02:00,R424.51,427.50,-2.99,-0.70%,clickacompany
47,BIK,2024-06-20T17:05:44+02:00,R0.13,0.13,,,clickacompany
48,BLU,2024-06-20T17:00:42+02:00,R4.03,4.10,-0.07,-1.71%,clickacompany
49,BIHLEB,2024-06-20T17:05:44+02:00,R800.00,800.00,,,clickacompany
50,BRN,2024-06-20T17:00:39+02:00,R4.62,4.99,-0.37,-7.41%,clickacompany
51,BRT,2024-06-20T17:00:51+02:00,R5.00,5.20,-0.20,-3.85%,clickacompany
52,BSR,2024-06-20T17:05:44+02:00,R0.04,0.04,,,clickacompany
53,BTI,2024-06-20T17:00:07+02:00,R561.34,556.81,4.53,0.81%,clickacompany
54,BKI,2024-06-20T17:05:44+02:00,R0.73,0.73,,,clickacompany
55,BTN,2024-06-20T17:00:56+02:00,R7.32,7.37,-0.05,-0.68%,clickacompany
56,BVT,2024-06-20T17:02:45+02:00,R286.40,287.31,-0.91,-0.32%,clickacompany
57,BWN,2024-06-20T17:05:12+02:00,R1.80,1.85,-0.05,-2.70%,clickacompany
58,BYI,2024-06-20T17:00:35+02:00,R129.23,128.85,0.38,0.29%,clickacompany
59,CAA,2024-06-20T17:00:04+02:00,R12.10,12.19,-0.09,-0.74%,clickacompany
60,CAC,2024-06-20T17:05:44+02:00,R3.60,3.60,,,clickacompany
61,CTA,2024-06-20T16:34:41+02:00,R1.25,1.21,0.04,3.31%,clickacompany
62,CVW,2024-06-20T17:05:44+02:00,R8.50,8.50,,,clickacompany
63,CAT,2024-06-20T17:00:03+02:00,R10.17,10.41,-0.24,-2.31%,clickacompany
64,CATP,2024-06-20T17:05:44+02:00,R95.15,95.15,,,clickacompany
65,CFR,2024-06-20T17:03:08+02:00,"R2,816.22","2,862.09",-45.87,-1.60%,clickacompany
66,CGR,2024-06-20T17:00:53+02:00,R5.70,5.68,0.02,0.35%,clickacompany
67,CHP,2024-06-20T17:00:34+02:00,R0.79,0.57,0.22,38.60%,clickacompany
68,CKS,2024-06-20T17:00:38+02:00,R29.00,29.00,,,clickacompany
69,CLH,2024-06-20T17:00:13+02:00,R4.38,4.58,-0.20,-4.37%,clickacompany
70,CLI,2024-06-20T15:29:45+02:00,R10.58,10.75,-0.17,-1.58%,clickacompany
71,CLS,2024-06-20T17:00:14+02:00,R340.00,344.66,-4.66,-1.35%,clickacompany
72,CMH,2024-06-20T17:00:52+02:00,R27.90,27.42,0.48,1.75%,clickacompany
73,CML,2024-06-20T17:00:12+02:00,R34.74,33.90,0.84,2.48%,clickacompany
74,CMO,2024-06-20T17:05:44+02:00,R0.06,0.06,,,clickacompany
75,CND,2024-06-20T17:05:44+02:00,R0.04,0.04,,,clickacompany
76,COH,2024-06-20T17:00:30+02:00,R10.97,11.00,-0.03,-0.27%,clickacompany
77,CPP,2024-06-20T17:05:44+02:00,R9.00,9.00,,,clickacompany
78,CPR,2024-06-20T17:00:13+02:00,R4.48,4.42,0.06,1.36%,clickacompany
79,CPI,2024-06-20T17:00:18+02:00,"R2,582.11","2,596.52",-14.41,-0.55%,clickacompany
80,CPIP,2024-06-20T13:38:46+02:00,R100.00,95.50,4.50,4.71%,clickacompany
81,CRP,2024-06-20T11:51:28+02:00,R14.54,14.12,0.42,2.97%,clickacompany
82,CSB,2024-06-20T17:00:34+02:00,R159.00,160.00,-1.00,-0.63%,clickacompany
83,DCP,2024-06-20T17:00:48+02:00,R34.36,34.90,-0.54,-1.55%,clickacompany
84,DKR,2024-06-20T17:05:44+02:00,R156.00,156.00,,,clickacompany
85,DIB,2024-06-20T17:03:02+02:00,R4.18,4.05,0.13,3.21%,clickacompany
86,DLT,2024-06-20T10:51:43+02:00,R0.26,0.26,,,clickacompany
87,DNB,2024-06-20T11:49:49+02:00,R2.30,2.30,,,clickacompany
88,DRA,2024-06-20T17:05:44+02:00,R24.14,21.01,3.13,14.90%,clickacompany
89,DRD,2024-06-20T17:05:47+02:00,R16.08,15.70,0.38,2.42%,clickacompany
90,DSBP,2024-06-20T16:21:32+02:00,R94.01,95.05,-1.04,-1.09%,clickacompany
91,DSY,2024-06-20T17:00:34+02:00,R134.30,135.70,-1.40,-1.03%,clickacompany
92,DTC,2024-06-20T17:00:19+02:00,R37.80,37.86,-0.06,-0.16%,clickacompany
93,EEL,2024-06-20T17:05:44+02:00,R0.12,0.12,,,clickacompany
94,ELI,2024-06-20T17:05:44+02:00,R0.01,0.01,,,clickacompany
95,EMH,2024-06-20T17:05:44+02:00,R3.22,3.22,,,clickacompany
96,EMI,2024-06-20T17:05:43+02:00,R11.50,11.37,0.13,1.14%,clickacompany
97,EMN,2024-06-20T17:05:44+02:00,R3.40,3.40,,,clickacompany
98,ENX,2024-06-20T15:54:18+02:00,R9.40,9.50,-0.10,-1.05%,clickacompany
99,EOH,2024-06-20T17:00:28+02:00,R1.54,1.51,0.03,1.99%,clickacompany
100,EPE,2024-06-20T16:49:13+02:00,R4.10,3.89,0.21,5.40%,clickacompany
101,EPS,2024-06-20T17:05:44+02:00,R1.80,1.80,,,clickacompany
102,EQU,2024-06-20T17:00:28+02:00,R13.21,13.73,-0.52,-3.79%,clickacompany
103,EUZ,2024-06-20T16:44:09+02:00,R0.28,0.29,-0.01,-3.45%,clickacompany
104,EXP,2024-06-20T17:05:44+02:00,R11.50,11.50,,,clickacompany
105,EXX,2024-06-20T17:00:58+02:00,R178.99,177.13,1.86,1.05%,clickacompany
106,FTA,2024-06-20T17:05:44+02:00,R15.80,15.80,,,clickacompany
107,FTB,2024-06-20T17:00:19+02:00,R4.04,4.08,-0.04,-0.98%,clickacompany
108,FBR,2024-06-20T17:00:43+02:00,R52.99,53.00,-0.01,-0.02%,clickacompany
109,FFB,2024-06-20T16:49:37+02:00,R16.53,17.00,-0.47,-2.76%,clickacompany
110,FGL,2024-06-20T17:00:16+02:00,R0.73,0.73,,,clickacompany
111,FTH,2024-06-20T17:05:44+02:00,R6.87,6.87,,,clickacompany
112,FSR,2024-06-20T17:05:03+02:00,R75.62,75.98,-0.36,-0.47%,clickacompany
113,GML,2024-06-20T16:09:05+02:00,R2.80,2.72,0.08,2.94%,clickacompany
114,GFI,2024-06-20T17:00:47+02:00,R265.96,261.98,3.98,1.52%,clickacompany
115,GLN,2024-06-20T17:00:36+02:00,R106.61,104.80,1.81,1.73%,clickacompany
116,GND,2024-06-20T17:03:13+02:00,R14.25,14.20,0.05,0.35%,clickacompany
117,GNDP,2024-06-20T16:06:13+02:00,R92.99,88.00,4.99,5.67%,clickacompany
118,GPL,2024-06-20T17:00:46+02:00,R3.50,3.51,-0.01,-0.28%,clickacompany
119,GSH,2024-06-20T17:00:50+02:00,R239.25,238.00,1.25,0.53%,clickacompany
120,GRT,2024-06-20T17:00:28+02:00,R12.28,12.66,-0.38,-3.00%,clickacompany
121,GTC,2024-06-20T17:05:44+02:00,R40.00,40.00,,,clickacompany
122,HAR,2024-06-20T17:08:31+02:00,R164.28,160.70,3.58,2.23%,clickacompany
123,HCI,2024-06-20T17:02:25+02:00,R171.89,173.30,-1.41,-0.81%,clickacompany
124,HDC,2024-06-20T17:00:24+02:00,R177.57,175.00,2.57,1.47%,clickacompany
125,HET,2024-06-20T17:05:44+02:00,R15.00,15.00,,,clickacompany
126,HIL,2024-06-20T17:05:44+02:00,R25.00,25.00,,,clickacompany
127,HLM,2024-06-20T17:00:32+02:00,R4.03,3.75,0.28,7.47%,clickacompany
128,HMN,2024-06-20T17:00:18+02:00,R6.47,6.34,0.13,2.05%,clickacompany
129,HUG,2024-06-20T12:15:12+02:00,R2.20,2.20,,,clickacompany
130,HYP,2024-06-20T17:00:51+02:00,R32.00,33.28,-1.28,-3.85%,clickacompany
131,IBX,2024-06-20T17:05:44+02:00,R97.34,97.34,,,clickacompany
132,IMP,2024-06-20T17:00:16+02:00,R90.59,90.52,0.07,0.08%,clickacompany
133,INL,2024-06-20T17:05:40+02:00,R132.93,133.00,-0.07,-0.05%,clickacompany
134,INP,2024-06-20T17:00:12+02:00,R132.47,133.26,-0.79,-0.59%,clickacompany
135,INPP,2024-06-20T17:05:44+02:00,R122.00,122.00,,,clickacompany
136,INPPR,2024-06-20T17:05:44+02:00,R86.00,86.00,,,clickacompany
137,INPR,2024-06-20T17:00:00+02:00,R85.38,85.52,-0.14,-0.16%,clickacompany
138,IVT,2024-06-20T17:00:01+02:00,R27.43,27.00,0.43,1.59%,clickacompany
139,IVTP,2024-06-20T15:29:30+02:00,R110.15,110.30,-0.15,-0.14%,clickacompany
140,ISA,2024-06-20T17:00:33+02:00,R1.95,1.95,,,clickacompany
141,ISB,2024-06-20T17:05:44+02:00,R0.75,0.75,,,clickacompany
142,ITE,2024-06-20T17:08:46+02:00,R11.25,11.00,0.25,2.27%,clickacompany
143,JBL,2024-06-20T17:00:34+02:00,R1.62,1.64,-0.02,-1.22%,clickacompany
144,JSE,2024-06-20T17:00:33+02:00,R106.50,106.93,-0.43,-0.40%,clickacompany
145,KAL,2024-06-20T17:00:07+02:00,R48.00,47.91,0.09,0.19%,clickacompany
146,KAP,2024-06-20T17:00:03+02:00,R2.93,2.97,-0.04,-1.35%,clickacompany
147,KRO,2024-06-20T17:00:49+02:00,R590.50,614.99,-24.49,-3.98%,clickacompany
148,KBO,2024-06-20T17:05:44+02:00,R0.01,0.01,,,clickacompany
149,KIO,2024-06-20T17:00:28+02:00,R478.01,470.41,7.60,1.62%,clickacompany
150,KP2,2024-06-20T15:09:34+02:00,R0.42,0.41,0.01,2.44%,clickacompany
151,KST,2024-06-20T17:00:47+02:00,R16.94,17.12,-0.18,-1.05%,clickacompany
152,LAB,2024-06-20T17:05:44+02:00,R0.07,0.07,,,clickacompany
153,LSK,2024-06-20T11:26:20+02:00,R84.01,84.00,0.01,0.01%,clickacompany
154,LEW,2024-06-20T17:00:43+02:00,R57.75,57.00,0.75,1.32%,clickacompany
155,LHC,2024-06-20T17:08:39+02:00,R12.70,13.03,-0.33,-2.53%,clickacompany
156,LBR,2024-06-20T17:00:22+02:00,R3.78,3.91,-0.13,-3.32%,clickacompany
157,LTE,2024-06-20T17:05:51+02:00,R7.95,8.30,-0.35,-4.22%,clickacompany
158,LNF,2024-06-20T17:05:44+02:00,R12.00,12.00,,,clickacompany
159,MHB,2024-06-20T17:05:44+02:00,R5.00,5.00,,,clickacompany
160,MTU,2024-06-20T16:11:09+02:00,R1.21,1.30,-0.09,-6.92%,clickacompany
161,MCZ,2024-06-20T10:15:48+02:00,R1.92,1.91,0.01,0.52%,clickacompany
162,MDI,2024-06-20T15:52:01+02:00,R12.39,12.51,-0.12,-0.96%,clickacompany
163,MFL,2024-06-20T17:00:32+02:00,R2.60,2.65,-0.05,-1.89%,clickacompany
164,MMP,2024-06-20T17:05:44+02:00,R30.00,30.00,,,clickacompany
165,MNP,2024-06-20T17:00:19+02:00,R344.46,338.44,6.02,1.78%,clickacompany
166,MTM,2024-06-20T17:05:46+02:00,R22.94,22.78,0.16,0.70%,clickacompany
167,MKR,2024-06-20T17:00:00+02:00,R99.49,99.00,0.49,0.49%,clickacompany
168,MTH,2024-06-20T17:00:56+02:00,R93.42,95.12,-1.70,-1.79%,clickacompany
169,MPT,2024-06-20T14:42:21+02:00,R26.78,26.50,0.28,1.06%,clickacompany
170,MRF,2024-06-20T17:00:06+02:00,R1.39,1.38,0.01,0.72%,clickacompany
171,MRP,2024-06-20T17:03:58+02:00,R207.00,209.92,-2.92,-1.39%,clickacompany
172,MSP,2024-06-20T17:00:57+02:00,R17.05,17.75,-0.70,-3.94%,clickacompany
173,MST,2024-06-20T17:00:58+02:00,R9.94,9.82,0.12,1.22%,clickacompany
174,MTA,2024-06-20T17:00:29+02:00,R11.50,11.74,-0.24,-2.04%,clickacompany
175,MTNZF,2024-06-20T17:00:21+02:00,R14.11,14.11,,,clickacompany
176,MTN,2024-06-20T17:08:31+02:00,R85.69,88.00,-2.31,-2.63%,clickacompany
177,MCG,2024-06-20T17:00:14+02:00,R102.09,100.65,1.44,1.43%,clickacompany
178,MUR,2024-06-20T17:00:57+02:00,R2.00,1.93,0.07,3.63%,clickacompany
179,NCS,2024-06-20T17:05:44+02:00,R0.83,0.83,,,clickacompany
180,NED,2024-06-20T17:00:10+02:00,R263.68,268.01,-4.33,-1.62%,clickacompany
181,NY1,2024-06-20T17:00:24+02:00,R38.37,38.37,,,clickacompany
182,N91,2024-06-20T17:00:01+02:00,R39.01,38.81,0.20,0.52%,clickacompany
183,NPH,2024-06-20T17:00:56+02:00,R119.98,114.92,5.06,4.40%,clickacompany
184,NPK,2024-06-20T17:00:07+02:00,R228.00,184.77,43.23,23.40%,clickacompany
185,NPKP,2024-06-20T17:05:44+02:00,R0.70,0.70,,,clickacompany
186,NPN,2024-06-20T17:04:00+02:00,"R3,703.11","3,794.87",-91.76,-2.42%,clickacompany
187,NPP1,2024-06-20T17:05:44+02:00,R1.31,1.31,,,clickacompany
188,NRL,2024-06-20T17:05:44+02:00,R4.80,4.80,,,clickacompany
189,NRP,2024-06-20T17:00:50+02:00,R133.73,136.98,-3.25,-2.37%,clickacompany
190,NTC,2024-06-20T17:00:28+02:00,R13.00,13.11,-0.11,-0.84%,clickacompany
191,NTCP,2024-06-20T16:37:49+02:00,R79.82,76.00,3.82,5.03%,clickacompany
192,XII,2024-06-20T17:05:44+02:00,R0.01,0.01,,,clickacompany
193,NVS,2024-06-20T16:21:58+02:00,R6.08,6.00,0.08,1.33%,clickacompany
194,NWL,2024-06-20T17:05:44+02:00,R28.99,28.99,,,clickacompany
195,OAO,2024-06-20T17:05:44+02:00,R0.20,0.20,,,clickacompany
196,OAS,2024-06-20T16:26:31+02:00,R19.50,19.50,,,clickacompany
197,OCE,2024-06-20T17:00:16+02:00,R73.89,74.24,-0.35,-0.47%,clickacompany
198,OCT,2024-06-20T17:02:51+02:00,R9.95,9.98,-0.03,-0.30%,clickacompany
199,OMU,2024-06-20T17:00:53+02:00,R12.11,12.29,-0.18,-1.46%,clickacompany
200,OMN,2024-06-20T17:00:21+02:00,R62.06,62.34,-0.28,-0.45%,clickacompany
201,ORN,2024-06-20T17:00:53+02:00,R0.21,0.21,,,clickacompany
202,OUT,2024-06-20T17:07:09+02:00,R45.70,46.96,-1.26,-2.68%,clickacompany
203,PAN,2024-06-20T17:00:17+02:00,R6.17,5.98,0.19,3.18%,clickacompany
204,PBG,2024-06-20T16:29:26+02:00,R6.40,6.45,-0.05,-0.78%,clickacompany
205,PPH,2024-06-20T17:00:29+02:00,R19.33,19.69,-0.36,-1.83%,clickacompany
206,PIK,2024-06-20T17:00:16+02:00,R27.30,27.83,-0.53,-1.90%,clickacompany
207,PMV,2024-06-20T17:05:44+02:00,R1.41,1.41,,,clickacompany
208,PWR,2024-06-20T17:05:44+02:00,R81.44,81.44,,,clickacompany
209,PPC,2024-06-20T17:00:21+02:00,R3.65,3.65,,,clickacompany
210,PPE,2024-06-20T17:00:06+02:00,R0.79,0.80,-0.01,-1.25%,clickacompany
211,PPR,2024-06-20T11:31:10+02:00,R3.20,3.10,0.10,3.23%,clickacompany
212,PMR,2024-06-20T17:00:13+02:00,R71.35,69.29,2.06,2.97%,clickacompany
213,PHP,2024-06-20T17:05:44+02:00,R21.03,21.03,,,clickacompany
214,PRX,2024-06-20T17:03:24+02:00,R662.49,666.00,-3.51,-0.53%,clickacompany
215,PSV,2024-06-20T17:05:44+02:00,R0.08,0.08,,,clickacompany
216,QFH,2024-06-20T17:05:44+02:00,R13.09,13.09,,,clickacompany
217,QLT,2024-06-20T17:00:13+02:00,R27.60,27.72,-0.12,-0.43%,clickacompany
218,RACP,2024-06-20T17:05:44+02:00,R8.00,8.00,,,clickacompany
219,RBX,2024-06-20T17:00:31+02:00,R40.20,38.49,1.71,4.44%,clickacompany
220,RCL,2024-06-20T17:00:15+02:00,R12.15,12.00,0.15,1.25%,clickacompany
221,RDF,2024-06-20T17:07:58+02:00,R4.13,4.31,-0.18,-4.18%,clickacompany
222,REA,2024-06-20T17:05:44+02:00,R0.96,0.96,,,clickacompany
223,REB,2024-06-20T17:05:44+02:00,R0.16,0.16,,,clickacompany
224,RNI,2024-06-20T17:00:41+02:00,R459.82,461.77,-1.95,-0.42%,clickacompany
225,REM,2024-06-20T17:00:05+02:00,R139.04,141.83,-2.79,-1.97%,clickacompany
226,REN,2024-06-20T17:00:30+02:00,R10.29,10.40,-0.11,-1.06%,clickacompany
227,RES,2024-06-20T17:00:21+02:00,R48.70,49.78,-1.08,-2.17%,clickacompany
228,RFG,2024-06-20T17:00:57+02:00,R15.50,14.72,0.78,5.30%,clickacompany
229,RHB,2024-06-20T14:34:38+02:00,R3.00,2.50,0.50,20.00%,clickacompany
230,RLO,2024-06-20T17:00:25+02:00,R70.14,69.74,0.40,0.57%,clickacompany
231,RMH,2024-06-20T16:48:41+02:00,R0.41,0.41,,,clickacompany
232,RNG,2024-06-20T17:05:44+02:00,R0.60,0.60,,,clickacompany
233,RTN,2024-06-20T17:05:44+02:00,R11.01,11.01,,,clickacompany
234,RTOP,2024-06-20T17:05:44+02:00,R1.11,1.11,,,clickacompany
235,RTO,2024-06-20T17:05:44+02:00,R11.50,11.50,,,clickacompany
236,S32,2024-06-20T17:00:20+02:00,R44.79,43.98,0.81,1.84%,clickacompany
237,SZK,2024-06-20T09:52:14+02:00,R40.50,37.01,3.49,9.43%,clickacompany
238,SXM,2024-06-20T17:05:44+02:00,R1.00,1.00,,,clickacompany
239,SBP,2024-06-20T16:16:10+02:00,R68.26,68.50,-0.24,-0.35%,clickacompany
240,SAC,2024-06-20T17:00:06+02:00,R2.65,2.75,-0.10,-3.64%,clickacompany
241,SLG,2024-06-20T17:05:44+02:00,R0.50,0.50,,,clickacompany
242,SAP,2024-06-20T17:00:51+02:00,R48.43,49.99,-1.56,-3.12%,clickacompany
243,SAR,2024-06-20T14:53:35+02:00,R5.60,5.60,,,clickacompany
244,SBKP,2024-06-20T17:05:44+02:00,R0.66,0.66,,,clickacompany
245,SBK,2024-06-20T17:03:56+02:00,R211.39,214.04,-2.65,-1.24%,clickacompany
246,SBPP,2024-06-20T17:00:06+02:00,R84.75,84.62,0.13,0.15%,clickacompany
247,SCD,2024-06-20T11:30:24+02:00,R15.22,15.00,0.22,1.47%,clickacompany
248,SEA,2024-06-20T17:00:03+02:00,R8.36,8.79,-0.43,-4.89%,clickacompany
249,SEB,2024-06-20T12:15:36+02:00,R1.39,1.39,,,clickacompany
250,SEP,2024-06-20T12:15:04+02:00,R1.43,1.42,0.01,0.70%,clickacompany
251,SFN,2024-06-20T17:05:44+02:00,R17.50,17.50,,,clickacompany
252,SHC,2024-06-20T17:00:30+02:00,R32.19,32.20,-0.01,-0.03%,clickacompany
253,SHG,2024-06-20T17:00:10+02:00,R7.74,7.75,-0.01,-0.13%,clickacompany
254,SHP,2024-06-20T16:49:58+02:00,R290.38,292.33,-1.95,-0.67%,clickacompany
255,SSW,2024-06-20T17:00:01+02:00,R20.47,20.23,0.24,1.19%,clickacompany
256,SLM,2024-06-20T17:00:17+02:00,R80.65,83.27,-2.62,-3.15%,clickacompany
257,SNT,2024-06-20T17:00:40+02:00,R314.82,317.61,-2.79,-0.88%,clickacompany
258,SNV,2024-06-20T16:44:37+02:00,R7.97,7.79,0.18,2.31%,clickacompany
259,SOH,2024-06-20T17:05:44+02:00,R1.59,1.59,,,clickacompany
260,SOLBE1,2024-06-20T16:38:01+02:00,R117.35,119.00,-1.65,-1.39%,clickacompany
261,SOL,2024-06-20T17:00:16+02:00,R134.41,131.64,2.77,2.10%,clickacompany
262,SDL,2024-06-20T17:05:44+02:00,R3.75,3.75,,,clickacompany
263,SSU,2024-06-20T17:00:32+02:00,R5.60,5.64,-0.04,-0.71%,clickacompany
264,SPG,2024-06-20T17:10:50+02:00,R29.57,29.78,-0.21,-0.71%,clickacompany
265,SPP,2024-06-20T17:10:15+02:00,R114.62,115.85,-1.23,-1.06%,clickacompany
266,SRE,2024-06-20T17:05:56+02:00,R22.48,22.50,-0.02,-0.09%,clickacompany
267,SSK,2024-06-20T17:00:08+02:00,R1.30,1.29,0.01,0.78%,clickacompany
268,SSS,2024-06-20T17:00:12+02:00,R14.39,14.46,-0.07,-0.48%,clickacompany
269,SDO,2024-06-20T17:00:32+02:00,R5.00,4.91,0.09,1.83%,clickacompany
270,SUI,2024-06-20T17:00:59+02:00,R37.78,38.81,-1.03,-2.65%,clickacompany
271,SUR,2024-06-20T17:00:17+02:00,R33.23,33.00,0.23,0.70%,clickacompany
272,SYG,2024-06-20T14:59:09+02:00,R21.60,21.02,0.58,2.76%,clickacompany
273,TBS,2024-06-20T17:00:48+02:00,R210.55,215.44,-4.89,-2.27%,clickacompany
274,TCP,2024-06-20T17:00:21+02:00,R2.91,3.01,-0.10,-3.32%,clickacompany
275,TEX,2024-06-20T17:05:44+02:00,R3.25,3.25,,,clickacompany
276,TFGP,2024-06-20T17:05:44+02:00,R1.01,1.01,,,clickacompany
277,TFG,2024-06-20T17:00:01+02:00,R124.02,129.12,-5.10,-3.95%,clickacompany
278,THA,2024-06-20T17:00:30+02:00,R18.15,18.85,-0.70,-3.71%,clickacompany
279,TGA,2024-06-20T17:00:55+02:00,R113.04,116.38,-3.34,-2.87%,clickacompany
280,TKG,2024-06-20T17:03:21+02:00,R24.53,24.58,-0.05,-0.20%,clickacompany
281,TLM,2024-06-20T17:05:44+02:00,R1.20,1.20,,,clickacompany
282,TMT,2024-06-20T17:05:44+02:00,R2.10,2.10,,,clickacompany
283,TON,2024-06-20T17:05:44+02:00,R4.04,4.04,,,clickacompany
284,TPC,2024-06-20T17:05:44+02:00,R31.00,31.00,,,clickacompany
285,TRE,2024-06-20T17:00:48+02:00,R7.30,7.05,0.25,3.55%,clickacompany
286,TRL,2024-06-20T17:00:31+02:00,R2.05,2.04,0.01,0.49%,clickacompany
287,TRU,2024-06-20T17:00:44+02:00,R91.77,93.85,-2.08,-2.22%,clickacompany
288,TSG,2024-06-20T17:00:20+02:00,R11.44,11.77,-0.33,-2.80%,clickacompany
289,TTO,2024-06-20T17:00:40+02:00,R0.47,0.35,0.12,34.29%,clickacompany
290,UPL,2024-06-20T17:05:44+02:00,R22.00,22.00,,,clickacompany
291,VIS,2024-06-20T17:05:44+02:00,R0.02,0.02,,,clickacompany
292,VKE,2024-06-20T17:00:17+02:00,R16.10,16.96,-0.86,-5.07%,clickacompany
293,VOD,2024-06-20T17:06:00+02:00,R98.00,100.82,-2.82,-2.80%,clickacompany
294,VUN,2024-06-20T17:05:44+02:00,R1.87,1.87,,,clickacompany
295,WBO,2024-06-20T17:00:24+02:00,R155.19,161.38,-6.19,-3.84%,clickacompany
296,WBC,2024-06-20T17:00:36+02:00,R27.60,27.64,-0.04,-0.14%,clickacompany
297,WEZ,2024-06-20T16:47:41+02:00,R0.50,0.52,-0.02,-3.85%,clickacompany
298,WHL,2024-06-20T17:05:10+02:00,R61.36,63.47,-2.11,-3.32%,clickacompany
299,WKF,2024-06-20T17:05:44+02:00,R1.40,1.40,,,clickacompany
300,YRK,2024-06-20T10:09:06+02:00,R1.68,1.69,-0.01,-0.59%,clickacompany
301,YYLBEE,2024-06-20T15:36:36+02:00,R21.00,21.00,,,clickacompany
302,ZZD,2024-06-20T17:00:06+02:00,R11.80,11.85,-0.05,-0.42%,clickacompany
303,ZED,2024-06-20T17:02:55+02:00,R1.80,1.87,-0.07,-3.74%,clickacompany
