,id,dt,i,c,m,p,t
34,ARL,2024-06-04T17:07:25+02:00,R149.45,149.76,-0.31,-0.21%,clickacompany
35,ART,2024-06-04T17:00:07+02:00,R20.40,20.20,0.20,0.99%,clickacompany
36,ASC,2024-06-04T16:45:05+02:00,R0.79,0.79,,,clickacompany
37,ATT,2024-06-04T17:00:26+02:00,R10.16,10.12,0.04,0.40%,clickacompany
38,AVI,2024-06-04T17:04:03+02:00,R87.92,87.24,0.68,0.78%,clickacompany
39,AYO,2024-06-04T17:06:17+02:00,R0.50,0.50,,,clickacompany
40,BAT,2024-06-04T17:00:55+02:00,R0.99,0.95,0.04,4.21%,clickacompany
41,BAW,2024-06-04T17:00:53+02:00,R91.00,92.40,-1.40,-1.52%,clickacompany
42,BAWP,2024-06-04T17:06:17+02:00,R0.81,0.81,,,clickacompany
43,BCF,2024-06-04T15:45:29+02:00,R10.80,10.80,,,clickacompany
44,BEL,2024-06-04T17:02:45+02:00,R25.20,25.45,-0.25,-0.98%,clickacompany
45,BHG,2024-06-04T17:00:30+02:00,R536.25,547.03,-10.78,-1.97%,clickacompany
46,BID,2024-06-04T17:07:07+02:00,R414.52,418.37,-3.85,-0.92%,clickacompany
47,BIK,2024-06-04T15:45:30+02:00,R0.13,0.16,-0.03,-18.75%,clickacompany
48,BLU,2024-06-04T17:00:36+02:00,R4.25,4.29,-0.04,-0.93%,clickacompany
49,BIHLEB,2024-06-04T14:26:50+02:00,R783.00,783.00,,,clickacompany
50,BRN,2024-06-04T17:06:17+02:00,R4.65,4.65,,,clickacompany
51,BRT,2024-06-04T15:45:30+02:00,R4.60,4.65,-0.05,-1.08%,clickacompany
52,BSR,2024-06-04T17:06:17+02:00,R0.04,0.04,,,clickacompany
53,BTI,2024-06-04T17:05:08+02:00,R575.60,575.50,0.10,0.02%,clickacompany
54,BKI,2024-06-04T17:06:17+02:00,R0.73,0.73,,,clickacompany
55,BTN,2024-06-04T17:00:05+02:00,R7.24,7.20,0.04,0.56%,clickacompany
56,BVT,2024-06-04T17:00:51+02:00,R249.06,254.89,-5.83,-2.29%,clickacompany
57,BWN,2024-06-04T17:00:15+02:00,R1.90,1.89,0.01,0.53%,clickacompany
58,BYI,2024-06-04T17:00:05+02:00,R133.40,133.26,0.14,0.11%,clickacompany
59,CAA,2024-06-04T17:00:01+02:00,R12.00,11.80,0.20,1.69%,clickacompany
60,CAC,2024-06-04T17:06:17+02:00,R3.10,3.10,,,clickacompany
61,CTA,2024-06-04T16:48:44+02:00,R1.16,1.14,0.02,1.75%,clickacompany
62,CVW,2024-06-04T17:06:17+02:00,R8.50,8.50,,,clickacompany
63,CAT,2024-06-04T17:00:45+02:00,R10.10,10.00,0.10,1.00%,clickacompany
64,CATP,2024-06-04T17:06:17+02:00,R95.15,95.15,,,clickacompany
65,CFR,2024-06-04T17:10:19+02:00,"R3,020.85","2,957.91",62.94,2.13%,clickacompany
66,CGN,2024-06-04T16:45:05+02:00,R1.03,1.06,-0.03,-2.83%,clickacompany
67,CGR,2024-06-04T17:00:13+02:00,R6.00,5.85,0.15,2.56%,clickacompany
68,CHP,2024-06-04T16:01:18+02:00,R0.57,0.57,,,clickacompany
69,CKS,2024-06-04T17:06:17+02:00,R33.00,33.00,,,clickacompany
70,CLH,2024-06-04T17:05:23+02:00,R4.10,4.13,-0.03,-0.73%,clickacompany
71,CLI,2024-06-04T17:00:57+02:00,R9.85,10.40,-0.55,-5.29%,clickacompany
72,CLS,2024-06-04T17:00:49+02:00,R304.00,303.50,0.50,0.16%,clickacompany
73,CMH,2024-06-04T17:00:41+02:00,R27.05,27.50,-0.45,-1.64%,clickacompany
74,CML,2024-06-04T17:00:27+02:00,R34.90,35.23,-0.33,-0.94%,clickacompany
75,CMO,2024-06-04T17:06:17+02:00,R0.06,0.06,,,clickacompany
76,CND,2024-06-04T17:06:17+02:00,R0.04,0.04,,,clickacompany
77,COH,2024-06-04T17:00:35+02:00,R10.40,10.60,-0.20,-1.89%,clickacompany
78,CPP,2024-06-04T10:12:17+02:00,R9.00,9.00,,,clickacompany
79,CPR,2024-06-04T17:00:36+02:00,R4.15,4.33,-0.18,-4.16%,clickacompany
80,CPI,2024-06-04T17:09:00+02:00,"R2,198.43","2,227.26",-28.83,-1.29%,clickacompany
81,CPIP,2024-06-04T17:06:17+02:00,R100.00,100.00,,,clickacompany
82,CRP,2024-06-04T15:45:30+02:00,R14.10,14.00,0.10,0.71%,clickacompany
83,CSB,2024-06-04T17:00:10+02:00,R144.00,146.50,-2.50,-1.71%,clickacompany
84,DCP,2024-06-04T17:00:31+02:00,R31.93,32.17,-0.24,-0.75%,clickacompany
85,DKR,2024-06-04T17:06:17+02:00,R156.00,156.00,,,clickacompany
86,DIB,2024-06-04T17:00:28+02:00,R3.98,4.00,-0.02,-0.50%,clickacompany
87,DLT,2024-06-04T11:52:53+02:00,R0.30,0.30,,,clickacompany
88,DNB,2024-06-04T17:06:17+02:00,R2.30,2.30,,,clickacompany
89,DRA,2024-06-04T15:36:45+02:00,R24.18,24.25,-0.07,-0.29%,clickacompany
90,DRD,2024-06-04T17:00:25+02:00,R15.67,16.05,-0.38,-2.37%,clickacompany
91,DSBP,2024-06-04T15:36:45+02:00,R96.49,95.00,1.49,1.57%,clickacompany
92,DSY,2024-06-04T17:00:41+02:00,R113.26,114.10,-0.84,-0.74%,clickacompany
93,DTC,2024-06-04T17:08:02+02:00,R37.80,37.73,0.07,0.19%,clickacompany
94,EEL,2024-06-04T17:06:17+02:00,R0.12,0.12,,,clickacompany
95,ELI,2024-06-04T17:06:17+02:00,R0.01,0.01,,,clickacompany
96,EMH,2024-06-04T15:36:46+02:00,R3.39,3.25,0.14,4.31%,clickacompany
97,EMI,2024-06-04T17:00:51+02:00,R9.55,9.45,0.10,1.06%,clickacompany
98,EMN,2024-06-04T16:22:55+02:00,R3.05,3.05,,,clickacompany
99,ENX,2024-06-04T16:39:16+02:00,R9.49,9.10,0.39,4.29%,clickacompany
100,EOH,2024-06-04T17:00:05+02:00,R1.55,1.57,-0.02,-1.27%,clickacompany
101,EPE,2024-06-04T17:00:06+02:00,R3.60,3.80,-0.20,-5.26%,clickacompany
102,EPS,2024-06-04T11:05:50+02:00,R1.80,1.80,,,clickacompany
103,EQU,2024-06-04T17:00:12+02:00,R13.23,13.43,-0.20,-1.49%,clickacompany
104,EUZ,2024-06-04T15:41:27+02:00,R0.30,0.30,,,clickacompany
105,EXP,2024-06-04T17:06:17+02:00,R11.50,11.50,,,clickacompany
106,EXX,2024-06-04T17:00:10+02:00,R173.95,178.00,-4.05,-2.28%,clickacompany
107,FTA,2024-06-04T17:00:34+02:00,R15.50,15.11,0.39,2.58%,clickacompany
108,FTB,2024-06-04T17:00:56+02:00,R3.90,3.90,,,clickacompany
109,FBR,2024-06-04T17:00:28+02:00,R49.40,49.18,0.22,0.45%,clickacompany
110,FFB,2024-06-04T17:00:05+02:00,R15.46,15.38,0.08,0.52%,clickacompany
111,FGL,2024-06-04T17:00:59+02:00,R0.43,0.42,0.01,2.38%,clickacompany
112,FTH,2024-06-04T15:45:29+02:00,R6.70,6.80,-0.10,-1.47%,clickacompany
113,FSR,2024-06-04T17:07:29+02:00,R66.01,67.50,-1.49,-2.21%,clickacompany
114,GML,2024-06-04T16:48:35+02:00,R3.04,2.99,0.05,1.67%,clickacompany
115,GFI,2024-06-04T17:00:41+02:00,R280.72,288.37,-7.65,-2.65%,clickacompany
116,GLN,2024-06-04T17:03:16+02:00,R111.71,114.09,-2.38,-2.09%,clickacompany
117,GND,2024-06-04T17:00:53+02:00,R13.89,13.55,0.34,2.51%,clickacompany
118,GNDP,2024-06-04T15:36:46+02:00,R88.39,86.31,2.08,2.41%,clickacompany
119,GPL,2024-06-04T16:09:13+02:00,R3.68,3.60,0.08,2.22%,clickacompany
120,GSH,2024-06-04T16:47:08+02:00,R249.99,252.05,-2.06,-0.82%,clickacompany
121,GRT,2024-06-04T17:07:11+02:00,R11.27,11.36,-0.09,-0.79%,clickacompany
122,GTC,2024-06-04T17:06:17+02:00,R40.00,40.00,,,clickacompany
123,HAR,2024-06-04T17:00:14+02:00,R165.07,172.79,-7.72,-4.47%,clickacompany
124,HCI,2024-06-04T17:05:19+02:00,R162.95,165.50,-2.55,-1.54%,clickacompany
125,HDC,2024-06-04T17:00:22+02:00,R168.00,167.00,1.00,0.60%,clickacompany
126,HET,2024-06-04T17:06:17+02:00,R13.50,13.50,,,clickacompany
127,HIL,2024-06-04T15:36:45+02:00,R25.00,24.98,0.02,0.08%,clickacompany
128,HLM,2024-06-04T17:00:11+02:00,R3.85,3.80,0.05,1.32%,clickacompany
129,HMN,2024-06-04T17:06:43+02:00,R6.69,6.65,0.04,0.60%,clickacompany
130,HUG,2024-06-04T16:00:11+02:00,R2.20,2.33,-0.13,-5.58%,clickacompany
131,HYP,2024-06-04T17:00:53+02:00,R28.67,28.25,0.42,1.49%,clickacompany
132,IBX,2024-06-04T15:36:45+02:00,R97.68,97.30,0.38,0.39%,clickacompany
133,IMP,2024-06-04T17:06:16+02:00,R88.57,94.05,-5.48,-5.83%,clickacompany
134,INL,2024-06-04T17:00:49+02:00,R125.07,125.86,-0.79,-0.63%,clickacompany
135,INP,2024-06-04T17:04:29+02:00,R125.45,125.32,0.13,0.10%,clickacompany
136,INPP,2024-06-04T17:06:17+02:00,R122.00,122.00,,,clickacompany
137,INPPR,2024-06-04T17:06:17+02:00,R88.00,88.00,,,clickacompany
138,INPR,2024-06-04T15:36:45+02:00,R87.48,86.99,0.49,0.56%,clickacompany
139,IVT,2024-06-04T17:00:11+02:00,R25.51,25.51,,,clickacompany
140,IVTP,2024-06-04T17:06:17+02:00,R95.00,95.00,,,clickacompany
141,ISA,2024-06-04T16:43:31+02:00,R1.83,1.89,-0.06,-3.17%,clickacompany
142,ISB,2024-06-04T16:35:32+02:00,R0.82,0.80,0.02,2.50%,clickacompany
143,ITE,2024-06-04T17:00:07+02:00,R9.60,9.55,0.05,0.52%,clickacompany
144,JBL,2024-06-04T16:49:04+02:00,R1.85,1.92,-0.07,-3.65%,clickacompany
145,JSE,2024-06-04T17:00:47+02:00,R91.92,93.90,-1.98,-2.11%,clickacompany
146,KAL,2024-06-04T16:48:35+02:00,R46.99,46.50,0.49,1.05%,clickacompany
147,KAP,2024-06-04T17:00:32+02:00,R2.51,2.55,-0.04,-1.57%,clickacompany
148,KRO,2024-06-04T17:02:40+02:00,R533.06,568.00,-34.94,-6.15%,clickacompany
149,KBO,2024-06-04T13:01:24+02:00,R0.01,0.01,,,clickacompany
150,KIO,2024-06-04T17:03:26+02:00,R464.91,480.00,-15.09,-3.14%,clickacompany
151,KP2,2024-06-04T16:45:05+02:00,R0.41,0.42,-0.01,-2.38%,clickacompany
152,KST,2024-06-04T17:00:53+02:00,R16.03,16.11,-0.08,-0.50%,clickacompany
153,LAB,2024-06-04T17:06:17+02:00,R0.07,0.07,,,clickacompany
154,LSK,2024-06-04T15:36:46+02:00,R90.44,84.50,5.94,7.03%,clickacompany
155,LEW,2024-06-04T17:00:17+02:00,R48.90,48.75,0.15,0.31%,clickacompany
156,LHC,2024-06-04T17:03:55+02:00,R11.61,11.60,0.01,0.09%,clickacompany
157,LBR,2024-06-04T17:00:55+02:00,R3.50,3.52,-0.02,-0.57%,clickacompany
158,LTE,2024-06-04T17:00:18+02:00,R7.95,7.85,0.10,1.27%,clickacompany
159,LNF,2024-06-04T17:06:17+02:00,R12.00,12.00,,,clickacompany
160,MHB,2024-06-04T16:22:54+02:00,R4.89,4.99,-0.10,-2.00%,clickacompany
161,MTU,2024-06-04T17:00:23+02:00,R1.45,1.88,-0.43,-22.87%,clickacompany
162,MCZ,2024-06-04T16:22:54+02:00,R1.94,1.90,0.04,2.11%,clickacompany
163,MDI,2024-06-04T16:38:05+02:00,R12.00,11.75,0.25,2.13%,clickacompany
164,MFL,2024-06-04T16:46:33+02:00,R2.55,2.50,0.05,2.00%,clickacompany
165,MMP,2024-06-04T15:45:30+02:00,R29.01,29.00,0.01,0.03%,clickacompany
166,MNP,2024-06-04T17:07:16+02:00,R369.38,366.11,3.27,0.89%,clickacompany
167,MTM,2024-06-04T17:00:02+02:00,R21.25,21.83,-0.58,-2.66%,clickacompany
168,MKR,2024-06-04T17:06:05+02:00,R95.80,101.76,-5.96,-5.86%,clickacompany
169,MTH,2024-06-04T17:00:51+02:00,R86.46,87.83,-1.37,-1.56%,clickacompany
170,MPT,2024-06-04T16:35:32+02:00,R26.53,26.00,0.53,2.04%,clickacompany
171,MRF,2024-06-04T17:00:58+02:00,R1.28,1.29,-0.01,-0.78%,clickacompany
172,MRP,2024-06-04T17:00:12+02:00,R182.41,182.31,0.10,0.05%,clickacompany
173,MSP,2024-06-04T17:07:33+02:00,R17.22,16.91,0.31,1.83%,clickacompany
174,MST,2024-06-04T17:00:00+02:00,R8.99,8.79,0.20,2.28%,clickacompany
175,MTA,2024-06-04T17:00:28+02:00,R11.00,10.80,0.20,1.85%,clickacompany
176,MTNZF,2024-06-04T16:36:39+02:00,R14.11,14.11,,,clickacompany
177,MTN,2024-06-04T17:03:09+02:00,R81.70,84.39,-2.69,-3.19%,clickacompany
178,MCG,2024-06-04T17:10:01+02:00,R112.35,113.92,-1.57,-1.38%,clickacompany
179,MUR,2024-06-04T17:03:22+02:00,R1.94,1.94,,,clickacompany
180,NCS,2024-06-04T17:06:17+02:00,R0.95,0.95,,,clickacompany
181,NED,2024-06-04T17:00:59+02:00,R230.14,236.00,-5.86,-2.48%,clickacompany
182,NY1,2024-06-04T17:00:56+02:00,R39.52,39.61,-0.09,-0.23%,clickacompany
183,N91,2024-06-04T17:00:36+02:00,R40.25,40.20,0.05,0.12%,clickacompany
184,NPH,2024-06-04T17:05:33+02:00,R116.47,123.56,-7.09,-5.74%,clickacompany
185,NPK,2024-06-04T17:00:49+02:00,R178.00,182.01,-4.01,-2.20%,clickacompany
186,NPKP,2024-06-04T17:06:17+02:00,R0.70,0.70,,,clickacompany
187,NPN,2024-06-04T17:08:40+02:00,"R3,825.00","3,800.00",25.00,0.66%,clickacompany
188,NPP1,2024-06-04T17:06:17+02:00,R1.31,1.31,,,clickacompany
189,NRL,2024-06-04T17:06:17+02:00,R4.80,4.80,,,clickacompany
190,NRP,2024-06-04T17:00:32+02:00,R130.95,130.71,0.24,0.18%,clickacompany
191,NTC,2024-06-04T17:03:35+02:00,R11.47,11.50,-0.03,-0.26%,clickacompany
192,NTCP,2024-06-04T17:06:17+02:00,R78.00,78.00,,,clickacompany
193,XII,2024-06-04T16:22:55+02:00,R0.02,0.02,,,clickacompany
194,NVS,2024-06-04T17:00:31+02:00,R5.24,5.01,0.23,4.59%,clickacompany
195,NWL,2024-06-04T15:36:45+02:00,R28.99,28.00,0.99,3.54%,clickacompany
196,OAO,2024-06-04T17:06:17+02:00,R0.09,0.09,,,clickacompany
197,OAS,2024-06-04T14:56:03+02:00,R19.75,19.75,,,clickacompany
198,OCE,2024-06-04T17:00:49+02:00,R72.31,73.20,-0.89,-1.22%,clickacompany
199,OCT,2024-06-04T17:03:07+02:00,R9.75,9.75,,,clickacompany
200,OMU,2024-06-04T17:00:47+02:00,R10.84,10.96,-0.12,-1.09%,clickacompany
201,OMN,2024-06-04T17:05:01+02:00,R53.30,55.10,-1.80,-3.27%,clickacompany
202,ORN,2024-06-04T17:07:09+02:00,R0.22,0.23,-0.01,-4.35%,clickacompany
203,OUT,2024-06-04T17:00:10+02:00,R40.25,41.15,-0.90,-2.19%,clickacompany
204,PAN,2024-06-04T17:00:16+02:00,R5.66,5.74,-0.08,-1.39%,clickacompany
205,PBG,2024-06-04T17:00:17+02:00,R6.63,6.41,0.22,3.43%,clickacompany
206,PPH,2024-06-04T17:00:49+02:00,R17.42,17.40,0.02,0.11%,clickacompany
207,PIK,2024-06-04T17:02:10+02:00,R24.84,25.00,-0.16,-0.64%,clickacompany
208,PMV,2024-06-04T15:36:45+02:00,R1.39,1.39,,,clickacompany
209,PWR,2024-06-04T15:45:30+02:00,R93.51,97.01,-3.50,-3.61%,clickacompany
210,PPC,2024-06-04T17:03:21+02:00,R3.25,3.29,-0.04,-1.22%,clickacompany
211,PPE,2024-06-04T17:00:27+02:00,R0.74,0.77,-0.03,-3.90%,clickacompany
212,PPR,2024-06-04T15:36:46+02:00,R3.20,3.19,0.01,0.31%,clickacompany
213,PMR,2024-06-04T17:00:36+02:00,R63.00,61.80,1.20,1.94%,clickacompany
214,PHP,2024-06-04T15:45:29+02:00,R22.23,22.52,-0.29,-1.29%,clickacompany
215,PRX,2024-06-04T17:07:15+02:00,R689.85,681.00,8.85,1.30%,clickacompany
216,PSV,2024-06-04T17:06:17+02:00,R0.08,0.08,,,clickacompany
217,QFH,2024-06-04T15:45:29+02:00,R16.00,16.00,,,clickacompany
218,QLT,2024-06-04T17:00:15+02:00,R28.31,28.78,-0.47,-1.63%,clickacompany
219,RACP,2024-06-04T17:06:17+02:00,R7.05,7.05,,,clickacompany
220,RBX,2024-06-04T17:00:18+02:00,R35.40,35.50,-0.10,-0.28%,clickacompany
221,RCL,2024-06-04T17:00:37+02:00,R10.90,10.38,0.52,5.01%,clickacompany
222,RDF,2024-06-04T17:00:32+02:00,R3.73,3.71,0.02,0.54%,clickacompany
223,REA,2024-06-04T17:06:17+02:00,R0.96,0.96,,,clickacompany
224,REB,2024-06-04T17:06:17+02:00,R0.16,0.16,,,clickacompany
225,RNI,2024-06-04T17:00:47+02:00,R485.68,490.59,-4.91,-1.00%,clickacompany
226,REM,2024-06-04T17:00:26+02:00,R124.13,128.09,-3.96,-3.09%,clickacompany
227,REN,2024-06-04T17:00:48+02:00,R10.00,10.34,-0.34,-3.29%,clickacompany
228,RES,2024-06-04T17:00:41+02:00,R44.02,43.05,0.97,2.25%,clickacompany
229,RFG,2024-06-04T16:47:16+02:00,R13.99,13.53,0.46,3.40%,clickacompany
230,RHB,2024-06-04T15:36:46+02:00,R2.25,2.25,,,clickacompany
231,RLO,2024-06-04T17:00:12+02:00,R69.25,68.98,0.27,0.39%,clickacompany
232,RMH,2024-06-04T17:00:34+02:00,R0.39,0.39,,,clickacompany
233,RNG,2024-06-04T15:36:45+02:00,R0.87,0.87,,,clickacompany
234,RTN,2024-06-04T17:06:17+02:00,R15.30,15.30,,,clickacompany
235,RTOP,2024-06-04T17:06:17+02:00,R1.11,1.11,,,clickacompany
236,RTO,2024-06-04T17:06:17+02:00,R11.50,11.50,,,clickacompany
237,S32,2024-06-04T17:00:46+02:00,R47.84,50.18,-2.34,-4.66%,clickacompany
238,SZK,2024-06-04T16:40:11+02:00,R40.00,40.00,,,clickacompany
239,SXM,2024-06-04T17:06:17+02:00,R1.00,1.00,,,clickacompany
240,SBP,2024-06-04T17:00:36+02:00,R66.60,67.29,-0.69,-1.03%,clickacompany
241,SAC,2024-06-04T17:00:54+02:00,R2.54,2.50,0.04,1.60%,clickacompany
242,SLG,2024-06-04T17:06:17+02:00,R0.50,0.50,,,clickacompany
243,SAP,2024-06-04T17:03:43+02:00,R51.98,53.37,-1.39,-2.60%,clickacompany
244,SAR,2024-06-04T17:06:17+02:00,R5.25,5.25,,,clickacompany
245,SBKP,2024-06-04T17:06:17+02:00,R0.65,0.65,,,clickacompany
246,SBK,2024-06-04T17:00:03+02:00,R184.62,185.82,-1.20,-0.65%,clickacompany
247,SBPP,2024-06-04T16:48:23+02:00,R84.95,85.00,-0.05,-0.06%,clickacompany
248,SCD,2024-06-04T17:02:52+02:00,R15.59,15.10,0.49,3.25%,clickacompany
249,SEA,2024-06-04T16:48:35+02:00,R8.30,8.25,0.05,0.61%,clickacompany
250,SEB,2024-06-04T14:31:43+02:00,R1.72,1.88,-0.16,-8.51%,clickacompany
251,SEP,2024-06-04T15:45:29+02:00,R1.12,1.10,0.02,1.82%,clickacompany
252,SFN,2024-06-04T17:06:17+02:00,R16.56,16.56,,,clickacompany
253,SHC,2024-06-04T17:00:57+02:00,R34.26,34.40,-0.14,-0.41%,clickacompany
254,SHG,2024-06-04T15:36:45+02:00,R7.84,7.76,0.08,1.03%,clickacompany
255,SHP,2024-06-04T17:00:18+02:00,R255.91,257.87,-1.96,-0.76%,clickacompany
256,SSW,2024-06-04T17:06:15+02:00,R21.51,23.21,-1.70,-7.32%,clickacompany
257,SLM,2024-06-04T17:02:52+02:00,R72.35,74.11,-1.76,-2.37%,clickacompany
258,SNT,2024-06-04T17:02:42+02:00,R296.92,296.95,-0.03,-0.01%,clickacompany
259,SNV,2024-06-04T16:45:05+02:00,R7.52,7.50,0.02,0.27%,clickacompany
260,SOH,2024-06-04T17:00:20+02:00,R1.57,1.35,0.22,16.30%,clickacompany
261,SOLBE1,2024-06-04T17:06:17+02:00,R119.00,119.00,,,clickacompany
262,SOL,2024-06-04T17:00:57+02:00,R116.00,116.00,,,clickacompany
263,SDL,2024-06-04T17:06:17+02:00,R3.90,3.90,,,clickacompany
264,SSU,2024-06-04T17:00:33+02:00,R5.24,5.41,-0.17,-3.14%,clickacompany
265,SPG,2024-06-04T16:49:52+02:00,R27.03,27.70,-0.67,-2.42%,clickacompany
266,SPP,2024-06-04T17:00:27+02:00,R99.96,104.36,-4.40,-4.22%,clickacompany
267,SRE,2024-06-04T17:00:28+02:00,R23.67,23.46,0.21,0.90%,clickacompany
268,SSK,2024-06-04T17:00:37+02:00,R1.08,1.08,,,clickacompany
269,SSS,2024-06-04T17:00:28+02:00,R13.28,13.30,-0.02,-0.15%,clickacompany
270,SDO,2024-06-04T17:00:06+02:00,R4.56,4.56,,,clickacompany
271,SUI,2024-06-04T17:03:37+02:00,R37.00,37.22,-0.22,-0.59%,clickacompany
272,SUR,2024-06-04T16:35:32+02:00,R30.00,29.90,0.10,0.33%,clickacompany
273,SYG,2024-06-04T17:00:57+02:00,R20.80,20.79,0.01,0.05%,clickacompany
274,TBS,2024-06-04T17:00:27+02:00,R197.50,199.00,-1.50,-0.75%,clickacompany
275,TCP,2024-06-04T17:00:29+02:00,R2.70,2.58,0.12,4.65%,clickacompany
276,TEX,2024-06-04T16:18:07+02:00,R3.31,3.33,-0.02,-0.60%,clickacompany
277,TFGP,2024-06-04T17:06:17+02:00,R1.01,1.01,,,clickacompany
278,TFG,2024-06-04T17:02:46+02:00,R94.49,95.80,-1.31,-1.37%,clickacompany
279,THA,2024-06-04T16:20:04+02:00,R17.55,17.95,-0.40,-2.23%,clickacompany
280,TGA,2024-06-04T17:02:57+02:00,R135.30,136.00,-0.70,-0.51%,clickacompany
281,TKG,2024-06-04T17:00:51+02:00,R22.91,23.60,-0.69,-2.92%,clickacompany
282,TLM,2024-06-04T17:06:17+02:00,R1.20,1.20,,,clickacompany
283,TMT,2024-06-04T15:45:30+02:00,R2.00,2.00,,,clickacompany
284,TON,2024-06-04T17:06:17+02:00,R4.04,4.04,,,clickacompany
285,TPC,2024-06-04T15:36:45+02:00,R31.89,30.01,1.88,6.26%,clickacompany
286,TRE,2024-06-04T16:22:54+02:00,R7.46,7.40,0.06,0.81%,clickacompany
287,TRL,2024-06-04T16:45:17+02:00,R1.59,1.95,-0.36,-18.46%,clickacompany
288,TRU,2024-06-04T17:00:30+02:00,R77.56,78.93,-1.37,-1.74%,clickacompany
289,TSG,2024-06-04T17:05:34+02:00,R10.70,10.89,-0.19,-1.74%,clickacompany
290,TTO,2024-06-04T16:22:55+02:00,R0.44,0.48,-0.04,-8.33%,clickacompany
291,UPL,2024-06-04T17:00:11+02:00,R22.00,21.00,1.00,4.76%,clickacompany
292,VIS,2024-06-04T14:28:22+02:00,R0.04,0.05,-0.01,-20.00%,clickacompany
293,VKE,2024-06-04T17:04:13+02:00,R14.96,14.85,0.11,0.74%,clickacompany
294,VOD,2024-06-04T17:00:32+02:00,R93.72,96.27,-2.55,-2.65%,clickacompany
295,VUN,2024-06-04T16:23:41+02:00,R2.03,2.45,-0.42,-17.14%,clickacompany
296,WBO,2024-06-04T17:00:49+02:00,R151.14,150.70,0.44,0.29%,clickacompany
297,WBC,2024-06-04T17:03:23+02:00,R24.60,24.00,0.60,2.50%,clickacompany
298,WEZ,2024-06-04T17:02:37+02:00,R0.51,0.60,-0.09,-15.00%,clickacompany
299,WHL,2024-06-04T17:04:56+02:00,R55.72,55.46,0.26,0.47%,clickacompany
300,WKF,2024-06-04T17:06:17+02:00,R1.40,1.40,,,clickacompany
301,YRK,2024-06-04T17:00:39+02:00,R1.70,1.70,,,clickacompany
302,YYLBEE,2024-06-04T15:11:12+02:00,R23.50,23.25,0.25,1.08%,clickacompany
