,id,dt,i,c,m,p,t
54,BKI,2024-06-24T17:06:08+02:00,R0.73,0.73,,,clickacompany
55,BTN,2024-06-24T17:00:34+02:00,R7.19,7.05,0.14,1.99%,clickacompany
56,BVT,2024-06-24T17:02:40+02:00,R281.43,287.35,-5.92,-2.06%,clickacompany
57,BWN,2024-06-24T17:00:24+02:00,R1.80,1.79,0.01,0.56%,clickacompany
58,BYI,2024-06-24T17:00:23+02:00,R127.29,131.10,-3.81,-2.91%,clickacompany
59,CAA,2024-06-24T14:16:22+02:00,R12.00,12.00,,,clickacompany
60,CAC,2024-06-24T17:06:08+02:00,R3.78,3.78,,,clickacompany
61,CTA,2024-06-24T17:00:59+02:00,R1.24,1.25,-0.01,-0.80%,clickacompany
62,CVW,2024-06-24T17:06:08+02:00,R8.50,8.50,,,clickacompany
63,CAT,2024-06-24T17:00:11+02:00,R10.05,10.40,-0.35,-3.37%,clickacompany
64,CATP,2024-06-24T17:06:08+02:00,R95.15,95.15,,,clickacompany
65,CFR,2024-06-24T17:00:12+02:00,"R2,865.42","2,775.00",90.42,3.26%,clickacompany
66,CGR,2024-06-24T17:00:06+02:00,R5.51,5.46,0.05,0.92%,clickacompany
67,CHP,2024-06-24T17:06:08+02:00,R0.75,0.75,,,clickacompany
68,CKS,2024-06-24T17:06:08+02:00,R29.00,29.00,,,clickacompany
69,CLH,2024-06-24T17:00:29+02:00,R4.43,4.42,0.01,0.23%,clickacompany
70,CLI,2024-06-24T17:00:06+02:00,R10.75,10.75,,,clickacompany
71,CLS,2024-06-24T17:00:35+02:00,R338.65,340.78,-2.13,-0.63%,clickacompany
72,CMH,2024-06-24T17:00:42+02:00,R28.61,29.26,-0.65,-2.22%,clickacompany
73,CML,2024-06-24T16:49:59+02:00,R36.58,35.99,0.59,1.64%,clickacompany
74,CMO,2024-06-24T17:06:08+02:00,R0.06,0.06,,,clickacompany
75,CND,2024-06-24T17:06:08+02:00,R0.04,0.04,,,clickacompany
76,COH,2024-06-24T17:00:57+02:00,R11.24,11.49,-0.25,-2.18%,clickacompany
77,CPP,2024-06-24T17:00:01+02:00,R9.00,8.52,0.48,5.63%,clickacompany
78,CPR,2024-06-24T17:00:56+02:00,R4.60,4.72,-0.12,-2.54%,clickacompany
79,CPI,2024-06-24T17:04:00+02:00,"R2,569.00","2,599.96",-30.96,-1.19%,clickacompany
80,CPIP,2024-06-24T15:43:09+02:00,R100.00,100.00,,,clickacompany
81,CRP,2024-06-24T14:59:27+02:00,R13.79,14.54,-0.75,-5.16%,clickacompany
82,CSB,2024-06-24T17:00:17+02:00,R150.32,149.00,1.32,0.89%,clickacompany
83,DCP,2024-06-24T17:00:00+02:00,R33.72,34.37,-0.65,-1.89%,clickacompany
84,DKR,2024-06-24T17:06:08+02:00,R156.00,156.00,,,clickacompany
85,DIB,2024-06-24T17:00:35+02:00,R4.15,4.23,-0.08,-1.89%,clickacompany
86,DLT,2024-06-24T17:06:08+02:00,R0.24,0.24,,,clickacompany
87,DNB,2024-06-24T17:06:08+02:00,R2.30,2.30,,,clickacompany
88,DRA,2024-06-24T13:20:43+02:00,R20.99,20.99,,,clickacompany
89,DRD,2024-06-24T17:00:10+02:00,R16.06,16.20,-0.14,-0.86%,clickacompany
90,DSBP,2024-06-24T13:01:19+02:00,R98.47,94.20,4.27,4.53%,clickacompany
91,DSY,2024-06-24T17:00:03+02:00,R134.54,135.50,-0.96,-0.71%,clickacompany
92,DTC,2024-06-24T17:00:18+02:00,R37.68,37.85,-0.17,-0.45%,clickacompany
93,EEL,2024-06-24T17:06:08+02:00,R0.12,0.12,,,clickacompany
94,ELI,2024-06-24T17:06:08+02:00,R0.01,0.01,,,clickacompany
95,EMH,2024-06-24T17:06:08+02:00,R3.22,3.22,,,clickacompany
96,EMI,2024-06-24T17:00:46+02:00,R11.15,10.91,0.24,2.20%,clickacompany
97,EMN,2024-06-24T17:06:08+02:00,R3.40,3.40,,,clickacompany
98,ENX,2024-06-24T17:00:43+02:00,R9.49,9.50,-0.01,-0.11%,clickacompany
99,EOH,2024-06-24T17:00:10+02:00,R1.61,1.56,0.05,3.21%,clickacompany
100,EPE,2024-06-24T16:47:08+02:00,R4.25,4.20,0.05,1.19%,clickacompany
101,EPS,2024-06-24T10:50:01+02:00,R1.89,1.89,,,clickacompany
102,EQU,2024-06-24T17:00:30+02:00,R13.03,13.03,,,clickacompany
103,EUZ,2024-06-24T17:06:08+02:00,R0.29,0.29,,,clickacompany
104,EXP,2024-06-24T17:06:08+02:00,R11.50,11.50,,,clickacompany
105,EXX,2024-06-24T17:00:04+02:00,R176.04,175.78,0.26,0.15%,clickacompany
106,FTA,2024-06-24T17:06:08+02:00,R14.80,14.80,,,clickacompany
107,FTB,2024-06-24T17:00:30+02:00,R3.84,3.85,-0.01,-0.26%,clickacompany
108,FBR,2024-06-24T17:06:11+02:00,R52.00,52.62,-0.62,-1.18%,clickacompany
109,FFB,2024-06-24T17:00:09+02:00,R16.35,16.54,-0.19,-1.15%,clickacompany
110,FGL,2024-06-24T16:31:24+02:00,R0.62,0.62,,,clickacompany
111,FTH,2024-06-24T09:33:30+02:00,R6.70,6.87,-0.17,-2.47%,clickacompany
112,FSR,2024-06-24T17:09:35+02:00,R74.65,76.77,-2.12,-2.76%,clickacompany
113,GML,2024-06-24T15:08:00+02:00,R2.94,2.95,-0.01,-0.34%,clickacompany
114,GFI,2024-06-24T17:00:38+02:00,R272.29,264.06,8.23,3.12%,clickacompany
115,GLN,2024-06-24T17:02:04+02:00,R106.10,103.66,2.44,2.35%,clickacompany
116,GND,2024-06-24T17:05:21+02:00,R14.59,14.85,-0.26,-1.75%,clickacompany
117,GNDP,2024-06-24T13:51:01+02:00,R88.35,89.50,-1.15,-1.28%,clickacompany
118,GPL,2024-06-24T17:00:54+02:00,R3.44,3.30,0.14,4.24%,clickacompany
119,GSH,2024-06-24T17:00:45+02:00,R235.00,246.50,-11.50,-4.67%,clickacompany
120,GRT,2024-06-24T17:00:41+02:00,R12.27,12.14,0.13,1.07%,clickacompany
121,GTC,2024-06-24T17:06:08+02:00,R40.00,40.00,,,clickacompany
122,HAR,2024-06-24T17:03:01+02:00,R166.52,163.15,3.37,2.07%,clickacompany
123,HCI,2024-06-24T17:00:38+02:00,R173.15,173.29,-0.14,-0.08%,clickacompany
124,HDC,2024-06-24T17:00:46+02:00,R176.43,177.99,-1.56,-0.88%,clickacompany
125,HET,2024-06-24T17:06:08+02:00,R15.00,15.00,,,clickacompany
126,HIL,2024-06-24T17:06:08+02:00,R25.00,25.00,,,clickacompany
127,HLM,2024-06-24T16:33:58+02:00,R4.00,3.99,0.01,0.25%,clickacompany
128,HMN,2024-06-24T17:00:14+02:00,R6.60,6.55,0.05,0.76%,clickacompany
129,HUG,2024-06-24T17:06:08+02:00,R2.20,2.20,,,clickacompany
130,HYP,2024-06-24T17:00:23+02:00,R30.42,30.61,-0.19,-0.62%,clickacompany
131,IBX,2024-06-24T17:06:08+02:00,R97.34,97.34,,,clickacompany
132,IMP,2024-06-24T17:00:31+02:00,R94.40,91.74,2.66,2.90%,clickacompany
133,INL,2024-06-24T17:00:21+02:00,R131.95,131.68,0.27,0.21%,clickacompany
134,INP,2024-06-24T17:00:39+02:00,R132.18,131.21,0.97,0.74%,clickacompany
135,INPP,2024-06-24T17:06:08+02:00,R122.00,122.00,,,clickacompany
136,INPPR,2024-06-24T17:06:08+02:00,R86.00,86.00,,,clickacompany
137,INPR,2024-06-24T12:28:53+02:00,R85.00,84.99,0.01,0.01%,clickacompany
138,IVT,2024-06-24T17:00:08+02:00,R27.60,28.00,-0.40,-1.43%,clickacompany
139,IVTP,2024-06-24T12:03:22+02:00,R110.30,112.01,-1.71,-1.53%,clickacompany
140,ISA,2024-06-24T14:15:47+02:00,R1.99,1.96,0.03,1.53%,clickacompany
141,ISB,2024-06-24T17:00:09+02:00,R0.80,0.80,,,clickacompany
142,ITE,2024-06-24T17:03:10+02:00,R11.08,11.54,-0.46,-3.99%,clickacompany
143,JBL,2024-06-24T17:00:12+02:00,R1.64,1.61,0.03,1.86%,clickacompany
144,JSE,2024-06-24T17:00:45+02:00,R108.20,108.29,-0.09,-0.08%,clickacompany
145,KAL,2024-06-24T16:48:22+02:00,R46.91,46.90,0.01,0.02%,clickacompany
146,KAP,2024-06-24T17:06:29+02:00,R2.95,3.10,-0.15,-4.84%,clickacompany
147,KRO,2024-06-24T17:00:59+02:00,R634.12,597.83,36.29,6.07%,clickacompany
148,KBO,2024-06-24T17:06:08+02:00,R0.01,0.01,,,clickacompany
149,KIO,2024-06-24T16:49:49+02:00,R457.85,459.84,-1.99,-0.43%,clickacompany
150,KP2,2024-06-24T16:42:45+02:00,R0.32,0.41,-0.09,-21.95%,clickacompany
151,KST,2024-06-24T17:00:06+02:00,R16.91,17.07,-0.16,-0.94%,clickacompany
152,LAB,2024-06-24T17:06:08+02:00,R0.07,0.07,,,clickacompany
153,LSK,2024-06-24T17:00:04+02:00,R84.01,84.00,0.01,0.01%,clickacompany
154,LEW,2024-06-24T16:18:58+02:00,R58.00,59.50,-1.50,-2.52%,clickacompany
155,LHC,2024-06-24T17:00:43+02:00,R12.70,12.94,-0.24,-1.85%,clickacompany
156,LBR,2024-06-24T16:48:40+02:00,R3.79,3.85,-0.06,-1.56%,clickacompany
157,LTE,2024-06-24T17:05:01+02:00,R8.00,8.19,-0.19,-2.32%,clickacompany
158,LNF,2024-06-24T17:06:08+02:00,R12.00,12.00,,,clickacompany
159,MHB,2024-06-24T12:58:42+02:00,R4.80,4.85,-0.05,-1.03%,clickacompany
160,MTU,2024-06-24T15:32:53+02:00,R1.35,1.21,0.14,11.57%,clickacompany
161,MCZ,2024-06-24T17:06:08+02:00,R1.92,1.92,,,clickacompany
162,MDI,2024-06-24T15:00:42+02:00,R11.56,12.38,-0.82,-6.62%,clickacompany
163,MFL,2024-06-24T16:02:10+02:00,R2.65,2.64,0.01,0.38%,clickacompany
164,MMP,2024-06-24T17:06:08+02:00,R30.00,30.00,,,clickacompany
165,MNP,2024-06-24T17:02:43+02:00,R345.12,342.53,2.59,0.76%,clickacompany
166,MTM,2024-06-24T17:00:35+02:00,R23.05,23.20,-0.15,-0.65%,clickacompany
167,MKR,2024-06-24T17:10:19+02:00,R100.01,98.00,2.01,2.05%,clickacompany
168,MTH,2024-06-24T17:00:41+02:00,R93.37,94.70,-1.33,-1.40%,clickacompany
169,MPT,2024-06-24T16:26:45+02:00,R26.51,26.56,-0.05,-0.19%,clickacompany
170,MRF,2024-06-24T17:00:11+02:00,R1.50,1.45,0.05,3.45%,clickacompany
171,MRP,2024-06-24T17:02:53+02:00,R203.69,210.42,-6.73,-3.20%,clickacompany
172,MSP,2024-06-24T17:04:44+02:00,R16.35,16.70,-0.35,-2.10%,clickacompany
173,MST,2024-06-24T16:38:43+02:00,R9.50,9.79,-0.29,-2.96%,clickacompany
174,MTA,2024-06-24T17:03:02+02:00,R11.46,11.46,,,clickacompany
175,MTNZF,2024-06-24T16:41:00+02:00,R14.11,14.11,,,clickacompany
176,MTN,2024-06-24T17:02:26+02:00,R85.28,85.12,0.16,0.19%,clickacompany
177,MCG,2024-06-24T17:02:35+02:00,R104.00,104.13,-0.13,-0.12%,clickacompany
178,MUR,2024-06-24T17:00:23+02:00,R2.15,2.14,0.01,0.47%,clickacompany
179,NCS,2024-06-24T17:06:08+02:00,R0.83,0.83,,,clickacompany
180,NED,2024-06-24T17:00:35+02:00,R261.00,265.97,-4.97,-1.87%,clickacompany
181,NY1,2024-06-24T17:00:18+02:00,R38.74,38.63,0.11,0.28%,clickacompany
182,N91,2024-06-24T17:00:12+02:00,R39.25,39.82,-0.57,-1.43%,clickacompany
183,NPH,2024-06-24T17:06:07+02:00,R129.85,122.74,7.11,5.79%,clickacompany
184,NPK,2024-06-24T17:00:47+02:00,R247.00,235.00,12.00,5.11%,clickacompany
185,NPKP,2024-06-24T17:06:08+02:00,R0.70,0.70,,,clickacompany
186,NPN,2024-06-24T17:09:40+02:00,"R3,684.48","3,589.13",95.35,2.66%,clickacompany
187,NPP1,2024-06-24T17:06:08+02:00,R1.31,1.31,,,clickacompany
188,NRL,2024-06-24T17:06:08+02:00,R4.80,4.80,,,clickacompany
189,NRP,2024-06-24T17:00:21+02:00,R132.09,131.00,1.09,0.83%,clickacompany
190,NTC,2024-06-24T17:02:16+02:00,R12.78,13.20,-0.42,-3.18%,clickacompany
191,NTCP,2024-06-24T10:39:00+02:00,R79.77,79.82,-0.05,-0.06%,clickacompany
192,XII,2024-06-24T17:06:08+02:00,R0.01,0.01,,,clickacompany
193,NVS,2024-06-24T16:37:05+02:00,R5.70,5.76,-0.06,-1.04%,clickacompany
194,NWL,2024-06-24T17:06:08+02:00,R28.99,28.99,,,clickacompany
195,OAO,2024-06-24T17:06:08+02:00,R0.20,0.20,,,clickacompany
196,OAS,2024-06-24T16:22:35+02:00,R19.50,19.50,,,clickacompany
197,OCE,2024-06-24T17:00:53+02:00,R74.80,74.60,0.20,0.27%,clickacompany
198,OCT,2024-06-24T13:04:17+02:00,R9.95,9.80,0.15,1.53%,clickacompany
199,OMU,2024-06-24T17:00:20+02:00,R12.19,12.10,0.09,0.74%,clickacompany
200,OMN,2024-06-24T17:00:04+02:00,R61.49,62.68,-1.19,-1.90%,clickacompany
201,ORN,2024-06-24T17:00:30+02:00,R0.22,0.21,0.01,4.76%,clickacompany
202,OUT,2024-06-24T17:00:44+02:00,R45.89,45.47,0.42,0.92%,clickacompany
203,PAN,2024-06-24T17:00:48+02:00,R6.28,6.24,0.04,0.64%,clickacompany
204,PBG,2024-06-24T16:45:40+02:00,R6.40,6.40,,,clickacompany
205,PPH,2024-06-24T17:09:58+02:00,R19.50,20.03,-0.53,-2.65%,clickacompany
206,PIK,2024-06-24T17:00:19+02:00,R25.81,26.51,-0.70,-2.64%,clickacompany
207,PMV,2024-06-24T17:06:08+02:00,R1.41,1.41,,,clickacompany
208,PWR,2024-06-24T17:06:08+02:00,R77.00,77.00,,,clickacompany
209,PPC,2024-06-24T17:07:30+02:00,R3.69,3.70,-0.01,-0.27%,clickacompany
210,PPE,2024-06-24T16:11:11+02:00,R0.78,0.79,-0.01,-1.27%,clickacompany
211,PPR,2024-06-24T17:06:08+02:00,R3.10,3.10,,,clickacompany
212,PMR,2024-06-24T17:00:47+02:00,R70.50,71.00,-0.50,-0.70%,clickacompany
213,PHP,2024-06-24T11:11:07+02:00,R21.06,20.80,0.26,1.25%,clickacompany
214,PRX,2024-06-24T17:03:44+02:00,R670.01,652.38,17.63,2.70%,clickacompany
215,PSV,2024-06-24T17:06:08+02:00,R0.08,0.08,,,clickacompany
216,QFH,2024-06-24T16:09:50+02:00,R15.06,14.91,0.15,1.01%,clickacompany
217,QLT,2024-06-24T17:00:12+02:00,R28.07,27.88,0.19,0.68%,clickacompany
218,RACP,2024-06-24T17:06:08+02:00,R8.00,8.00,,,clickacompany
219,RBX,2024-06-24T17:02:22+02:00,R39.18,39.60,-0.42,-1.06%,clickacompany
220,RCL,2024-06-24T17:00:38+02:00,R12.70,12.25,0.45,3.67%,clickacompany
221,RDF,2024-06-24T17:00:48+02:00,R4.15,4.02,0.13,3.23%,clickacompany
222,REA,2024-06-24T17:06:08+02:00,R0.96,0.96,,,clickacompany
223,REB,2024-06-24T17:06:08+02:00,R0.16,0.16,,,clickacompany
224,RNI,2024-06-24T17:03:20+02:00,R476.12,460.00,16.12,3.50%,clickacompany
225,REM,2024-06-24T17:02:16+02:00,R141.36,141.26,0.10,0.07%,clickacompany
226,REN,2024-06-24T17:00:32+02:00,R10.10,10.00,0.10,1.00%,clickacompany
227,RES,2024-06-24T17:03:02+02:00,R47.45,47.70,-0.25,-0.52%,clickacompany
228,RFG,2024-06-24T17:00:43+02:00,R15.67,15.70,-0.03,-0.19%,clickacompany
229,RHB,2024-06-24T17:06:08+02:00,R3.00,3.00,,,clickacompany
230,RLO,2024-06-24T17:00:23+02:00,R69.31,70.07,-0.76,-1.08%,clickacompany
231,RMH,2024-06-24T17:09:34+02:00,R0.41,0.42,-0.01,-2.38%,clickacompany
232,RNG,2024-06-24T17:06:08+02:00,R0.60,0.60,,,clickacompany
233,RTN,2024-06-24T17:06:08+02:00,R11.01,11.01,,,clickacompany
234,RTOP,2024-06-24T17:06:08+02:00,R1.11,1.11,,,clickacompany
235,RTO,2024-06-24T17:06:08+02:00,R11.50,11.50,,,clickacompany
236,S32,2024-06-24T17:00:05+02:00,R44.91,44.34,0.57,1.29%,clickacompany
237,SZK,2024-06-24T12:26:25+02:00,R38.00,37.00,1.00,2.70%,clickacompany
238,SXM,2024-06-24T17:06:08+02:00,R1.00,1.00,,,clickacompany
239,SBP,2024-06-24T17:00:23+02:00,R68.50,68.26,0.24,0.35%,clickacompany
240,SAC,2024-06-24T17:06:45+02:00,R2.67,2.60,0.07,2.69%,clickacompany
241,SLG,2024-06-24T17:06:08+02:00,R0.50,0.50,,,clickacompany
242,SAP,2024-06-24T17:00:26+02:00,R48.09,49.00,-0.91,-1.86%,clickacompany
243,SAR,2024-06-24T17:06:08+02:00,R5.60,5.60,,,clickacompany
244,SBKP,2024-06-24T17:06:08+02:00,R0.66,0.66,,,clickacompany
245,SBK,2024-06-24T17:02:56+02:00,R212.00,212.19,-0.19,-0.09%,clickacompany
246,SBPP,2024-06-24T16:09:34+02:00,R84.71,84.80,-0.09,-0.11%,clickacompany
247,SCD,2024-06-24T15:09:26+02:00,R15.50,15.50,,,clickacompany
248,SEA,2024-06-24T17:00:29+02:00,R8.79,8.65,0.14,1.62%,clickacompany
249,SEB,2024-06-24T14:44:06+02:00,R1.29,1.16,0.13,11.21%,clickacompany
250,SEP,2024-06-24T16:05:46+02:00,R1.35,1.37,-0.02,-1.46%,clickacompany
251,SFN,2024-06-24T17:06:08+02:00,R17.50,17.50,,,clickacompany
252,SHC,2024-06-24T17:05:38+02:00,R32.48,31.75,0.73,2.30%,clickacompany
253,SHG,2024-06-24T16:19:23+02:00,R7.73,7.86,-0.13,-1.65%,clickacompany
254,SHP,2024-06-24T17:08:15+02:00,R279.41,293.00,-13.59,-4.64%,clickacompany
255,SSW,2024-06-24T17:00:30+02:00,R21.15,20.79,0.36,1.73%,clickacompany
256,SLM,2024-06-24T17:05:02+02:00,R79.64,81.20,-1.56,-1.92%,clickacompany
257,SNT,2024-06-24T17:00:21+02:00,R316.35,315.05,1.30,0.41%,clickacompany
258,SNV,2024-06-24T16:01:44+02:00,R7.81,7.98,-0.17,-2.13%,clickacompany
259,SOH,2024-06-24T13:46:11+02:00,R1.59,1.59,,,clickacompany
260,SOLBE1,2024-06-24T14:28:20+02:00,R117.10,117.35,-0.25,-0.21%,clickacompany
261,SOL,2024-06-24T17:10:10+02:00,R138.50,135.31,3.19,2.36%,clickacompany
262,SDL,2024-06-24T16:31:21+02:00,R4.49,3.75,0.74,19.73%,clickacompany
263,SSU,2024-06-24T17:02:26+02:00,R5.36,5.30,0.06,1.13%,clickacompany
264,SPG,2024-06-24T17:00:20+02:00,R28.53,28.87,-0.34,-1.18%,clickacompany
265,SPP,2024-06-24T17:00:08+02:00,R115.40,115.96,-0.56,-0.48%,clickacompany
266,SRE,2024-06-24T17:00:34+02:00,R22.15,21.63,0.52,2.40%,clickacompany
267,SSK,2024-06-24T17:00:53+02:00,R1.49,1.46,0.03,2.05%,clickacompany
268,SSS,2024-06-24T17:00:28+02:00,R14.05,13.71,0.34,2.48%,clickacompany
269,SDO,2024-06-24T16:03:38+02:00,R4.94,4.99,-0.05,-1.00%,clickacompany
270,SUI,2024-06-24T17:00:39+02:00,R36.80,36.80,,,clickacompany
271,SUR,2024-06-24T16:40:54+02:00,R32.70,32.80,-0.10,-0.30%,clickacompany
272,SYG,2024-06-24T17:00:54+02:00,R21.60,20.42,1.18,5.78%,clickacompany
273,TBS,2024-06-24T17:00:11+02:00,R209.60,214.13,-4.53,-2.12%,clickacompany
274,TCP,2024-06-24T17:03:56+02:00,R2.91,2.96,-0.05,-1.69%,clickacompany
275,TEX,2024-06-24T17:06:08+02:00,R3.25,3.25,,,clickacompany
276,TFGP,2024-06-24T17:06:08+02:00,R1.01,1.01,,,clickacompany
277,TFG,2024-06-24T17:02:43+02:00,R125.37,130.74,-5.37,-4.11%,clickacompany
278,THA,2024-06-24T17:00:02+02:00,R18.85,18.75,0.10,0.53%,clickacompany
279,TGA,2024-06-24T17:06:59+02:00,R112.42,111.55,0.87,0.78%,clickacompany
280,TKG,2024-06-24T17:02:29+02:00,R23.99,24.39,-0.40,-1.64%,clickacompany
281,TLM,2024-06-24T17:06:08+02:00,R1.20,1.20,,,clickacompany
282,TMT,2024-06-24T14:41:13+02:00,R2.00,2.10,-0.10,-4.76%,clickacompany
283,TON,2024-06-24T17:06:08+02:00,R4.04,4.04,,,clickacompany
284,TPC,2024-06-24T17:06:08+02:00,R31.00,31.00,,,clickacompany
285,TRE,2024-06-24T17:06:08+02:00,R7.15,7.15,,,clickacompany
286,TRL,2024-06-24T17:06:08+02:00,R2.04,2.04,,,clickacompany
287,TRU,2024-06-24T17:02:23+02:00,R92.64,96.00,-3.36,-3.50%,clickacompany
288,TSG,2024-06-24T17:00:55+02:00,R11.50,11.50,,,clickacompany
289,TTO,2024-06-24T13:37:12+02:00,R0.40,0.40,,,clickacompany
290,UPL,2024-06-24T17:06:08+02:00,R22.00,22.00,,,clickacompany
291,VIS,2024-06-24T14:39:03+02:00,R0.03,0.02,0.01,50.00%,clickacompany
292,VKE,2024-06-24T17:09:50+02:00,R15.77,15.95,-0.18,-1.13%,clickacompany
293,VOD,2024-06-24T17:00:53+02:00,R97.61,95.46,2.15,2.25%,clickacompany
294,VUN,2024-06-24T17:00:26+02:00,R2.00,1.87,0.13,6.95%,clickacompany
295,WBO,2024-06-24T17:00:44+02:00,R161.44,157.00,4.44,2.83%,clickacompany
296,WBC,2024-06-24T17:00:23+02:00,R26.87,27.42,-0.55,-2.01%,clickacompany
297,WEZ,2024-06-24T15:14:16+02:00,R0.52,0.50,0.02,4.00%,clickacompany
298,WHL,2024-06-24T17:02:05+02:00,R60.52,60.62,-0.10,-0.16%,clickacompany
299,WKF,2024-06-24T17:06:08+02:00,R1.40,1.40,,,clickacompany
300,YRK,2024-06-24T17:06:08+02:00,R1.72,1.72,,,clickacompany
301,YYLBEE,2024-06-24T13:59:30+02:00,R20.00,20.50,-0.50,-2.44%,clickacompany
302,ZZD,2024-06-24T17:00:38+02:00,R12.05,11.80,0.25,2.12%,clickacompany
303,ZED,2024-06-24T17:00:51+02:00,R1.80,1.85,-0.05,-2.70%,clickacompany
