,id,dt,i,c,m,p,t
105,EXX,2024-06-12T17:00:16+02:00,R171.90,170.10,1.80,1.06%,clickacompany
106,FTA,2024-06-12T17:06:32+02:00,R15.00,15.00,,,clickacompany
107,FTB,2024-06-12T17:00:33+02:00,R3.91,4.18,-0.27,-6.46%,clickacompany
108,FBR,2024-06-12T17:00:44+02:00,R49.81,49.50,0.31,0.63%,clickacompany
109,FFB,2024-06-12T17:00:44+02:00,R15.95,15.90,0.05,0.31%,clickacompany
110,FGL,2024-06-12T17:00:35+02:00,R0.51,0.51,,,clickacompany
111,FTH,2024-06-12T15:54:37+02:00,R6.55,6.61,-0.06,-0.91%,clickacompany
112,FSR,2024-06-12T17:00:40+02:00,R66.97,64.48,2.49,3.86%,clickacompany
113,GML,2024-06-12T16:20:31+02:00,R2.80,2.88,-0.08,-2.78%,clickacompany
114,GFI,2024-06-12T17:02:31+02:00,R291.35,285.03,6.32,2.22%,clickacompany
115,GLN,2024-06-12T17:05:25+02:00,R110.30,109.76,0.54,0.49%,clickacompany
116,GND,2024-06-12T17:00:27+02:00,R13.43,13.18,0.25,1.90%,clickacompany
117,GNDP,2024-06-12T17:00:03+02:00,R88.00,86.50,1.50,1.73%,clickacompany
118,GPL,2024-06-12T17:00:07+02:00,R3.60,3.50,0.10,2.86%,clickacompany
119,GSH,2024-06-12T14:59:40+02:00,R251.95,252.90,-0.95,-0.38%,clickacompany
120,GRT,2024-06-12T17:00:16+02:00,R11.42,11.20,0.22,1.96%,clickacompany
121,GTC,2024-06-12T17:06:32+02:00,R40.00,40.00,,,clickacompany
122,HAR,2024-06-12T17:02:43+02:00,R156.88,152.63,4.25,2.78%,clickacompany
123,HCI,2024-06-12T17:00:15+02:00,R159.85,159.92,-0.07,-0.04%,clickacompany
124,HDC,2024-06-12T17:00:57+02:00,R168.00,167.87,0.13,0.08%,clickacompany
125,HET,2024-06-12T17:06:32+02:00,R14.00,14.00,,,clickacompany
126,HIL,2024-06-12T17:06:32+02:00,R25.00,25.00,,,clickacompany
127,HLM,2024-06-12T17:00:17+02:00,R3.56,3.73,-0.17,-4.56%,clickacompany
128,HMN,2024-06-12T17:00:58+02:00,R6.80,6.63,0.17,2.56%,clickacompany
129,HUG,2024-06-12T17:06:32+02:00,R2.24,2.24,,,clickacompany
130,HYP,2024-06-12T17:03:25+02:00,R28.90,28.31,0.59,2.08%,clickacompany
131,IBX,2024-06-12T17:06:32+02:00,R97.30,97.30,,,clickacompany
132,IMP,2024-06-12T17:05:36+02:00,R87.64,84.35,3.29,3.90%,clickacompany
133,INL,2024-06-12T17:00:39+02:00,R128.47,124.75,3.72,2.98%,clickacompany
134,INP,2024-06-12T17:06:06+02:00,R128.00,125.72,2.28,1.81%,clickacompany
135,INPP,2024-06-12T17:06:32+02:00,R122.00,122.00,,,clickacompany
136,INPPR,2024-06-12T10:01:18+02:00,R83.70,88.00,-4.30,-4.89%,clickacompany
137,INPR,2024-06-12T16:10:03+02:00,R84.00,86.99,-2.99,-3.44%,clickacompany
138,IVT,2024-06-12T17:00:40+02:00,R26.00,26.00,,,clickacompany
139,IVTP,2024-06-12T17:06:32+02:00,R99.75,99.75,,,clickacompany
140,ISA,2024-06-12T15:57:44+02:00,R1.97,1.98,-0.01,-0.51%,clickacompany
141,ISB,2024-06-12T17:06:32+02:00,R0.73,0.73,,,clickacompany
142,ITE,2024-06-12T17:00:04+02:00,R9.64,9.51,0.13,1.37%,clickacompany
143,JBL,2024-06-12T17:00:27+02:00,R1.85,1.85,,,clickacompany
144,JSE,2024-06-12T17:00:30+02:00,R95.03,95.50,-0.47,-0.49%,clickacompany
145,KAL,2024-06-12T17:00:00+02:00,R45.00,46.00,-1.00,-2.17%,clickacompany
146,KAP,2024-06-12T17:05:03+02:00,R2.48,2.42,0.06,2.48%,clickacompany
147,KRO,2024-06-12T17:00:33+02:00,R590.01,570.19,19.82,3.48%,clickacompany
148,KBO,2024-06-12T17:06:32+02:00,R0.01,0.01,,,clickacompany
149,KIO,2024-06-12T17:00:51+02:00,R436.68,439.44,-2.76,-0.63%,clickacompany
150,KP2,2024-06-12T17:00:56+02:00,R0.51,0.51,,,clickacompany
151,KST,2024-06-12T17:00:01+02:00,R16.71,16.33,0.38,2.33%,clickacompany
152,LAB,2024-06-12T17:06:32+02:00,R0.07,0.07,,,clickacompany
153,LSK,2024-06-12T17:06:32+02:00,R89.36,89.36,,,clickacompany
154,LEW,2024-06-12T17:09:10+02:00,R50.75,50.75,,,clickacompany
155,LHC,2024-06-12T17:00:45+02:00,R11.76,11.50,0.26,2.26%,clickacompany
156,LBR,2024-06-12T15:54:17+02:00,R3.55,3.53,0.02,0.57%,clickacompany
157,LTE,2024-06-12T17:00:37+02:00,R7.78,7.76,0.02,0.26%,clickacompany
158,LNF,2024-06-12T17:06:32+02:00,R12.00,12.00,,,clickacompany
159,MHB,2024-06-12T17:06:32+02:00,R4.60,4.60,,,clickacompany
160,MTU,2024-06-12T17:00:40+02:00,R1.40,1.69,-0.29,-17.16%,clickacompany
161,MCZ,2024-06-12T17:06:32+02:00,R1.90,1.90,,,clickacompany
162,MDI,2024-06-12T16:41:23+02:00,R12.00,12.00,,,clickacompany
163,MFL,2024-06-12T17:06:32+02:00,R2.55,2.55,,,clickacompany
164,MMP,2024-06-12T17:06:32+02:00,R29.15,29.15,,,clickacompany
165,MNP,2024-06-12T17:02:33+02:00,R348.42,349.50,-1.08,-0.31%,clickacompany
166,MTM,2024-06-12T17:00:55+02:00,R21.78,21.39,0.39,1.82%,clickacompany
167,MKR,2024-06-12T17:06:31+02:00,R109.00,102.50,6.50,6.34%,clickacompany
168,MTH,2024-06-12T17:03:13+02:00,R86.32,84.77,1.55,1.83%,clickacompany
169,MPT,2024-06-12T17:00:49+02:00,R25.01,25.70,-0.69,-2.68%,clickacompany
170,MRF,2024-06-12T13:48:29+02:00,R1.32,1.30,0.02,1.54%,clickacompany
171,MRP,2024-06-12T17:00:39+02:00,R184.21,182.94,1.27,0.69%,clickacompany
172,MSP,2024-06-12T17:05:14+02:00,R17.31,17.23,0.08,0.46%,clickacompany
173,MST,2024-06-12T16:33:09+02:00,R9.20,9.20,,,clickacompany
174,MTA,2024-06-12T17:00:24+02:00,R10.94,10.95,-0.01,-0.09%,clickacompany
175,MTNZF,2024-06-12T15:52:57+02:00,R14.15,14.11,0.04,0.28%,clickacompany
176,MTN,2024-06-12T17:07:22+02:00,R81.10,79.78,1.32,1.65%,clickacompany
177,MCG,2024-06-12T17:00:41+02:00,R109.20,109.47,-0.27,-0.25%,clickacompany
178,MUR,2024-06-12T17:00:31+02:00,R2.06,1.91,0.15,7.85%,clickacompany
179,NCS,2024-06-12T10:57:29+02:00,R0.82,0.82,,,clickacompany
180,NED,2024-06-12T17:04:36+02:00,R229.00,225.90,3.10,1.37%,clickacompany
181,NY1,2024-06-12T17:00:03+02:00,R38.05,37.00,1.05,2.84%,clickacompany
182,N91,2024-06-12T17:06:07+02:00,R38.82,37.54,1.28,3.41%,clickacompany
183,NPH,2024-06-12T17:00:50+02:00,R110.89,107.74,3.15,2.92%,clickacompany
184,NPK,2024-06-12T16:03:53+02:00,R180.00,181.00,-1.00,-0.55%,clickacompany
185,NPKP,2024-06-12T17:06:32+02:00,R0.70,0.70,,,clickacompany
186,NPN,2024-06-12T17:03:28+02:00,"R3,903.28","3,820.91",82.37,2.16%,clickacompany
187,NPP1,2024-06-12T17:06:32+02:00,R1.31,1.31,,,clickacompany
188,NRL,2024-06-12T17:06:32+02:00,R4.80,4.80,,,clickacompany
189,NRP,2024-06-12T17:00:26+02:00,R134.21,133.39,0.82,0.61%,clickacompany
190,NTC,2024-06-12T17:00:47+02:00,R12.07,11.78,0.29,2.46%,clickacompany
191,NTCP,2024-06-12T16:05:11+02:00,R75.02,79.60,-4.58,-5.75%,clickacompany
192,XII,2024-06-12T14:17:46+02:00,R0.01,0.01,,,clickacompany
193,NVS,2024-06-12T14:58:31+02:00,R5.61,5.82,-0.21,-3.61%,clickacompany
194,NWL,2024-06-12T17:06:32+02:00,R27.60,27.60,,,clickacompany
195,OAO,2024-06-12T17:06:32+02:00,R0.09,0.09,,,clickacompany
196,OAS,2024-06-12T16:31:33+02:00,R19.50,19.50,,,clickacompany
197,OCE,2024-06-12T17:00:33+02:00,R75.40,75.48,-0.08,-0.11%,clickacompany
198,OCT,2024-06-12T17:00:13+02:00,R9.15,9.11,0.04,0.44%,clickacompany
199,OMU,2024-06-12T17:00:47+02:00,R10.38,10.45,-0.07,-0.67%,clickacompany
200,OMN,2024-06-12T17:00:09+02:00,R58.74,58.28,0.46,0.79%,clickacompany
201,ORN,2024-06-12T17:00:12+02:00,R0.21,0.22,-0.01,-4.55%,clickacompany
202,OUT,2024-06-12T17:00:51+02:00,R41.61,41.55,0.06,0.14%,clickacompany
203,PAN,2024-06-12T17:00:14+02:00,R5.86,5.68,0.18,3.17%,clickacompany
204,PBG,2024-06-12T12:37:01+02:00,R6.63,6.63,,,clickacompany
205,PPH,2024-06-12T17:00:58+02:00,R17.62,17.35,0.27,1.56%,clickacompany
206,PIK,2024-06-12T17:00:16+02:00,R24.61,24.76,-0.15,-0.61%,clickacompany
207,PMV,2024-06-12T17:06:32+02:00,R1.40,1.40,,,clickacompany
208,PWR,2024-06-12T16:38:46+02:00,R85.00,84.00,1.00,1.19%,clickacompany
209,PPC,2024-06-12T17:03:59+02:00,R3.07,3.29,-0.22,-6.69%,clickacompany
210,PPE,2024-06-12T16:48:27+02:00,R0.75,0.76,-0.01,-1.32%,clickacompany
211,PPR,2024-06-12T17:06:32+02:00,R3.20,3.20,,,clickacompany
212,PMR,2024-06-12T17:00:47+02:00,R65.00,63.50,1.50,2.36%,clickacompany
213,PHP,2024-06-12T11:29:17+02:00,R21.70,21.70,,,clickacompany
214,PRX,2024-06-12T17:09:05+02:00,R693.17,678.99,14.18,2.09%,clickacompany
215,PSV,2024-06-12T17:06:32+02:00,R0.08,0.08,,,clickacompany
216,QFH,2024-06-12T17:06:32+02:00,R16.16,16.16,,,clickacompany
217,QLT,2024-06-12T17:04:51+02:00,R27.98,27.72,0.26,0.94%,clickacompany
218,RACP,2024-06-12T17:06:32+02:00,R7.70,7.70,,,clickacompany
219,RBX,2024-06-12T17:00:04+02:00,R35.55,35.76,-0.21,-0.59%,clickacompany
220,RCL,2024-06-12T17:00:36+02:00,R11.05,11.19,-0.14,-1.25%,clickacompany
221,RDF,2024-06-12T17:00:43+02:00,R3.84,3.77,0.07,1.86%,clickacompany
222,REA,2024-06-12T17:06:32+02:00,R0.96,0.96,,,clickacompany
223,REB,2024-06-12T17:06:32+02:00,R0.16,0.16,,,clickacompany
224,RNI,2024-06-12T17:06:30+02:00,R477.21,481.78,-4.57,-0.95%,clickacompany
225,REM,2024-06-12T17:00:24+02:00,R130.00,127.11,2.89,2.27%,clickacompany
226,REN,2024-06-12T17:00:19+02:00,R10.30,10.28,0.02,0.19%,clickacompany
227,RES,2024-06-12T17:00:46+02:00,R44.51,43.40,1.11,2.56%,clickacompany
228,RFG,2024-06-12T17:00:25+02:00,R13.97,13.94,0.03,0.22%,clickacompany
229,RHB,2024-06-12T17:06:32+02:00,R2.75,2.75,,,clickacompany
230,RLO,2024-06-12T17:00:40+02:00,R66.79,66.50,0.29,0.44%,clickacompany
231,RMH,2024-06-12T16:49:49+02:00,R0.40,0.40,,,clickacompany
232,RNG,2024-06-12T17:05:32+02:00,R0.60,0.88,-0.28,-31.82%,clickacompany
233,RTN,2024-06-12T17:06:32+02:00,R11.48,11.48,,,clickacompany
234,RTOP,2024-06-12T17:06:32+02:00,R1.11,1.11,,,clickacompany
235,RTO,2024-06-12T17:06:32+02:00,R11.50,11.50,,,clickacompany
236,S32,2024-06-12T17:00:13+02:00,R45.59,44.74,0.85,1.90%,clickacompany
237,SZK,2024-06-12T11:04:25+02:00,R38.00,38.00,,,clickacompany
238,SXM,2024-06-12T17:06:32+02:00,R1.00,1.00,,,clickacompany
239,SBP,2024-06-12T16:24:54+02:00,R66.60,66.60,,,clickacompany
240,SAC,2024-06-12T17:06:24+02:00,R2.45,2.44,0.01,0.41%,clickacompany
241,SLG,2024-06-12T17:06:32+02:00,R0.50,0.50,,,clickacompany
242,SAP,2024-06-12T17:09:04+02:00,R49.15,48.57,0.58,1.19%,clickacompany
243,SAR,2024-06-12T17:06:32+02:00,R5.25,5.25,,,clickacompany
244,SBKP,2024-06-12T09:06:05+02:00,R0.66,0.65,0.01,1.54%,clickacompany
245,SBK,2024-06-12T17:09:28+02:00,R184.74,183.23,1.51,0.82%,clickacompany
246,SBPP,2024-06-12T16:30:19+02:00,R84.87,84.20,0.67,0.80%,clickacompany
247,SCD,2024-06-12T17:06:32+02:00,R14.69,14.69,,,clickacompany
248,SEA,2024-06-12T17:00:04+02:00,R8.38,8.56,-0.18,-2.10%,clickacompany
249,SEB,2024-06-12T12:17:12+02:00,R1.47,1.18,0.29,24.58%,clickacompany
250,SEP,2024-06-12T13:43:00+02:00,R1.10,1.08,0.02,1.85%,clickacompany
251,SFN,2024-06-12T17:06:32+02:00,R17.50,17.50,,,clickacompany
252,SHC,2024-06-12T17:02:42+02:00,R33.01,33.30,-0.29,-0.87%,clickacompany
253,SHG,2024-06-12T11:26:53+02:00,R7.78,7.63,0.15,1.97%,clickacompany
254,SHP,2024-06-12T17:00:47+02:00,R249.76,247.52,2.24,0.90%,clickacompany
255,SSW,2024-06-12T17:06:48+02:00,R20.78,20.50,0.28,1.37%,clickacompany
256,SLM,2024-06-12T17:00:49+02:00,R71.65,71.67,-0.02,-0.03%,clickacompany
257,SNT,2024-06-12T17:00:27+02:00,R294.57,296.60,-2.03,-0.68%,clickacompany
258,SNV,2024-06-12T17:06:32+02:00,R7.81,7.81,,,clickacompany
259,SOH,2024-06-12T17:06:32+02:00,R1.59,1.59,,,clickacompany
260,SOLBE1,2024-06-12T17:06:32+02:00,R119.00,119.00,,,clickacompany
261,SOL,2024-06-12T17:07:27+02:00,R120.15,118.99,1.16,0.97%,clickacompany
262,SDL,2024-06-12T17:06:32+02:00,R3.75,3.75,,,clickacompany
263,SSU,2024-06-12T17:00:55+02:00,R5.27,5.36,-0.09,-1.68%,clickacompany
264,SPG,2024-06-12T17:07:55+02:00,R27.69,27.50,0.19,0.69%,clickacompany
265,SPP,2024-06-12T17:09:46+02:00,R110.65,98.99,11.66,11.78%,clickacompany
266,SRE,2024-06-12T17:00:16+02:00,R23.35,23.22,0.13,0.56%,clickacompany
267,SSK,2024-06-12T16:08:39+02:00,R1.25,1.10,0.15,13.64%,clickacompany
268,SSS,2024-06-12T17:00:00+02:00,R13.45,13.40,0.05,0.37%,clickacompany
269,SDO,2024-06-12T17:00:49+02:00,R4.70,4.74,-0.04,-0.84%,clickacompany
270,SUI,2024-06-12T17:00:49+02:00,R36.19,35.40,0.79,2.23%,clickacompany
271,SUR,2024-06-12T15:19:27+02:00,R29.00,29.13,-0.13,-0.45%,clickacompany
272,SYG,2024-06-12T16:10:10+02:00,R20.87,20.50,0.37,1.80%,clickacompany
273,TBS,2024-06-12T17:02:32+02:00,R195.37,193.85,1.52,0.78%,clickacompany
274,TCP,2024-06-12T17:00:59+02:00,R2.68,2.64,0.04,1.52%,clickacompany
275,TEX,2024-06-12T17:06:32+02:00,R3.20,3.20,,,clickacompany
276,TFGP,2024-06-12T17:06:32+02:00,R1.01,1.01,,,clickacompany
277,TFG,2024-06-12T17:00:11+02:00,R110.85,107.95,2.90,2.69%,clickacompany
278,THA,2024-06-12T17:00:41+02:00,R18.70,18.50,0.20,1.08%,clickacompany
279,TGA,2024-06-12T17:00:54+02:00,R122.61,121.22,1.39,1.15%,clickacompany
280,TKG,2024-06-12T17:00:47+02:00,R24.99,23.65,1.34,5.67%,clickacompany
281,TLM,2024-06-12T17:06:32+02:00,R1.20,1.20,,,clickacompany
282,TMT,2024-06-12T17:06:32+02:00,R2.09,2.09,,,clickacompany
283,TON,2024-06-12T17:06:32+02:00,R4.04,4.04,,,clickacompany
284,TPC,2024-06-12T17:06:32+02:00,R31.77,31.77,,,clickacompany
285,TRE,2024-06-12T14:58:19+02:00,R7.22,7.23,-0.01,-0.14%,clickacompany
286,TRL,2024-06-12T17:05:01+02:00,R1.60,1.48,0.12,8.11%,clickacompany
287,TRU,2024-06-12T17:05:13+02:00,R79.71,80.11,-0.40,-0.50%,clickacompany
288,TSG,2024-06-12T17:00:39+02:00,R10.78,10.69,0.09,0.84%,clickacompany
289,TTO,2024-06-12T14:38:54+02:00,R0.40,0.44,-0.04,-9.09%,clickacompany
290,UPL,2024-06-12T17:06:32+02:00,R22.00,22.00,,,clickacompany
291,VIS,2024-06-12T17:06:32+02:00,R0.02,0.02,,,clickacompany
292,VKE,2024-06-12T17:00:16+02:00,R15.11,15.12,-0.01,-0.07%,clickacompany
293,VOD,2024-06-12T17:04:57+02:00,R90.07,90.81,-0.74,-0.81%,clickacompany
294,VUN,2024-06-12T10:26:46+02:00,R1.95,1.95,,,clickacompany
295,WBO,2024-06-12T17:00:14+02:00,R154.03,153.15,0.88,0.57%,clickacompany
296,WBC,2024-06-12T17:00:42+02:00,R25.78,25.24,0.54,2.14%,clickacompany
297,WEZ,2024-06-12T15:11:57+02:00,R0.51,0.50,0.01,2.00%,clickacompany
298,WHL,2024-06-12T17:00:17+02:00,R54.28,54.25,0.03,0.06%,clickacompany
299,WKF,2024-06-12T17:06:32+02:00,R1.40,1.40,,,clickacompany
300,YRK,2024-06-12T17:06:32+02:00,R1.65,1.65,,,clickacompany
301,YYLBEE,2024-06-12T15:42:45+02:00,R21.00,20.50,0.50,2.44%,clickacompany
302,ZZD,2024-06-12T17:00:23+02:00,R11.59,11.43,0.16,1.40%,clickacompany
303,ZED,2024-06-12T17:00:54+02:00,R1.79,1.74,0.05,2.87%,clickacompany
