,id,dt,i,c,m,p,t
33,ARI,2024-06-19T17:00:02+02:00,R221.71,218.53,3.18,1.46%,clickacompany
34,ARL,2024-06-19T17:03:12+02:00,R157.37,159.87,-2.50,-1.56%,clickacompany
35,ART,2024-06-19T16:12:48+02:00,R21.40,21.40,,,clickacompany
36,ASC,2024-06-19T15:36:08+02:00,R0.79,0.78,0.01,1.28%,clickacompany
37,ATT,2024-06-19T17:00:34+02:00,R11.55,11.21,0.34,3.03%,clickacompany
38,AVI,2024-06-19T17:00:50+02:00,R96.50,94.76,1.74,1.84%,clickacompany
39,AYO,2024-06-19T10:46:35+02:00,R0.99,1.00,-0.01,-1.00%,clickacompany
40,BAT,2024-06-19T17:00:33+02:00,R0.90,0.88,0.02,2.27%,clickacompany
41,BAW,2024-06-19T17:00:50+02:00,R88.84,90.31,-1.47,-1.63%,clickacompany
42,BAWP,2024-06-19T17:05:59+02:00,R0.81,0.81,,,clickacompany
43,BCF,2024-06-19T17:05:59+02:00,R10.81,10.81,,,clickacompany
44,BEL,2024-06-19T14:30:02+02:00,R26.76,26.00,0.76,2.92%,clickacompany
45,BHG,2024-06-19T17:08:31+02:00,R509.25,508.89,0.36,0.07%,clickacompany
46,BID,2024-06-19T17:00:57+02:00,R427.50,415.59,11.91,2.87%,clickacompany
47,BIK,2024-06-19T17:05:59+02:00,R0.13,0.13,,,clickacompany
48,BLU,2024-06-19T17:00:35+02:00,R4.10,4.13,-0.03,-0.73%,clickacompany
49,BIHLEB,2024-06-19T17:05:59+02:00,R800.00,800.00,,,clickacompany
50,BRN,2024-06-19T17:05:59+02:00,R4.99,4.99,,,clickacompany
51,BRT,2024-06-19T10:32:21+02:00,R5.20,5.00,0.20,4.00%,clickacompany
52,BSR,2024-06-19T17:05:59+02:00,R0.04,0.04,,,clickacompany
53,BTI,2024-06-19T17:00:09+02:00,R556.81,554.25,2.56,0.46%,clickacompany
54,BKI,2024-06-19T17:05:59+02:00,R0.73,0.73,,,clickacompany
55,BTN,2024-06-19T17:00:01+02:00,R7.37,7.10,0.27,3.80%,clickacompany
56,BVT,2024-06-19T17:03:37+02:00,R287.31,281.15,6.16,2.19%,clickacompany
57,BWN,2024-06-19T17:00:56+02:00,R1.85,1.99,-0.14,-7.04%,clickacompany
58,BYI,2024-06-19T17:00:34+02:00,R128.85,124.85,4.00,3.20%,clickacompany
59,CAA,2024-06-19T17:00:37+02:00,R12.19,12.10,0.09,0.74%,clickacompany
60,CAC,2024-06-19T17:05:59+02:00,R3.60,3.60,,,clickacompany
61,CTA,2024-06-19T17:00:36+02:00,R1.21,1.22,-0.01,-0.82%,clickacompany
62,CVW,2024-06-19T17:05:59+02:00,R8.50,8.50,,,clickacompany
63,CAT,2024-06-19T16:49:59+02:00,R10.27,10.25,0.02,0.20%,clickacompany
64,CATP,2024-06-19T17:05:59+02:00,R95.15,95.15,,,clickacompany
65,CFR,2024-06-19T17:08:06+02:00,"R2,862.09","2,881.53",-19.44,-0.67%,clickacompany
66,CGR,2024-06-19T17:00:22+02:00,R5.68,5.72,-0.04,-0.70%,clickacompany
67,CHP,2024-06-19T15:36:34+02:00,R0.57,0.60,-0.03,-5.00%,clickacompany
68,CKS,2024-06-19T12:41:57+02:00,R29.00,29.00,,,clickacompany
69,CLH,2024-06-19T17:05:36+02:00,R4.58,4.60,-0.02,-0.43%,clickacompany
70,CLI,2024-06-19T17:00:43+02:00,R10.75,10.25,0.50,4.88%,clickacompany
71,CLS,2024-06-19T17:00:29+02:00,R344.66,337.11,7.55,2.24%,clickacompany
72,CMH,2024-06-19T17:00:03+02:00,R27.42,27.98,-0.56,-2.00%,clickacompany
73,CML,2024-06-19T17:05:58+02:00,R33.90,34.35,-0.45,-1.31%,clickacompany
74,CMO,2024-06-19T17:05:59+02:00,R0.06,0.06,,,clickacompany
75,CND,2024-06-19T17:05:59+02:00,R0.04,0.04,,,clickacompany
76,COH,2024-06-19T17:00:55+02:00,R11.00,10.77,0.23,2.14%,clickacompany
77,CPP,2024-06-19T15:11:46+02:00,R9.00,9.00,,,clickacompany
78,CPR,2024-06-19T17:00:59+02:00,R4.42,4.45,-0.03,-0.67%,clickacompany
79,CPI,2024-06-19T17:00:04+02:00,"R2,596.52","2,589.21",7.31,0.28%,clickacompany
80,CPIP,2024-06-19T17:05:59+02:00,R95.50,95.50,,,clickacompany
81,CRP,2024-06-19T17:05:59+02:00,R14.12,14.12,,,clickacompany
82,CSB,2024-06-19T17:00:44+02:00,R160.00,156.00,4.00,2.56%,clickacompany
83,DCP,2024-06-19T17:05:16+02:00,R34.90,34.57,0.33,0.95%,clickacompany
84,DKR,2024-06-19T17:05:59+02:00,R156.00,156.00,,,clickacompany
85,DIB,2024-06-19T17:00:05+02:00,R4.05,3.98,0.07,1.76%,clickacompany
86,DLT,2024-06-19T09:52:10+02:00,R0.26,0.26,,,clickacompany
87,DNB,2024-06-19T17:05:59+02:00,R2.30,2.30,,,clickacompany
88,DRA,2024-06-19T10:37:34+02:00,R24.14,23.00,1.14,4.96%,clickacompany
89,DRD,2024-06-19T17:00:52+02:00,R15.70,15.15,0.55,3.63%,clickacompany
90,DSBP,2024-06-19T15:11:21+02:00,R95.05,94.75,0.30,0.32%,clickacompany
91,DSY,2024-06-19T17:06:09+02:00,R135.70,132.97,2.73,2.05%,clickacompany
92,DTC,2024-06-19T17:00:55+02:00,R37.86,37.55,0.31,0.83%,clickacompany
93,EEL,2024-06-19T17:05:59+02:00,R0.12,0.12,,,clickacompany
94,ELI,2024-06-19T17:05:59+02:00,R0.01,0.01,,,clickacompany
95,EMH,2024-06-19T17:05:59+02:00,R3.22,3.22,,,clickacompany
96,EMI,2024-06-19T17:00:13+02:00,R11.37,10.99,0.38,3.46%,clickacompany
97,EMN,2024-06-19T09:27:32+02:00,R3.40,3.27,0.13,3.98%,clickacompany
98,ENX,2024-06-19T17:00:14+02:00,R9.50,9.50,,,clickacompany
99,EOH,2024-06-19T17:10:02+02:00,R1.51,1.54,-0.03,-1.95%,clickacompany
100,EPE,2024-06-19T16:30:03+02:00,R3.89,3.74,0.15,4.01%,clickacompany
101,EPS,2024-06-19T17:05:59+02:00,R1.80,1.80,,,clickacompany
102,EQU,2024-06-19T17:00:11+02:00,R13.73,13.32,0.41,3.08%,clickacompany
103,EUZ,2024-06-19T17:05:59+02:00,R0.29,0.29,,,clickacompany
104,EXP,2024-06-19T17:05:59+02:00,R11.50,11.50,,,clickacompany
105,EXX,2024-06-19T17:00:09+02:00,R177.13,173.11,4.02,2.32%,clickacompany
106,FTA,2024-06-19T17:05:59+02:00,R15.80,15.80,,,clickacompany
107,FTB,2024-06-19T17:07:01+02:00,R4.08,4.10,-0.02,-0.49%,clickacompany
108,FBR,2024-06-19T17:00:12+02:00,R53.00,52.21,0.79,1.51%,clickacompany
109,FFB,2024-06-19T17:00:47+02:00,R17.00,16.64,0.36,2.16%,clickacompany
110,FGL,2024-06-19T17:00:48+02:00,R0.73,0.64,0.09,14.06%,clickacompany
111,FTH,2024-06-19T17:05:59+02:00,R6.87,6.87,,,clickacompany
112,FSR,2024-06-19T17:05:59+02:00,R75.98,76.25,-0.27,-0.35%,clickacompany
113,GML,2024-06-19T16:41:02+02:00,R2.72,2.85,-0.13,-4.56%,clickacompany
114,GFI,2024-06-19T17:03:35+02:00,R261.98,251.53,10.45,4.15%,clickacompany
115,GLN,2024-06-19T17:05:17+02:00,R104.80,104.27,0.53,0.51%,clickacompany
116,GND,2024-06-19T17:00:15+02:00,R14.20,14.10,0.10,0.71%,clickacompany
117,GNDP,2024-06-19T16:01:36+02:00,R88.00,88.00,,,clickacompany
118,GPL,2024-06-19T17:00:30+02:00,R3.51,3.49,0.02,0.57%,clickacompany
119,GSH,2024-06-19T17:00:46+02:00,R238.00,240.00,-2.00,-0.83%,clickacompany
120,GRT,2024-06-19T17:00:43+02:00,R12.66,12.40,0.26,2.10%,clickacompany
121,GTC,2024-06-19T17:05:59+02:00,R40.00,40.00,,,clickacompany
122,HAR,2024-06-19T17:08:47+02:00,R160.70,158.29,2.41,1.52%,clickacompany
123,HCI,2024-06-19T17:06:05+02:00,R173.30,169.25,4.05,2.39%,clickacompany
124,HDC,2024-06-19T17:00:36+02:00,R175.00,169.01,5.99,3.54%,clickacompany
125,HET,2024-06-19T17:05:59+02:00,R15.00,15.00,,,clickacompany
126,HIL,2024-06-19T17:05:59+02:00,R25.00,25.00,,,clickacompany
127,HLM,2024-06-19T17:09:14+02:00,R3.75,3.68,0.07,1.90%,clickacompany
128,HMN,2024-06-19T17:00:46+02:00,R6.34,6.46,-0.12,-1.86%,clickacompany
129,HUG,2024-06-19T11:29:18+02:00,R2.20,2.20,,,clickacompany
130,HYP,2024-06-19T17:00:40+02:00,R33.28,31.00,2.28,7.35%,clickacompany
131,IBX,2024-06-19T17:05:59+02:00,R97.34,97.34,,,clickacompany
132,IMP,2024-06-19T17:03:25+02:00,R90.52,87.52,3.00,3.43%,clickacompany
133,INL,2024-06-19T17:00:21+02:00,R133.00,134.79,-1.79,-1.33%,clickacompany
134,INP,2024-06-19T17:00:44+02:00,R133.26,135.35,-2.09,-1.54%,clickacompany
135,INPP,2024-06-19T17:05:59+02:00,R122.00,122.00,,,clickacompany
136,INPPR,2024-06-19T17:05:59+02:00,R86.00,86.00,,,clickacompany
137,INPR,2024-06-19T16:28:44+02:00,R85.52,84.99,0.53,0.62%,clickacompany
138,IVT,2024-06-19T17:00:50+02:00,R27.00,26.85,0.15,0.56%,clickacompany
139,IVTP,2024-06-19T17:00:57+02:00,R110.30,109.67,0.63,0.57%,clickacompany
140,ISA,2024-06-19T16:37:56+02:00,R1.95,1.98,-0.03,-1.52%,clickacompany
141,ISB,2024-06-19T17:00:30+02:00,R0.75,0.73,0.02,2.74%,clickacompany
142,ITE,2024-06-19T17:04:33+02:00,R11.00,10.38,0.62,5.97%,clickacompany
143,JBL,2024-06-19T16:41:01+02:00,R1.64,1.66,-0.02,-1.20%,clickacompany
144,JSE,2024-06-19T17:02:57+02:00,R106.93,104.76,2.17,2.07%,clickacompany
145,KAL,2024-06-19T17:00:11+02:00,R47.91,48.50,-0.59,-1.22%,clickacompany
146,KAP,2024-06-19T17:00:22+02:00,R2.97,2.89,0.08,2.77%,clickacompany
147,KRO,2024-06-19T17:00:17+02:00,R614.99,620.00,-5.01,-0.81%,clickacompany
148,KBO,2024-06-19T12:24:46+02:00,R0.01,0.01,,,clickacompany
149,KIO,2024-06-19T17:00:45+02:00,R470.41,463.07,7.34,1.59%,clickacompany
150,KP2,2024-06-19T17:00:19+02:00,R0.41,0.43,-0.02,-4.65%,clickacompany
151,KST,2024-06-19T17:00:23+02:00,R17.12,17.41,-0.29,-1.67%,clickacompany
152,LAB,2024-06-19T17:05:59+02:00,R0.07,0.07,,,clickacompany
153,LSK,2024-06-19T17:05:59+02:00,R84.00,84.00,,,clickacompany
154,LEW,2024-06-19T17:00:23+02:00,R57.00,54.50,2.50,4.59%,clickacompany
155,LHC,2024-06-19T17:05:05+02:00,R13.03,13.10,-0.07,-0.53%,clickacompany
156,LBR,2024-06-19T17:00:39+02:00,R3.91,3.72,0.19,5.11%,clickacompany
157,LTE,2024-06-19T17:00:25+02:00,R8.30,8.08,0.22,2.72%,clickacompany
158,LNF,2024-06-19T17:05:59+02:00,R12.00,12.00,,,clickacompany
159,MHB,2024-06-19T15:12:38+02:00,R5.00,5.00,,,clickacompany
160,MTU,2024-06-19T13:13:19+02:00,R1.30,1.37,-0.07,-5.11%,clickacompany
161,MCZ,2024-06-19T14:23:58+02:00,R1.91,1.90,0.01,0.53%,clickacompany
162,MDI,2024-06-19T16:30:19+02:00,R12.51,12.51,,,clickacompany
163,MFL,2024-06-19T16:19:51+02:00,R2.65,2.60,0.05,1.92%,clickacompany
164,MMP,2024-06-19T16:19:41+02:00,R30.00,30.00,,,clickacompany
165,MNP,2024-06-19T17:03:43+02:00,R338.44,338.25,0.19,0.06%,clickacompany
166,MTM,2024-06-19T17:00:20+02:00,R22.78,23.82,-1.04,-4.37%,clickacompany
167,MKR,2024-06-19T17:00:30+02:00,R99.00,94.84,4.16,4.39%,clickacompany
168,MTH,2024-06-19T17:00:53+02:00,R95.12,96.00,-0.88,-0.92%,clickacompany
169,MPT,2024-06-19T17:00:25+02:00,R26.50,26.50,,,clickacompany
170,MRF,2024-06-19T15:53:44+02:00,R1.38,1.40,-0.02,-1.43%,clickacompany
171,MRP,2024-06-19T17:00:38+02:00,R209.92,206.77,3.15,1.52%,clickacompany
172,MSP,2024-06-19T17:04:41+02:00,R17.75,16.85,0.90,5.34%,clickacompany
173,MST,2024-06-19T16:14:54+02:00,R9.82,9.50,0.32,3.37%,clickacompany
174,MTA,2024-06-19T17:00:28+02:00,R11.74,11.25,0.49,4.36%,clickacompany
175,MTNZF,2024-06-19T16:05:49+02:00,R14.11,14.11,,,clickacompany
176,MTN,2024-06-19T17:06:30+02:00,R88.00,85.85,2.15,2.50%,clickacompany
177,MCG,2024-06-19T17:00:13+02:00,R100.65,102.69,-2.04,-1.99%,clickacompany
178,MUR,2024-06-19T17:00:14+02:00,R1.93,2.23,-0.30,-13.45%,clickacompany
179,NCS,2024-06-19T17:05:59+02:00,R0.83,0.83,,,clickacompany
180,NED,2024-06-19T17:09:20+02:00,R268.01,264.02,3.99,1.51%,clickacompany
181,NY1,2024-06-19T17:00:02+02:00,R38.37,38.50,-0.13,-0.34%,clickacompany
182,N91,2024-06-19T17:00:46+02:00,R38.81,39.04,-0.23,-0.59%,clickacompany
183,NPH,2024-06-19T17:00:31+02:00,R114.92,110.39,4.53,4.10%,clickacompany
184,NPK,2024-06-19T17:07:52+02:00,R184.77,180.00,4.77,2.65%,clickacompany
185,NPKP,2024-06-19T17:05:59+02:00,R0.70,0.70,,,clickacompany
186,NPN,2024-06-19T17:07:35+02:00,"R3,794.87","3,746.56",48.31,1.29%,clickacompany
187,NPP1,2024-06-19T17:05:59+02:00,R1.31,1.31,,,clickacompany
188,NRL,2024-06-19T17:05:59+02:00,R4.80,4.80,,,clickacompany
189,NRP,2024-06-19T17:00:15+02:00,R136.98,134.30,2.68,2.00%,clickacompany
190,NTC,2024-06-19T17:00:28+02:00,R13.11,13.00,0.11,0.85%,clickacompany
191,NTCP,2024-06-19T17:05:59+02:00,R76.00,76.00,,,clickacompany
192,XII,2024-06-19T17:05:59+02:00,R0.01,0.01,,,clickacompany
193,NVS,2024-06-19T17:00:17+02:00,R6.00,6.10,-0.10,-1.64%,clickacompany
194,NWL,2024-06-19T09:06:24+02:00,R28.99,27.60,1.39,5.04%,clickacompany
195,OAO,2024-06-19T17:05:59+02:00,R0.20,0.20,,,clickacompany
196,OAS,2024-06-19T16:10:10+02:00,R19.50,19.50,,,clickacompany
197,OCE,2024-06-19T17:06:41+02:00,R74.24,75.22,-0.98,-1.30%,clickacompany
198,OCT,2024-06-19T16:48:32+02:00,R10.00,9.74,0.26,2.67%,clickacompany
199,OMU,2024-06-19T17:09:44+02:00,R12.29,12.21,0.08,0.66%,clickacompany
200,OMN,2024-06-19T17:00:53+02:00,R62.34,60.87,1.47,2.41%,clickacompany
201,ORN,2024-06-19T16:30:43+02:00,R0.21,0.21,,,clickacompany
202,OUT,2024-06-19T17:06:11+02:00,R46.96,46.66,0.30,0.64%,clickacompany
203,PAN,2024-06-19T17:00:14+02:00,R5.98,6.02,-0.04,-0.66%,clickacompany
204,PBG,2024-06-19T16:21:14+02:00,R6.45,6.40,0.05,0.78%,clickacompany
205,PPH,2024-06-19T17:03:27+02:00,R19.69,19.52,0.17,0.87%,clickacompany
206,PIK,2024-06-19T17:00:16+02:00,R27.83,27.35,0.48,1.76%,clickacompany
207,PMV,2024-06-19T09:07:47+02:00,R1.41,1.40,0.01,0.71%,clickacompany
208,PWR,2024-06-19T17:05:59+02:00,R81.44,81.44,,,clickacompany
209,PPC,2024-06-19T17:00:53+02:00,R3.65,3.53,0.12,3.40%,clickacompany
210,PPE,2024-06-19T17:00:06+02:00,R0.80,0.77,0.03,3.90%,clickacompany
211,PPR,2024-06-19T14:31:33+02:00,R3.10,3.18,-0.08,-2.52%,clickacompany
212,PMR,2024-06-19T15:55:21+02:00,R69.29,67.30,1.99,2.96%,clickacompany
213,PHP,2024-06-19T16:02:43+02:00,R21.03,20.98,0.05,0.24%,clickacompany
214,PRX,2024-06-19T17:00:25+02:00,R666.00,659.92,6.08,0.92%,clickacompany
215,PSV,2024-06-19T17:05:59+02:00,R0.08,0.08,,,clickacompany
216,QFH,2024-06-19T14:03:34+02:00,R13.09,12.96,0.13,1.00%,clickacompany
217,QLT,2024-06-19T17:06:40+02:00,R27.72,27.71,0.01,0.04%,clickacompany
218,RACP,2024-06-19T17:05:59+02:00,R8.00,8.00,,,clickacompany
219,RBX,2024-06-19T17:02:29+02:00,R38.49,36.50,1.99,5.45%,clickacompany
220,RCL,2024-06-19T17:00:15+02:00,R12.00,11.75,0.25,2.13%,clickacompany
221,RDF,2024-06-19T17:00:33+02:00,R4.31,4.12,0.19,4.61%,clickacompany
222,REA,2024-06-19T17:05:59+02:00,R0.96,0.96,,,clickacompany
223,REB,2024-06-19T17:05:59+02:00,R0.16,0.16,,,clickacompany
224,RNI,2024-06-19T17:04:01+02:00,R461.77,477.58,-15.81,-3.31%,clickacompany
225,REM,2024-06-19T17:00:20+02:00,R141.83,139.29,2.54,1.82%,clickacompany
226,REN,2024-06-19T17:00:50+02:00,R10.40,9.80,0.60,6.12%,clickacompany
227,RES,2024-06-19T17:03:48+02:00,R49.78,48.42,1.36,2.81%,clickacompany
228,RFG,2024-06-19T17:00:18+02:00,R14.72,14.15,0.57,4.03%,clickacompany
229,RHB,2024-06-19T17:05:59+02:00,R2.50,2.50,,,clickacompany
230,RLO,2024-06-19T17:00:08+02:00,R69.74,70.74,-1.00,-1.41%,clickacompany
231,RMH,2024-06-19T17:00:15+02:00,R0.41,0.40,0.01,2.50%,clickacompany
232,RNG,2024-06-19T17:05:59+02:00,R0.60,0.60,,,clickacompany
233,RTN,2024-06-19T17:05:59+02:00,R11.01,11.01,,,clickacompany
234,RTOP,2024-06-19T17:05:59+02:00,R1.11,1.11,,,clickacompany
235,RTO,2024-06-19T17:05:59+02:00,R11.50,11.50,,,clickacompany
236,S32,2024-06-19T17:00:49+02:00,R43.98,43.79,0.19,0.43%,clickacompany
237,SZK,2024-06-19T16:41:05+02:00,R37.01,37.01,,,clickacompany
238,SXM,2024-06-19T17:05:59+02:00,R1.00,1.00,,,clickacompany
239,SBP,2024-06-19T16:35:31+02:00,R68.50,68.50,,,clickacompany
240,SAC,2024-06-19T17:00:52+02:00,R2.75,2.61,0.14,5.36%,clickacompany
241,SLG,2024-06-19T17:05:59+02:00,R0.50,0.50,,,clickacompany
242,SAP,2024-06-19T17:08:40+02:00,R49.99,49.94,0.05,0.10%,clickacompany
243,SAR,2024-06-19T14:00:48+02:00,R5.60,5.59,0.01,0.18%,clickacompany
244,SBKP,2024-06-19T17:05:59+02:00,R0.66,0.66,,,clickacompany
245,SBK,2024-06-19T17:07:01+02:00,R214.04,212.44,1.60,0.75%,clickacompany
246,SBPP,2024-06-19T17:00:51+02:00,R84.62,83.22,1.40,1.68%,clickacompany
247,SCD,2024-06-19T09:06:29+02:00,R15.00,14.69,0.31,2.11%,clickacompany
248,SEA,2024-06-19T17:00:27+02:00,R8.79,8.50,0.29,3.41%,clickacompany
249,SEB,2024-06-19T10:05:53+02:00,R1.39,1.68,-0.29,-17.26%,clickacompany
250,SEP,2024-06-19T16:29:40+02:00,R1.42,1.35,0.07,5.19%,clickacompany
251,SFN,2024-06-19T17:05:59+02:00,R17.50,17.50,,,clickacompany
252,SHC,2024-06-19T17:00:25+02:00,R32.20,32.50,-0.30,-0.92%,clickacompany
253,SHG,2024-06-19T17:00:02+02:00,R7.75,7.85,-0.10,-1.27%,clickacompany
254,SHP,2024-06-19T17:07:16+02:00,R292.33,285.84,6.49,2.27%,clickacompany
255,SSW,2024-06-19T17:00:27+02:00,R20.23,20.29,-0.06,-0.30%,clickacompany
256,SLM,2024-06-19T17:00:11+02:00,R83.27,83.27,,,clickacompany
257,SNT,2024-06-19T17:00:33+02:00,R317.61,310.59,7.02,2.26%,clickacompany
258,SNV,2024-06-19T13:48:14+02:00,R7.79,7.80,-0.01,-0.13%,clickacompany
259,SOH,2024-06-19T17:05:59+02:00,R1.59,1.59,,,clickacompany
260,SOLBE1,2024-06-19T17:05:59+02:00,R119.00,119.00,,,clickacompany
261,SOL,2024-06-19T17:07:19+02:00,R131.64,128.02,3.62,2.83%,clickacompany
262,SDL,2024-06-19T17:05:59+02:00,R3.75,3.75,,,clickacompany
263,SSU,2024-06-19T17:00:07+02:00,R5.64,5.70,-0.06,-1.05%,clickacompany
264,SPG,2024-06-19T17:00:46+02:00,R29.78,30.20,-0.42,-1.39%,clickacompany
265,SPP,2024-06-19T17:00:30+02:00,R115.85,116.58,-0.73,-0.63%,clickacompany
266,SRE,2024-06-19T17:00:48+02:00,R22.50,22.37,0.13,0.58%,clickacompany
267,SSK,2024-06-19T17:00:30+02:00,R1.29,1.33,-0.04,-3.01%,clickacompany
268,SSS,2024-06-19T17:00:07+02:00,R14.46,14.04,0.42,2.99%,clickacompany
269,SDO,2024-06-19T17:00:03+02:00,R4.91,4.77,0.14,2.94%,clickacompany
270,SUI,2024-06-19T17:00:40+02:00,R38.81,36.82,1.99,5.40%,clickacompany
271,SUR,2024-06-19T16:18:22+02:00,R33.00,31.94,1.06,3.32%,clickacompany
272,SYG,2024-06-19T17:00:36+02:00,R21.02,20.90,0.12,0.57%,clickacompany
273,TBS,2024-06-19T17:00:02+02:00,R215.44,214.00,1.44,0.67%,clickacompany
274,TCP,2024-06-19T17:00:13+02:00,R3.01,2.87,0.14,4.88%,clickacompany
275,TEX,2024-06-19T17:05:59+02:00,R3.25,3.25,,,clickacompany
276,TFGP,2024-06-19T17:05:59+02:00,R1.01,1.01,,,clickacompany
277,TFG,2024-06-19T17:03:10+02:00,R129.12,130.38,-1.26,-0.97%,clickacompany
278,THA,2024-06-19T17:00:29+02:00,R18.85,18.99,-0.14,-0.74%,clickacompany
279,TGA,2024-06-19T17:10:00+02:00,R116.38,113.22,3.16,2.79%,clickacompany
280,TKG,2024-06-19T17:00:11+02:00,R24.58,25.00,-0.42,-1.68%,clickacompany
281,TLM,2024-06-19T17:05:59+02:00,R1.20,1.20,,,clickacompany
282,TMT,2024-06-19T17:05:59+02:00,R2.10,2.10,,,clickacompany
283,TON,2024-06-19T17:05:59+02:00,R4.04,4.04,,,clickacompany
284,TPC,2024-06-19T16:17:31+02:00,R31.00,30.01,0.99,3.30%,clickacompany
285,TRE,2024-06-19T17:00:47+02:00,R7.05,7.10,-0.05,-0.70%,clickacompany
286,TRL,2024-06-19T11:21:26+02:00,R2.04,1.86,0.18,9.68%,clickacompany
287,TRU,2024-06-19T17:04:59+02:00,R93.85,96.00,-2.15,-2.24%,clickacompany
288,TSG,2024-06-19T17:00:48+02:00,R11.77,11.42,0.35,3.06%,clickacompany
289,TTO,2024-06-19T17:00:23+02:00,R0.35,0.36,-0.01,-2.78%,clickacompany
290,UPL,2024-06-19T17:05:59+02:00,R22.00,22.00,,,clickacompany
291,VIS,2024-06-19T13:50:30+02:00,R0.02,0.02,,,clickacompany
292,VKE,2024-06-19T17:05:30+02:00,R16.96,16.30,0.66,4.05%,clickacompany
293,VOD,2024-06-19T17:05:58+02:00,R100.82,98.00,2.82,2.88%,clickacompany
294,VUN,2024-06-19T17:05:59+02:00,R1.87,1.87,,,clickacompany
295,WBO,2024-06-19T17:00:47+02:00,R161.38,156.78,4.60,2.93%,clickacompany
296,WBC,2024-06-19T17:06:19+02:00,R27.64,27.30,0.34,1.25%,clickacompany
297,WEZ,2024-06-19T17:00:45+02:00,R0.52,0.50,0.02,4.00%,clickacompany
298,WHL,2024-06-19T17:10:08+02:00,R63.47,62.56,0.91,1.45%,clickacompany
299,WKF,2024-06-19T17:05:59+02:00,R1.40,1.40,,,clickacompany
300,YRK,2024-06-19T16:33:43+02:00,R1.69,1.69,,,clickacompany
301,YYLBEE,2024-06-19T17:05:59+02:00,R21.00,21.00,,,clickacompany
302,ZZD,2024-06-19T17:00:27+02:00,R11.85,11.85,,,clickacompany
303,ZED,2024-06-19T17:05:07+02:00,R1.87,1.92,-0.05,-2.60%,clickacompany
