,id,dt,i,c,m,p,t
204,PBG,2024-06-11T17:00:22+02:00,R6.63,6.62,0.01,0.15%,clickacompany
205,PPH,2024-06-11T17:00:35+02:00,R17.35,17.18,0.17,0.99%,clickacompany
206,PIK,2024-06-11T17:00:49+02:00,R24.76,25.33,-0.57,-2.25%,clickacompany
207,PMV,2024-06-11T17:05:38+02:00,R1.40,1.40,,,clickacompany
208,PWR,2024-06-11T16:39:09+02:00,R84.00,86.00,-2.00,-2.33%,clickacompany
209,PPC,2024-06-11T17:08:29+02:00,R3.29,3.11,0.18,5.79%,clickacompany
210,PPE,2024-06-11T17:00:40+02:00,R0.76,0.77,-0.01,-1.30%,clickacompany
211,PPR,2024-06-11T15:27:06+02:00,R3.20,3.20,,,clickacompany
212,PMR,2024-06-11T17:00:39+02:00,R63.50,60.15,3.35,5.57%,clickacompany
213,PHP,2024-06-11T16:29:17+02:00,R21.70,22.20,-0.50,-2.25%,clickacompany
214,PRX,2024-06-11T17:00:41+02:00,R678.99,682.58,-3.59,-0.53%,clickacompany
215,PSV,2024-06-11T17:05:38+02:00,R0.08,0.08,,,clickacompany
216,QFH,2024-06-11T12:27:07+02:00,R16.16,16.00,0.16,1.00%,clickacompany
217,QLT,2024-06-11T17:02:54+02:00,R27.72,28.13,-0.41,-1.46%,clickacompany
218,RACP,2024-06-11T15:27:06+02:00,R7.70,7.70,,,clickacompany
219,RBX,2024-06-11T17:00:26+02:00,R35.76,36.00,-0.24,-0.67%,clickacompany
220,RCL,2024-06-11T17:00:45+02:00,R11.19,11.45,-0.26,-2.27%,clickacompany
221,RDF,2024-06-11T17:00:38+02:00,R3.77,3.75,0.02,0.53%,clickacompany
222,REA,2024-06-11T17:05:38+02:00,R0.96,0.96,,,clickacompany
223,REB,2024-06-11T17:05:38+02:00,R0.16,0.16,,,clickacompany
224,RNI,2024-06-11T17:00:11+02:00,R481.78,480.00,1.78,0.37%,clickacompany
225,REM,2024-06-11T17:08:30+02:00,R127.11,124.13,2.98,2.40%,clickacompany
226,REN,2024-06-11T17:00:17+02:00,R10.28,9.80,0.48,4.90%,clickacompany
227,RES,2024-06-11T17:00:02+02:00,R43.40,43.24,0.16,0.37%,clickacompany
228,RFG,2024-06-11T16:44:01+02:00,R13.94,13.85,0.09,0.65%,clickacompany
229,RHB,2024-06-11T16:43:32+02:00,R2.75,2.75,,,clickacompany
230,RLO,2024-06-11T17:00:17+02:00,R66.50,66.72,-0.22,-0.33%,clickacompany
231,RMH,2024-06-11T17:00:00+02:00,R0.40,0.40,,,clickacompany
232,RNG,2024-06-11T17:00:30+02:00,R0.88,0.87,0.01,1.15%,clickacompany
233,RTN,2024-06-11T14:01:53+02:00,R11.48,15.30,-3.82,-24.97%,clickacompany
234,RTOP,2024-06-11T17:05:38+02:00,R1.11,1.11,,,clickacompany
235,RTO,2024-06-11T17:05:38+02:00,R11.50,11.50,,,clickacompany
236,S32,2024-06-11T17:00:07+02:00,R44.74,46.85,-2.11,-4.50%,clickacompany
237,SZK,2024-06-11T12:30:32+02:00,R38.00,36.30,1.70,4.68%,clickacompany
238,SXM,2024-06-11T17:05:38+02:00,R1.00,1.00,,,clickacompany
239,SBP,2024-06-11T15:58:05+02:00,R66.60,66.45,0.15,0.23%,clickacompany
240,SAC,2024-06-11T17:00:33+02:00,R2.44,2.50,-0.06,-2.40%,clickacompany
241,SLG,2024-06-11T17:05:38+02:00,R0.50,0.50,,,clickacompany
242,SAP,2024-06-11T17:04:49+02:00,R48.57,49.58,-1.01,-2.04%,clickacompany
243,SAR,2024-06-11T17:00:32+02:00,R5.25,5.25,,,clickacompany
244,SBKP,2024-06-11T17:05:38+02:00,R0.65,0.65,,,clickacompany
245,SBK,2024-06-11T17:06:10+02:00,R183.23,182.50,0.73,0.40%,clickacompany
246,SBPP,2024-06-11T17:00:23+02:00,R84.20,84.99,-0.79,-0.93%,clickacompany
247,SCD,2024-06-11T15:32:47+02:00,R14.69,15.04,-0.35,-2.33%,clickacompany
248,SEA,2024-06-11T16:43:32+02:00,R8.56,8.45,0.11,1.30%,clickacompany
249,SEB,2024-06-11T15:32:47+02:00,R1.18,1.40,-0.22,-15.71%,clickacompany
250,SEP,2024-06-11T16:36:02+02:00,R1.08,1.10,-0.02,-1.82%,clickacompany
251,SFN,2024-06-11T17:05:38+02:00,R17.50,17.50,,,clickacompany
252,SHC,2024-06-11T17:00:53+02:00,R33.30,34.63,-1.33,-3.84%,clickacompany
253,SHG,2024-06-11T16:36:02+02:00,R7.63,7.85,-0.22,-2.80%,clickacompany
254,SHP,2024-06-11T17:09:54+02:00,R247.52,248.36,-0.84,-0.34%,clickacompany
255,SSW,2024-06-11T17:04:54+02:00,R20.50,20.88,-0.38,-1.82%,clickacompany
256,SLM,2024-06-11T17:00:23+02:00,R71.67,71.48,0.19,0.27%,clickacompany
257,SNT,2024-06-11T17:00:13+02:00,R296.60,293.75,2.85,0.97%,clickacompany
258,SNV,2024-06-11T16:36:02+02:00,R7.81,7.81,,,clickacompany
259,SOH,2024-06-11T17:05:38+02:00,R1.59,1.59,,,clickacompany
260,SOLBE1,2024-06-11T17:05:38+02:00,R119.00,119.00,,,clickacompany
261,SOL,2024-06-11T17:04:08+02:00,R118.99,120.02,-1.03,-0.86%,clickacompany
262,SDL,2024-06-11T17:05:38+02:00,R3.75,3.75,,,clickacompany
263,SSU,2024-06-11T17:00:51+02:00,R5.36,5.41,-0.05,-0.92%,clickacompany
264,SPG,2024-06-11T17:00:06+02:00,R27.50,26.86,0.64,2.38%,clickacompany
265,SPP,2024-06-11T17:00:36+02:00,R98.99,96.80,2.19,2.26%,clickacompany
266,SRE,2024-06-11T17:00:53+02:00,R23.22,23.59,-0.37,-1.57%,clickacompany
267,SSK,2024-06-11T17:00:52+02:00,R1.10,1.15,-0.05,-4.35%,clickacompany
268,SSS,2024-06-11T17:02:06+02:00,R13.40,13.40,,,clickacompany
269,SDO,2024-06-11T17:00:34+02:00,R4.74,4.75,-0.01,-0.21%,clickacompany
270,SUI,2024-06-11T17:00:56+02:00,R35.40,35.48,-0.08,-0.23%,clickacompany
271,SUR,2024-06-11T16:43:32+02:00,R29.97,29.11,0.86,2.95%,clickacompany
272,SYG,2024-06-11T15:27:04+02:00,R20.50,20.25,0.25,1.23%,clickacompany
273,TBS,2024-06-11T17:00:08+02:00,R193.85,195.01,-1.16,-0.59%,clickacompany
274,TCP,2024-06-11T17:02:43+02:00,R2.64,2.67,-0.03,-1.12%,clickacompany
275,TEX,2024-06-11T15:32:45+02:00,R3.20,3.31,-0.11,-3.32%,clickacompany
276,TFGP,2024-06-11T17:05:38+02:00,R1.01,1.01,,,clickacompany
277,TFG,2024-06-11T17:03:23+02:00,R107.95,103.50,4.45,4.30%,clickacompany
278,THA,2024-06-11T17:00:46+02:00,R18.50,18.99,-0.49,-2.58%,clickacompany
279,TGA,2024-06-11T17:00:13+02:00,R121.22,124.97,-3.75,-3.00%,clickacompany
280,TKG,2024-06-11T17:00:07+02:00,R23.65,23.72,-0.07,-0.30%,clickacompany
281,TLM,2024-06-11T17:05:38+02:00,R1.20,1.20,,,clickacompany
282,TMT,2024-06-11T15:27:06+02:00,R2.09,2.09,,,clickacompany
283,TON,2024-06-11T17:05:38+02:00,R4.04,4.04,,,clickacompany
284,TPC,2024-06-11T15:27:06+02:00,R31.77,30.01,1.76,5.86%,clickacompany
285,TRE,2024-06-11T15:32:45+02:00,R7.23,7.44,-0.21,-2.82%,clickacompany
286,TRL,2024-06-11T16:36:02+02:00,R1.48,1.59,-0.11,-6.92%,clickacompany
287,TRU,2024-06-11T17:00:05+02:00,R80.11,78.35,1.76,2.25%,clickacompany
288,TSG,2024-06-11T17:00:43+02:00,R10.69,10.41,0.28,2.69%,clickacompany
289,TTO,2024-06-11T16:43:06+02:00,R0.44,0.48,-0.04,-8.33%,clickacompany
290,UPL,2024-06-11T17:00:16+02:00,R22.00,22.00,,,clickacompany
291,VIS,2024-06-11T15:32:47+02:00,R0.02,0.02,,,clickacompany
292,VKE,2024-06-11T17:04:35+02:00,R15.12,15.11,0.01,0.07%,clickacompany
293,VOD,2024-06-11T17:00:28+02:00,R90.81,90.47,0.34,0.38%,clickacompany
294,VUN,2024-06-11T16:07:24+02:00,R1.95,1.95,,,clickacompany
295,WBO,2024-06-11T17:00:48+02:00,R153.15,152.08,1.07,0.70%,clickacompany
296,WBC,2024-06-11T17:03:17+02:00,R25.24,24.50,0.74,3.02%,clickacompany
297,WEZ,2024-06-11T17:00:48+02:00,R0.50,0.57,-0.07,-12.28%,clickacompany
298,WHL,2024-06-11T17:09:10+02:00,R54.25,54.00,0.25,0.46%,clickacompany
299,WKF,2024-06-11T17:05:38+02:00,R1.40,1.40,,,clickacompany
300,YRK,2024-06-11T17:00:48+02:00,R1.65,1.73,-0.08,-4.62%,clickacompany
301,YYLBEE,2024-06-11T12:52:55+02:00,R20.50,20.50,,,clickacompany
302,ZZD,2024-06-11T17:00:49+02:00,R11.43,11.50,-0.07,-0.61%,clickacompany
303,ZED,2024-06-11T17:00:26+02:00,R1.74,1.75,-0.01,-0.57%,clickacompany
