,id,dt,i,c,m,p,t
49,BIHLEB,2024-06-18T16:44:52+02:00,R800.00,800.00,,,clickacompany
50,BRN,2024-06-18T14:42:40+02:00,R4.99,4.95,0.04,0.81%,clickacompany
51,BRT,2024-06-18T16:37:38+02:00,R5.00,5.00,,,clickacompany
52,BSR,2024-06-18T17:06:32+02:00,R0.04,0.04,,,clickacompany
53,BTI,2024-06-18T17:00:01+02:00,R554.25,555.71,-1.46,-0.26%,clickacompany
54,BKI,2024-06-18T17:06:32+02:00,R0.73,0.73,,,clickacompany
55,BTN,2024-06-18T17:02:29+02:00,R7.10,6.88,0.22,3.20%,clickacompany
56,BVT,2024-06-18T17:11:31+02:00,R281.15,257.29,23.86,9.27%,clickacompany
57,BWN,2024-06-18T16:42:01+02:00,R1.99,1.90,0.09,4.74%,clickacompany
58,BYI,2024-06-18T17:04:03+02:00,R124.85,124.50,0.35,0.28%,clickacompany
59,CAA,2024-06-18T17:00:57+02:00,R12.10,12.13,-0.03,-0.25%,clickacompany
60,CAC,2024-06-18T17:06:32+02:00,R3.60,3.60,,,clickacompany
61,CTA,2024-06-18T16:35:25+02:00,R1.22,1.21,0.01,0.83%,clickacompany
62,CVW,2024-06-18T17:06:32+02:00,R8.50,8.50,,,clickacompany
63,CAT,2024-06-18T17:02:30+02:00,R10.25,10.35,-0.10,-0.97%,clickacompany
64,CATP,2024-06-18T17:06:32+02:00,R95.15,95.15,,,clickacompany
65,CFR,2024-06-18T17:06:48+02:00,"R2,881.53","2,958.44",-76.91,-2.60%,clickacompany
66,CGR,2024-06-18T17:00:25+02:00,R5.72,5.60,0.12,2.14%,clickacompany
67,CHP,2024-06-18T17:00:35+02:00,R0.60,0.61,-0.01,-1.64%,clickacompany
68,CKS,2024-06-18T16:37:37+02:00,R29.00,30.00,-1.00,-3.33%,clickacompany
69,CLH,2024-06-18T17:00:14+02:00,R4.60,4.39,0.21,4.78%,clickacompany
70,CLI,2024-06-18T16:25:11+02:00,R10.25,10.01,0.24,2.40%,clickacompany
71,CLS,2024-06-18T17:00:58+02:00,R337.11,309.51,27.60,8.92%,clickacompany
72,CMH,2024-06-18T17:00:00+02:00,R27.98,27.20,0.78,2.87%,clickacompany
73,CML,2024-06-18T17:02:56+02:00,R34.35,33.23,1.12,3.37%,clickacompany
74,CMO,2024-06-18T17:06:32+02:00,R0.06,0.06,,,clickacompany
75,CND,2024-06-18T17:06:32+02:00,R0.04,0.04,,,clickacompany
76,COH,2024-06-18T17:00:19+02:00,R10.77,10.30,0.47,4.56%,clickacompany
77,CPP,2024-06-18T17:06:32+02:00,R9.00,9.00,,,clickacompany
78,CPR,2024-06-18T17:00:17+02:00,R4.45,4.42,0.03,0.68%,clickacompany
79,CPI,2024-06-18T17:11:22+02:00,"R2,589.21","2,373.10",216.11,9.11%,clickacompany
80,CPIP,2024-06-18T17:02:59+02:00,R95.50,100.00,-4.50,-4.50%,clickacompany
81,CRP,2024-06-18T17:00:12+02:00,R14.12,14.20,-0.08,-0.56%,clickacompany
82,CSB,2024-06-18T17:00:59+02:00,R156.00,148.49,7.51,5.06%,clickacompany
83,DCP,2024-06-18T17:00:59+02:00,R34.57,32.28,2.29,7.09%,clickacompany
84,DKR,2024-06-18T17:06:32+02:00,R156.00,156.00,,,clickacompany
85,DIB,2024-06-18T17:00:12+02:00,R3.98,3.80,0.18,4.74%,clickacompany
86,DLT,2024-06-18T17:06:32+02:00,R0.26,0.26,,,clickacompany
87,DNB,2024-06-18T17:06:32+02:00,R2.30,2.30,,,clickacompany
88,DRA,2024-06-18T16:37:37+02:00,R23.00,23.01,-0.01,-0.04%,clickacompany
89,DRD,2024-06-18T17:00:21+02:00,R15.15,14.99,0.16,1.07%,clickacompany
90,DSBP,2024-06-18T16:43:14+02:00,R94.75,92.50,2.25,2.43%,clickacompany
91,DSY,2024-06-18T17:06:18+02:00,R132.97,125.48,7.49,5.97%,clickacompany
92,DTC,2024-06-18T17:00:04+02:00,R37.55,37.22,0.33,0.89%,clickacompany
93,EEL,2024-06-18T17:06:32+02:00,R0.12,0.12,,,clickacompany
94,ELI,2024-06-18T17:06:32+02:00,R0.01,0.01,,,clickacompany
95,EMH,2024-06-18T17:06:32+02:00,R3.22,3.22,,,clickacompany
96,EMI,2024-06-18T17:06:20+02:00,R10.99,10.00,0.99,9.90%,clickacompany
97,EMN,2024-06-18T12:22:36+02:00,R3.27,2.90,0.37,12.76%,clickacompany
98,ENX,2024-06-18T17:00:11+02:00,R9.50,9.60,-0.10,-1.04%,clickacompany
99,EOH,2024-06-18T17:00:00+02:00,R1.54,1.56,-0.02,-1.28%,clickacompany
100,EPE,2024-06-18T16:40:51+02:00,R3.74,3.60,0.14,3.89%,clickacompany
101,EPS,2024-06-18T17:06:32+02:00,R1.80,1.80,,,clickacompany
102,EQU,2024-06-18T17:00:26+02:00,R13.32,12.85,0.47,3.66%,clickacompany
103,EUZ,2024-06-18T17:06:32+02:00,R0.29,0.29,,,clickacompany
104,EXP,2024-06-18T17:06:32+02:00,R11.50,11.50,,,clickacompany
105,EXX,2024-06-18T17:00:02+02:00,R173.11,171.00,2.11,1.23%,clickacompany
106,FTA,2024-06-18T17:00:24+02:00,R15.80,15.40,0.40,2.60%,clickacompany
107,FTB,2024-06-18T17:00:49+02:00,R4.10,3.95,0.15,3.80%,clickacompany
108,FBR,2024-06-18T17:00:46+02:00,R52.21,49.90,2.31,4.63%,clickacompany
109,FFB,2024-06-18T17:05:55+02:00,R16.64,15.88,0.76,4.79%,clickacompany
110,FGL,2024-06-18T17:00:31+02:00,R0.64,0.60,0.04,6.67%,clickacompany
111,FTH,2024-06-18T13:19:22+02:00,R6.87,6.40,0.47,7.34%,clickacompany
112,FSR,2024-06-18T17:12:07+02:00,R76.25,70.51,5.74,8.14%,clickacompany
113,GML,2024-06-18T16:30:44+02:00,R2.85,2.80,0.05,1.79%,clickacompany
114,GFI,2024-06-18T17:05:18+02:00,R251.53,244.97,6.56,2.68%,clickacompany
115,GLN,2024-06-18T17:03:13+02:00,R104.27,105.73,-1.46,-1.38%,clickacompany
116,GND,2024-06-18T17:00:55+02:00,R14.10,13.53,0.57,4.21%,clickacompany
117,GNDP,2024-06-18T16:37:38+02:00,R88.00,86.50,1.50,1.73%,clickacompany
118,GPL,2024-06-18T17:00:15+02:00,R3.49,3.52,-0.03,-0.85%,clickacompany
119,GSH,2024-06-18T17:00:48+02:00,R240.00,241.01,-1.01,-0.42%,clickacompany
120,GRT,2024-06-18T17:06:13+02:00,R12.40,11.72,0.68,5.80%,clickacompany
121,GTC,2024-06-18T17:06:32+02:00,R40.00,40.00,,,clickacompany
122,HAR,2024-06-18T17:02:15+02:00,R158.29,156.57,1.72,1.10%,clickacompany
123,HCI,2024-06-18T17:02:39+02:00,R169.25,165.00,4.25,2.58%,clickacompany
124,HDC,2024-06-18T17:00:38+02:00,R169.01,169.00,0.01,0.01%,clickacompany
125,HET,2024-06-18T17:06:32+02:00,R15.00,15.00,,,clickacompany
126,HIL,2024-06-18T17:06:32+02:00,R25.00,25.00,,,clickacompany
127,HLM,2024-06-18T17:00:59+02:00,R3.68,3.76,-0.08,-2.13%,clickacompany
128,HMN,2024-06-18T17:00:37+02:00,R6.46,6.52,-0.06,-0.92%,clickacompany
129,HUG,2024-06-18T17:00:41+02:00,R2.20,2.24,-0.04,-1.79%,clickacompany
130,HYP,2024-06-18T17:00:03+02:00,R31.00,29.16,1.84,6.31%,clickacompany
131,IBX,2024-06-18T10:08:54+02:00,R97.34,97.30,0.04,0.04%,clickacompany
132,IMP,2024-06-18T17:00:29+02:00,R87.52,84.10,3.42,4.07%,clickacompany
133,INL,2024-06-18T17:06:07+02:00,R134.79,130.04,4.75,3.65%,clickacompany
134,INP,2024-06-18T17:05:38+02:00,R135.35,129.96,5.39,4.15%,clickacompany
135,INPP,2024-06-18T17:06:32+02:00,R122.00,122.00,,,clickacompany
136,INPPR,2024-06-18T17:06:32+02:00,R86.00,86.00,,,clickacompany
137,INPR,2024-06-18T16:35:26+02:00,R84.99,84.94,0.05,0.06%,clickacompany
138,IVT,2024-06-18T17:00:52+02:00,R26.85,26.85,,,clickacompany
139,IVTP,2024-06-18T16:25:11+02:00,R109.67,109.00,0.67,0.61%,clickacompany
140,ISA,2024-06-18T16:42:08+02:00,R1.98,1.95,0.03,1.54%,clickacompany
141,ISB,2024-06-18T11:50:28+02:00,R0.73,0.74,-0.01,-1.35%,clickacompany
142,ITE,2024-06-18T17:00:40+02:00,R10.38,9.95,0.43,4.32%,clickacompany
143,JBL,2024-06-18T17:00:16+02:00,R1.66,1.75,-0.09,-5.14%,clickacompany
144,JSE,2024-06-18T17:00:59+02:00,R104.76,99.50,5.26,5.29%,clickacompany
145,KAL,2024-06-18T17:00:49+02:00,R48.50,47.83,0.67,1.40%,clickacompany
146,KAP,2024-06-18T17:05:37+02:00,R2.89,2.65,0.24,9.06%,clickacompany
147,KRO,2024-06-18T17:00:05+02:00,R620.00,649.00,-29.00,-4.47%,clickacompany
148,KBO,2024-06-18T16:13:48+02:00,R0.01,0.01,,,clickacompany
149,KIO,2024-06-18T17:00:12+02:00,R463.07,444.93,18.14,4.08%,clickacompany
150,KP2,2024-06-18T16:35:25+02:00,R0.43,0.45,-0.02,-4.44%,clickacompany
151,KST,2024-06-18T17:03:43+02:00,R17.41,16.55,0.86,5.20%,clickacompany
152,LAB,2024-06-18T17:06:32+02:00,R0.07,0.07,,,clickacompany
153,LSK,2024-06-18T17:06:32+02:00,R84.00,84.00,,,clickacompany
154,LEW,2024-06-18T17:00:10+02:00,R54.50,52.50,2.00,3.81%,clickacompany
155,LHC,2024-06-18T17:05:51+02:00,R13.10,12.11,0.99,8.18%,clickacompany
156,LBR,2024-06-18T17:00:24+02:00,R3.72,3.70,0.02,0.54%,clickacompany
157,LTE,2024-06-18T17:06:18+02:00,R8.08,7.76,0.32,4.12%,clickacompany
158,LNF,2024-06-18T17:06:32+02:00,R12.00,12.00,,,clickacompany
159,MHB,2024-06-18T16:35:25+02:00,R5.00,4.75,0.25,5.26%,clickacompany
160,MTU,2024-06-18T16:01:23+02:00,R1.37,1.40,-0.03,-2.14%,clickacompany
161,MCZ,2024-06-18T16:37:37+02:00,R1.90,1.90,,,clickacompany
162,MDI,2024-06-18T16:07:16+02:00,R12.51,12.39,0.12,0.97%,clickacompany
163,MFL,2024-06-18T15:55:38+02:00,R2.60,2.55,0.05,1.96%,clickacompany
164,MMP,2024-06-18T12:16:05+02:00,R30.00,29.15,0.85,2.92%,clickacompany
165,MNP,2024-06-18T17:00:07+02:00,R338.25,340.43,-2.18,-0.64%,clickacompany
166,MTM,2024-06-18T17:00:28+02:00,R23.82,22.84,0.98,4.29%,clickacompany
167,MKR,2024-06-18T17:00:02+02:00,R94.84,96.00,-1.16,-1.21%,clickacompany
168,MTH,2024-06-18T17:00:30+02:00,R96.00,89.40,6.60,7.38%,clickacompany
169,MPT,2024-06-18T17:00:52+02:00,R26.50,24.98,1.52,6.08%,clickacompany
170,MRF,2024-06-18T17:00:03+02:00,R1.40,1.37,0.03,2.19%,clickacompany
171,MRP,2024-06-18T17:00:34+02:00,R206.77,194.33,12.44,6.40%,clickacompany
172,MSP,2024-06-18T17:00:32+02:00,R16.85,16.40,0.45,2.74%,clickacompany
173,MST,2024-06-18T17:00:41+02:00,R9.50,9.19,0.31,3.37%,clickacompany
174,MTA,2024-06-18T17:03:04+02:00,R11.25,11.07,0.18,1.63%,clickacompany
175,MTNZF,2024-06-18T16:45:40+02:00,R14.11,14.15,-0.04,-0.28%,clickacompany
176,MTN,2024-06-18T17:06:18+02:00,R85.85,82.25,3.60,4.38%,clickacompany
177,MCG,2024-06-18T17:05:33+02:00,R102.69,104.92,-2.23,-2.13%,clickacompany
178,MUR,2024-06-18T17:00:53+02:00,R2.23,2.15,0.08,3.72%,clickacompany
179,NCS,2024-06-18T16:37:37+02:00,R0.83,0.82,0.01,1.22%,clickacompany
180,NED,2024-06-18T17:06:00+02:00,R264.02,246.60,17.42,7.06%,clickacompany
181,NY1,2024-06-18T17:00:47+02:00,R38.50,37.13,1.37,3.69%,clickacompany
182,N91,2024-06-18T17:00:15+02:00,R39.04,37.59,1.45,3.86%,clickacompany
183,NPH,2024-06-18T17:00:38+02:00,R110.39,108.00,2.39,2.21%,clickacompany
184,NPK,2024-06-18T17:00:00+02:00,R180.00,183.00,-3.00,-1.64%,clickacompany
185,NPKP,2024-06-18T17:06:32+02:00,R0.70,0.70,,,clickacompany
186,NPN,2024-06-18T17:05:32+02:00,"R3,746.56","3,736.94",9.62,0.26%,clickacompany
187,NPP1,2024-06-18T17:06:32+02:00,R1.31,1.31,,,clickacompany
188,NRL,2024-06-18T17:06:32+02:00,R4.80,4.80,,,clickacompany
189,NRP,2024-06-18T17:00:29+02:00,R134.30,133.66,0.64,0.48%,clickacompany
190,NTC,2024-06-18T17:05:29+02:00,R13.00,12.43,0.57,4.59%,clickacompany
191,NTCP,2024-06-18T16:31:09+02:00,R76.00,75.26,0.74,0.98%,clickacompany
192,XII,2024-06-18T17:06:32+02:00,R0.01,0.01,,,clickacompany
193,NVS,2024-06-18T17:00:44+02:00,R6.10,5.50,0.60,10.91%,clickacompany
194,NWL,2024-06-18T17:06:32+02:00,R27.60,27.60,,,clickacompany
195,OAO,2024-06-18T10:41:40+02:00,R0.20,0.20,,,clickacompany
196,OAS,2024-06-18T16:40:17+02:00,R19.50,19.50,,,clickacompany
197,OCE,2024-06-18T17:00:16+02:00,R75.22,75.00,0.22,0.29%,clickacompany
198,OCT,2024-06-18T17:00:19+02:00,R9.74,9.37,0.37,3.95%,clickacompany
199,OMU,2024-06-18T17:09:50+02:00,R12.21,11.31,0.90,7.96%,clickacompany
200,OMN,2024-06-18T17:00:17+02:00,R60.87,58.95,1.92,3.26%,clickacompany
201,ORN,2024-06-18T17:00:31+02:00,R0.21,0.22,-0.01,-4.55%,clickacompany
202,OUT,2024-06-18T17:02:29+02:00,R46.66,44.57,2.09,4.69%,clickacompany
203,PAN,2024-06-18T17:00:33+02:00,R6.02,5.76,0.26,4.51%,clickacompany
204,PBG,2024-06-18T16:25:11+02:00,R6.40,6.41,-0.01,-0.16%,clickacompany
205,PPH,2024-06-18T17:10:32+02:00,R19.52,18.51,1.01,5.46%,clickacompany
206,PIK,2024-06-18T17:07:07+02:00,R27.35,26.29,1.06,4.03%,clickacompany
207,PMV,2024-06-18T17:06:32+02:00,R1.40,1.40,,,clickacompany
208,PWR,2024-06-18T16:41:51+02:00,R81.44,84.00,-2.56,-3.05%,clickacompany
209,PPC,2024-06-18T17:00:45+02:00,R3.53,3.27,0.26,7.95%,clickacompany
210,PPE,2024-06-18T17:00:54+02:00,R0.77,0.77,,,clickacompany
211,PPR,2024-06-18T16:42:01+02:00,R3.18,3.20,-0.02,-0.63%,clickacompany
212,PMR,2024-06-18T17:00:28+02:00,R67.30,66.00,1.30,1.97%,clickacompany
213,PHP,2024-06-18T16:49:53+02:00,R20.98,21.50,-0.52,-2.42%,clickacompany
214,PRX,2024-06-18T17:08:35+02:00,R659.92,664.87,-4.95,-0.74%,clickacompany
215,PSV,2024-06-18T17:06:32+02:00,R0.08,0.08,,,clickacompany
216,QFH,2024-06-18T11:03:51+02:00,R12.96,16.00,-3.04,-19.00%,clickacompany
217,QLT,2024-06-18T17:06:54+02:00,R27.71,26.96,0.75,2.78%,clickacompany
218,RACP,2024-06-18T16:45:25+02:00,R8.00,8.00,,,clickacompany
219,RBX,2024-06-18T17:00:59+02:00,R36.50,35.64,0.86,2.41%,clickacompany
220,RCL,2024-06-18T17:00:37+02:00,R11.75,11.34,0.41,3.62%,clickacompany
221,RDF,2024-06-18T17:00:48+02:00,R4.12,3.92,0.20,5.10%,clickacompany
222,REA,2024-06-18T17:06:32+02:00,R0.96,0.96,,,clickacompany
223,REB,2024-06-18T17:06:32+02:00,R0.16,0.16,,,clickacompany
224,RNI,2024-06-18T17:05:07+02:00,R477.58,470.90,6.68,1.42%,clickacompany
225,REM,2024-06-18T17:05:40+02:00,R139.29,132.08,7.21,5.46%,clickacompany
226,REN,2024-06-18T17:04:17+02:00,R9.80,10.19,-0.39,-3.83%,clickacompany
227,RES,2024-06-18T17:10:08+02:00,R48.42,44.28,4.14,9.35%,clickacompany
228,RFG,2024-06-18T16:35:25+02:00,R14.15,13.80,0.35,2.54%,clickacompany
229,RHB,2024-06-18T17:06:32+02:00,R2.50,2.50,,,clickacompany
230,RLO,2024-06-18T17:00:32+02:00,R70.74,68.24,2.50,3.66%,clickacompany
231,RMH,2024-06-18T17:00:37+02:00,R0.40,0.39,0.01,2.56%,clickacompany
232,RNG,2024-06-18T10:49:01+02:00,R0.60,0.60,,,clickacompany
233,RTN,2024-06-18T11:51:40+02:00,R11.01,11.48,-0.47,-4.09%,clickacompany
234,RTOP,2024-06-18T17:06:32+02:00,R1.11,1.11,,,clickacompany
235,RTO,2024-06-18T17:06:32+02:00,R11.50,11.50,,,clickacompany
236,S32,2024-06-18T17:00:38+02:00,R43.79,43.92,-0.13,-0.30%,clickacompany
237,SZK,2024-06-18T16:43:46+02:00,R37.01,37.00,0.01,0.03%,clickacompany
238,SXM,2024-06-18T17:06:32+02:00,R1.00,1.00,,,clickacompany
239,SBP,2024-06-18T16:44:52+02:00,R68.50,65.61,2.89,4.40%,clickacompany
240,SAC,2024-06-18T17:08:26+02:00,R2.61,2.45,0.16,6.53%,clickacompany
241,SLG,2024-06-18T17:06:32+02:00,R0.50,0.50,,,clickacompany
242,SAP,2024-06-18T17:00:33+02:00,R49.94,49.43,0.51,1.03%,clickacompany
243,SAR,2024-06-18T17:06:32+02:00,R5.59,5.59,,,clickacompany
244,SBKP,2024-06-18T17:06:32+02:00,R0.66,0.66,,,clickacompany
245,SBK,2024-06-18T17:06:32+02:00,R212.44,199.36,13.08,6.56%,clickacompany
246,SBPP,2024-06-18T16:45:18+02:00,R84.39,84.49,-0.10,-0.12%,clickacompany
247,SCD,2024-06-18T17:06:32+02:00,R14.69,14.69,,,clickacompany
248,SEA,2024-06-18T17:00:47+02:00,R8.50,8.25,0.25,3.03%,clickacompany
249,SEB,2024-06-18T14:10:23+02:00,R1.68,1.59,0.09,5.66%,clickacompany
250,SEP,2024-06-18T17:00:54+02:00,R1.35,1.08,0.27,25.00%,clickacompany
251,SFN,2024-06-18T17:06:32+02:00,R17.50,17.50,,,clickacompany
252,SHC,2024-06-18T17:00:39+02:00,R32.50,31.80,0.70,2.20%,clickacompany
253,SHG,2024-06-18T17:00:17+02:00,R7.85,7.86,-0.01,-0.13%,clickacompany
254,SHP,2024-06-18T17:08:00+02:00,R285.84,264.60,21.24,8.03%,clickacompany
255,SSW,2024-06-18T17:04:07+02:00,R20.29,20.04,0.25,1.25%,clickacompany
256,SLM,2024-06-18T17:09:05+02:00,R83.27,76.48,6.79,8.88%,clickacompany
257,SNT,2024-06-18T17:04:39+02:00,R310.59,294.10,16.49,5.61%,clickacompany
258,SNV,2024-06-18T16:37:37+02:00,R7.80,7.90,-0.10,-1.27%,clickacompany
259,SOH,2024-06-18T17:06:32+02:00,R1.59,1.59,,,clickacompany
260,SOLBE1,2024-06-18T17:06:32+02:00,R119.00,119.00,,,clickacompany
261,SOL,2024-06-18T17:11:37+02:00,R128.02,115.96,12.06,10.40%,clickacompany
262,SDL,2024-06-18T17:06:32+02:00,R3.75,3.75,,,clickacompany
263,SSU,2024-06-18T17:00:38+02:00,R5.70,5.50,0.20,3.64%,clickacompany
264,SPG,2024-06-18T17:04:37+02:00,R30.20,27.70,2.50,9.03%,clickacompany
265,SPP,2024-06-18T17:09:28+02:00,R116.58,114.34,2.24,1.96%,clickacompany
266,SRE,2024-06-18T17:00:59+02:00,R22.37,22.51,-0.14,-0.62%,clickacompany
267,SSK,2024-06-18T13:45:15+02:00,R1.33,1.23,0.10,8.13%,clickacompany
268,SSS,2024-06-18T17:02:21+02:00,R14.04,13.50,0.54,4.00%,clickacompany
269,SDO,2024-06-18T17:02:44+02:00,R4.77,4.70,0.07,1.49%,clickacompany
270,SUI,2024-06-18T17:09:54+02:00,R36.82,35.98,0.84,2.33%,clickacompany
271,SUR,2024-06-18T16:42:15+02:00,R37.00,30.00,7.00,23.33%,clickacompany
272,SYG,2024-06-18T17:00:34+02:00,R20.90,20.84,0.06,0.29%,clickacompany
273,TBS,2024-06-18T17:10:50+02:00,R214.00,200.00,14.00,7.00%,clickacompany
274,TCP,2024-06-18T17:00:38+02:00,R2.87,2.80,0.07,2.50%,clickacompany
275,TEX,2024-06-18T17:06:32+02:00,R3.25,3.25,,,clickacompany
276,TFGP,2024-06-18T17:06:32+02:00,R1.01,1.01,,,clickacompany
277,TFG,2024-06-18T17:00:35+02:00,R130.38,119.04,11.34,9.53%,clickacompany
278,THA,2024-06-18T17:00:53+02:00,R18.99,18.55,0.44,2.37%,clickacompany
279,TGA,2024-06-18T17:00:32+02:00,R113.22,120.20,-6.98,-5.81%,clickacompany
280,TKG,2024-06-18T17:09:09+02:00,R25.00,24.20,0.80,3.31%,clickacompany
281,TLM,2024-06-18T17:06:32+02:00,R1.20,1.20,,,clickacompany
282,TMT,2024-06-18T16:35:25+02:00,R2.10,2.10,,,clickacompany
283,TON,2024-06-18T17:06:32+02:00,R4.04,4.04,,,clickacompany
284,TPC,2024-06-18T16:37:37+02:00,R30.01,31.00,-0.99,-3.19%,clickacompany
285,TRE,2024-06-18T17:00:38+02:00,R7.10,7.20,-0.10,-1.39%,clickacompany
286,TRL,2024-06-18T10:55:24+02:00,R1.86,1.98,-0.12,-6.06%,clickacompany
287,TRU,2024-06-18T17:05:54+02:00,R96.00,87.12,8.88,10.19%,clickacompany
288,TSG,2024-06-18T17:00:43+02:00,R11.42,11.08,0.34,3.07%,clickacompany
289,TTO,2024-06-18T17:00:47+02:00,R0.36,0.29,0.07,24.14%,clickacompany
290,UPL,2024-06-18T17:06:32+02:00,R22.00,22.00,,,clickacompany
291,VIS,2024-06-18T17:06:32+02:00,R0.02,0.02,,,clickacompany
292,VKE,2024-06-18T17:08:40+02:00,R16.30,15.01,1.29,8.59%,clickacompany
293,VOD,2024-06-18T17:05:53+02:00,R98.00,93.80,4.20,4.48%,clickacompany
294,VUN,2024-06-18T14:41:36+02:00,R1.87,1.95,-0.08,-4.10%,clickacompany
295,WBO,2024-06-18T17:00:05+02:00,R156.78,154.27,2.51,1.63%,clickacompany
296,WBC,2024-06-18T17:00:17+02:00,R27.30,25.32,1.98,7.82%,clickacompany
297,WEZ,2024-06-18T17:00:58+02:00,R0.50,0.52,-0.02,-3.85%,clickacompany
298,WHL,2024-06-18T17:05:30+02:00,R62.56,59.03,3.53,5.98%,clickacompany
299,WKF,2024-06-18T17:06:32+02:00,R1.40,1.40,,,clickacompany
300,YRK,2024-06-18T17:00:50+02:00,R1.69,1.69,,,clickacompany
301,YYLBEE,2024-06-18T10:11:33+02:00,R21.00,20.50,0.50,2.44%,clickacompany
302,ZZD,2024-06-18T17:00:08+02:00,R11.85,11.79,0.06,0.51%,clickacompany
303,ZED,2024-06-18T17:00:38+02:00,R1.92,1.80,0.12,6.67%,clickacompany
