,id,dt,i,c,m,p,t
87,DLT,2024-05-31T15:19:36+02:00,R0.25,0.25,,,clickacompany
88,DNB,2024-05-31T15:28:06+02:00,R2.15,2.30,-0.15,-6.52%,clickacompany
89,DRA,2024-05-31T17:01:00+02:00,R24.25,24.25,,,clickacompany
90,DRD,2024-05-31T17:00:43+02:00,R15.83,15.95,-0.12,-0.75%,clickacompany
91,DSBP,2024-05-31T13:01:51+02:00,R95.00,94.00,1.00,1.06%,clickacompany
92,DSY,2024-05-31T17:00:45+02:00,R109.69,110.84,-1.15,-1.04%,clickacompany
93,DTC,2024-05-31T17:09:54+02:00,R37.29,36.88,0.41,1.11%,clickacompany
94,EEL,2024-05-31T17:01:00+02:00,R0.12,0.12,,,clickacompany
95,ELI,2024-05-31T17:01:00+02:00,R0.01,0.01,,,clickacompany
96,EMH,2024-05-31T11:34:34+02:00,R3.25,3.40,-0.15,-4.41%,clickacompany
97,EMI,2024-05-31T17:00:51+02:00,R9.50,9.55,-0.05,-0.52%,clickacompany
98,EMN,2024-05-31T17:01:00+02:00,R3.29,3.29,,,clickacompany
99,ENX,2024-05-31T10:52:36+02:00,R9.10,9.10,,,clickacompany
100,EOH,2024-05-31T17:00:20+02:00,R1.51,1.51,,,clickacompany
101,EPE,2024-05-31T16:12:41+02:00,R3.80,3.80,,,clickacompany
102,EPS,2024-05-31T17:01:00+02:00,R1.85,1.85,,,clickacompany
103,EQU,2024-05-31T17:00:00+02:00,R12.97,12.88,0.09,0.70%,clickacompany
104,EUZ,2024-05-31T14:13:41+02:00,R0.37,0.37,,,clickacompany
105,EXP,2024-05-31T17:01:00+02:00,R11.50,11.50,,,clickacompany
106,EXX,2024-05-31T17:00:51+02:00,R181.43,180.10,1.33,0.74%,clickacompany
107,FTA,2024-05-31T16:28:02+02:00,R15.11,15.11,,,clickacompany
108,FTB,2024-05-31T17:00:36+02:00,R3.85,3.87,-0.02,-0.52%,clickacompany
109,FBR,2024-05-31T17:00:19+02:00,R49.87,49.70,0.17,0.34%,clickacompany
110,FFB,2024-05-31T17:00:30+02:00,R15.10,15.20,-0.10,-0.66%,clickacompany
111,FGL,2024-05-31T17:00:13+02:00,R0.42,0.42,,,clickacompany
112,FTH,2024-05-31T17:01:00+02:00,R6.70,6.70,,,clickacompany
113,FSR,2024-05-31T17:08:27+02:00,R65.00,64.48,0.52,0.81%,clickacompany
114,GML,2024-05-31T17:00:47+02:00,R3.05,3.09,-0.04,-1.29%,clickacompany
115,GFI,2024-05-31T17:07:08+02:00,R292.68,299.31,-6.63,-2.22%,clickacompany
116,GLN,2024-05-31T17:00:11+02:00,R114.95,114.20,0.75,0.66%,clickacompany
117,GND,2024-05-31T17:00:01+02:00,R13.50,13.66,-0.16,-1.17%,clickacompany
118,GNDP,2024-05-31T09:58:34+02:00,R86.00,88.40,-2.40,-2.71%,clickacompany
119,GPL,2024-05-31T17:00:05+02:00,R3.60,3.60,,,clickacompany
120,GSH,2024-05-31T17:00:05+02:00,R252.00,249.98,2.02,0.81%,clickacompany
121,GRT,2024-05-31T17:09:00+02:00,R10.99,11.01,-0.02,-0.18%,clickacompany
122,GTC,2024-05-31T17:01:00+02:00,R40.00,40.00,,,clickacompany
123,HAR,2024-05-31T17:05:28+02:00,R170.91,174.68,-3.77,-2.16%,clickacompany
124,HCI,2024-05-31T17:00:50+02:00,R164.86,163.28,1.58,0.97%,clickacompany
125,HDC,2024-05-31T17:00:11+02:00,R165.03,165.00,0.03,0.02%,clickacompany
126,HET,2024-05-31T17:01:00+02:00,R13.50,13.50,,,clickacompany
127,HIL,2024-05-31T17:01:00+02:00,R25.00,24.98,0.02,0.08%,clickacompany
128,HLM,2024-05-31T15:39:12+02:00,R3.95,3.95,,,clickacompany
129,HMN,2024-05-31T17:00:47+02:00,R6.58,6.52,0.06,0.92%,clickacompany
130,HUG,2024-05-31T14:41:45+02:00,R2.20,2.40,-0.20,-8.33%,clickacompany
131,HYP,2024-05-31T17:03:15+02:00,R27.36,27.60,-0.24,-0.87%,clickacompany
132,IBX,2024-05-31T17:01:00+02:00,R97.00,97.00,,,clickacompany
133,IMP,2024-05-31T17:09:49+02:00,R96.21,98.43,-2.22,-2.26%,clickacompany
134,INL,2024-05-31T17:00:13+02:00,R123.04,121.80,1.24,1.02%,clickacompany
135,INP,2024-05-31T17:00:30+02:00,R123.11,122.53,0.58,0.47%,clickacompany
136,INPP,2024-05-31T17:01:00+02:00,R122.00,122.00,,,clickacompany
137,INPPR,2024-05-31T17:01:00+02:00,R88.00,88.00,,,clickacompany
138,INPR,2024-05-31T16:48:47+02:00,R86.40,86.94,-0.54,-0.62%,clickacompany
139,IVT,2024-05-31T17:00:35+02:00,R26.45,26.50,-0.05,-0.19%,clickacompany
140,IVTP,2024-05-31T16:03:00+02:00,R95.00,95.00,,,clickacompany
141,ISA,2024-05-31T16:38:39+02:00,R1.77,1.79,-0.02,-1.12%,clickacompany
142,ISB,2024-05-31T13:49:08+02:00,R0.82,0.82,,,clickacompany
143,ITE,2024-05-31T17:00:07+02:00,R9.45,9.51,-0.06,-0.63%,clickacompany
144,JBL,2024-05-31T17:00:01+02:00,R1.92,1.90,0.02,1.05%,clickacompany
145,JSE,2024-05-31T17:02:23+02:00,R92.04,92.14,-0.10,-0.11%,clickacompany
146,KAL,2024-05-31T17:00:48+02:00,R47.50,48.00,-0.50,-1.04%,clickacompany
147,KAP,2024-05-31T17:00:35+02:00,R2.53,2.53,,,clickacompany
148,KRO,2024-05-31T17:00:56+02:00,R550.00,545.01,4.99,0.92%,clickacompany
149,KBO,2024-05-31T11:25:17+02:00,R0.01,0.01,,,clickacompany
150,KIO,2024-05-31T17:00:50+02:00,R490.26,492.20,-1.94,-0.39%,clickacompany
151,KP2,2024-05-31T16:18:30+02:00,R0.46,0.60,-0.14,-23.33%,clickacompany
152,KST,2024-05-31T17:03:32+02:00,R16.20,16.31,-0.11,-0.67%,clickacompany
153,LAB,2024-05-31T17:01:00+02:00,R0.07,0.07,,,clickacompany
154,LSK,2024-05-31T17:01:00+02:00,R92.10,92.10,,,clickacompany
155,LEW,2024-05-31T17:10:44+02:00,R47.06,45.61,1.45,3.18%,clickacompany
156,LHC,2024-05-31T17:06:01+02:00,R11.07,10.80,0.27,2.50%,clickacompany
157,LBR,2024-05-31T16:12:41+02:00,R3.65,3.65,,,clickacompany
158,LTE,2024-05-31T17:00:42+02:00,R7.85,7.87,-0.02,-0.25%,clickacompany
159,LNF,2024-05-31T17:01:00+02:00,R12.00,12.00,,,clickacompany
160,MHB,2024-05-31T17:01:00+02:00,R4.99,4.99,,,clickacompany
161,MTU,2024-05-31T17:00:36+02:00,R1.49,1.33,0.16,12.03%,clickacompany
162,MCZ,2024-05-31T17:01:00+02:00,R1.90,1.90,,,clickacompany
163,MDI,2024-05-31T15:24:57+02:00,R12.05,12.00,0.05,0.42%,clickacompany
164,MFL,2024-05-31T17:00:06+02:00,R2.49,2.55,-0.06,-2.35%,clickacompany
165,MMP,2024-05-31T13:08:01+02:00,R29.00,30.00,-1.00,-3.33%,clickacompany
166,MNP,2024-05-31T17:02:54+02:00,R371.47,370.24,1.23,0.33%,clickacompany
167,MTM,2024-05-31T17:00:04+02:00,R21.28,21.26,0.02,0.09%,clickacompany
168,MKR,2024-05-31T17:00:44+02:00,R100.00,98.00,2.00,2.04%,clickacompany
169,MTH,2024-05-31T17:00:52+02:00,R86.13,86.06,0.07,0.08%,clickacompany
170,MPT,2024-05-31T16:12:41+02:00,R26.50,26.49,0.01,0.04%,clickacompany
171,MRF,2024-05-31T17:00:55+02:00,R1.27,1.25,0.02,1.60%,clickacompany
172,MRP,2024-05-31T17:02:54+02:00,R177.50,178.88,-1.38,-0.77%,clickacompany
173,MSP,2024-05-31T17:00:20+02:00,R17.17,17.32,-0.15,-0.87%,clickacompany
174,MST,2024-05-31T17:00:47+02:00,R8.70,8.70,,,clickacompany
175,MTA,2024-05-31T17:00:56+02:00,R10.99,10.90,0.09,0.83%,clickacompany
176,MTNZF,2024-05-31T17:00:31+02:00,R14.11,14.11,,,clickacompany
177,MTN,2024-05-31T17:05:58+02:00,R82.06,85.20,-3.14,-3.69%,clickacompany
178,MCG,2024-05-31T17:05:58+02:00,R112.55,113.00,-0.45,-0.40%,clickacompany
179,MUR,2024-05-31T17:00:20+02:00,R1.94,1.91,0.03,1.57%,clickacompany
180,NCS,2024-05-31T14:10:56+02:00,R0.95,0.95,,,clickacompany
181,NED,2024-05-31T17:00:14+02:00,R228.48,232.10,-3.62,-1.56%,clickacompany
182,NY1,2024-05-31T17:00:28+02:00,R39.71,39.10,0.61,1.56%,clickacompany
183,N91,2024-05-31T17:09:02+02:00,R40.22,39.96,0.26,0.65%,clickacompany
184,NPH,2024-05-31T17:00:20+02:00,R129.72,128.76,0.96,0.75%,clickacompany
185,NPK,2024-05-31T17:00:42+02:00,R181.78,184.51,-2.73,-1.48%,clickacompany
186,NPKP,2024-05-31T17:01:00+02:00,R0.70,0.70,,,clickacompany
187,NPN,2024-05-31T17:02:56+02:00,"R3,728.33","3,808.29",-79.96,-2.10%,clickacompany
188,NPP1,2024-05-31T17:01:00+02:00,R1.31,1.31,,,clickacompany
189,NRL,2024-05-31T17:01:00+02:00,R4.80,4.80,,,clickacompany
190,NRP,2024-05-31T17:00:11+02:00,R129.82,129.78,0.04,0.03%,clickacompany
191,NTC,2024-05-31T17:03:01+02:00,R11.26,11.25,0.01,0.09%,clickacompany
192,NTCP,2024-05-31T17:01:00+02:00,R78.00,78.00,,,clickacompany
193,XII,2024-05-31T17:01:00+02:00,R0.02,0.02,,,clickacompany
194,NVS,2024-05-31T17:00:11+02:00,R4.70,4.89,-0.19,-3.89%,clickacompany
195,NWL,2024-05-31T16:02:03+02:00,R28.00,27.60,0.40,1.45%,clickacompany
196,OAO,2024-05-31T17:01:00+02:00,R0.09,0.09,,,clickacompany
197,OAS,2024-05-31T15:33:32+02:00,R19.75,19.75,,,clickacompany
198,OCE,2024-05-31T17:09:51+02:00,R72.78,72.04,0.74,1.03%,clickacompany
199,OCT,2024-05-31T16:28:28+02:00,R9.89,9.70,0.19,1.96%,clickacompany
200,OMU,2024-05-31T17:02:27+02:00,R10.63,10.74,-0.11,-1.02%,clickacompany
201,OMN,2024-05-31T17:00:12+02:00,R56.12,53.66,2.46,4.58%,clickacompany
202,ORN,2024-05-31T17:00:12+02:00,R0.23,0.23,,,clickacompany
203,OUT,2024-05-31T17:10:35+02:00,R40.05,40.83,-0.78,-1.91%,clickacompany
204,PAN,2024-05-31T17:00:00+02:00,R6.01,5.96,0.05,0.84%,clickacompany
205,PBG,2024-05-31T11:42:53+02:00,R6.41,6.63,-0.22,-3.32%,clickacompany
206,PPH,2024-05-31T17:02:36+02:00,R16.98,17.18,-0.20,-1.16%,clickacompany
207,PIK,2024-05-31T17:03:00+02:00,R24.84,24.46,0.38,1.55%,clickacompany
208,PMV,2024-05-31T09:43:11+02:00,R1.39,1.31,0.08,6.11%,clickacompany
209,PWR,2024-05-31T15:48:44+02:00,R101.00,100.00,1.00,1.00%,clickacompany
210,PPC,2024-05-31T17:07:18+02:00,R3.35,3.34,0.01,0.30%,clickacompany
211,PPE,2024-05-31T17:00:58+02:00,R0.74,0.74,,,clickacompany
212,PPR,2024-05-31T17:01:00+02:00,R3.19,3.19,,,clickacompany
213,PMR,2024-05-31T17:00:59+02:00,R61.50,61.50,,,clickacompany
214,PHP,2024-05-31T17:01:00+02:00,R23.49,22.07,1.42,6.43%,clickacompany
215,PRX,2024-05-31T17:06:07+02:00,R674.93,683.20,-8.27,-1.21%,clickacompany
216,PSV,2024-05-31T17:01:00+02:00,R0.08,0.08,,,clickacompany
217,QFH,2024-05-31T17:00:47+02:00,R10.47,10.48,-0.01,-0.10%,clickacompany
218,QLT,2024-05-31T17:00:25+02:00,R27.86,27.40,0.46,1.68%,clickacompany
219,RACP,2024-05-31T17:01:00+02:00,R7.05,7.05,,,clickacompany
220,RBX,2024-05-31T17:00:44+02:00,R35.76,35.91,-0.15,-0.42%,clickacompany
221,RCL,2024-05-31T17:00:13+02:00,R10.10,10.20,-0.10,-0.98%,clickacompany
222,RDF,2024-05-31T17:00:14+02:00,R3.59,3.56,0.03,0.84%,clickacompany
223,REA,2024-05-31T17:01:00+02:00,R0.96,0.96,,,clickacompany
224,REB,2024-05-31T17:01:00+02:00,R0.16,0.16,,,clickacompany
225,RNI,2024-05-31T17:00:34+02:00,R473.41,484.96,-11.55,-2.38%,clickacompany
226,REM,2024-05-31T17:00:07+02:00,R120.70,120.29,0.41,0.34%,clickacompany
227,REN,2024-05-31T17:00:42+02:00,R10.35,10.16,0.19,1.87%,clickacompany
228,RES,2024-05-31T17:08:53+02:00,R42.65,42.09,0.56,1.33%,clickacompany
229,RFG,2024-05-31T16:39:54+02:00,R13.98,13.61,0.37,2.72%,clickacompany
230,RHB,2024-05-31T17:01:00+02:00,R2.25,2.25,,,clickacompany
231,RLO,2024-05-31T17:02:24+02:00,R68.40,67.13,1.27,1.89%,clickacompany
232,RMH,2024-05-31T17:00:01+02:00,R0.38,0.38,,,clickacompany
233,RNG,2024-05-31T16:12:35+02:00,R0.79,0.80,-0.01,-1.25%,clickacompany
234,RTN,2024-05-31T17:01:00+02:00,R15.30,15.30,,,clickacompany
235,RTOP,2024-05-31T17:01:00+02:00,R1.11,1.11,,,clickacompany
236,RTO,2024-05-31T17:01:00+02:00,R11.50,11.50,,,clickacompany
237,S32,2024-05-31T17:00:16+02:00,R49.60,49.00,0.60,1.22%,clickacompany
238,SZK,2024-05-31T16:46:06+02:00,R40.00,40.00,,,clickacompany
239,SXM,2024-05-31T17:01:00+02:00,R1.00,1.00,,,clickacompany
240,SBP,2024-05-31T14:05:27+02:00,R66.00,67.00,-1.00,-1.49%,clickacompany
241,SAC,2024-05-31T17:00:13+02:00,R2.51,2.53,-0.02,-0.79%,clickacompany
242,SLG,2024-05-31T17:01:00+02:00,R0.50,0.50,,,clickacompany
243,SAP,2024-05-31T17:00:09+02:00,R53.54,55.02,-1.48,-2.69%,clickacompany
244,SAR,2024-05-31T17:01:00+02:00,R5.25,5.25,,,clickacompany
245,SBKP,2024-05-31T17:01:00+02:00,R0.65,0.65,,,clickacompany
246,SBK,2024-05-31T17:02:36+02:00,R179.18,176.18,3.00,1.70%,clickacompany
247,SBPP,2024-05-31T15:32:10+02:00,R85.00,84.75,0.25,0.29%,clickacompany
248,SCD,2024-05-31T16:26:35+02:00,R15.00,15.10,-0.10,-0.66%,clickacompany
249,SEA,2024-05-31T14:00:24+02:00,R8.27,8.00,0.27,3.38%,clickacompany
250,SEB,2024-05-31T17:01:00+02:00,R1.88,1.88,,,clickacompany
251,SEP,2024-05-31T14:10:28+02:00,R1.10,1.10,,,clickacompany
252,SFN,2024-05-31T17:01:00+02:00,R16.51,16.51,,,clickacompany
253,SHC,2024-05-31T17:00:26+02:00,R34.77,34.93,-0.16,-0.46%,clickacompany
254,SHG,2024-05-31T16:01:40+02:00,R7.80,7.85,-0.05,-0.64%,clickacompany
255,SHP,2024-05-31T17:00:54+02:00,R249.69,253.71,-4.02,-1.58%,clickacompany
256,SSW,2024-05-31T17:04:28+02:00,R23.61,23.81,-0.20,-0.84%,clickacompany
257,SLM,2024-05-31T17:00:38+02:00,R70.84,71.59,-0.75,-1.05%,clickacompany
258,SNT,2024-05-31T17:00:50+02:00,R298.67,295.00,3.67,1.24%,clickacompany
259,SNV,2024-05-31T16:06:40+02:00,R7.50,7.55,-0.05,-0.66%,clickacompany
260,SOH,2024-05-31T17:01:00+02:00,R1.35,1.35,,,clickacompany
261,SOLBE1,2024-05-31T17:01:00+02:00,R119.00,119.00,,,clickacompany
262,SOL,2024-05-31T17:07:49+02:00,R124.10,123.50,0.60,0.49%,clickacompany
263,SDL,2024-05-31T17:01:00+02:00,R3.90,3.90,,,clickacompany
264,SSU,2024-05-31T17:00:31+02:00,R5.27,5.25,0.02,0.38%,clickacompany
265,SPG,2024-05-31T17:00:03+02:00,R27.11,27.12,-0.01,-0.04%,clickacompany
266,SPP,2024-05-31T17:07:39+02:00,R103.98,101.53,2.45,2.41%,clickacompany
267,SRE,2024-05-31T17:00:50+02:00,R23.11,23.01,0.10,0.43%,clickacompany
268,SSK,2024-05-31T17:03:02+02:00,R1.05,1.12,-0.07,-6.25%,clickacompany
269,SSS,2024-05-31T17:00:25+02:00,R13.43,13.12,0.31,2.36%,clickacompany
270,SDO,2024-05-31T17:00:31+02:00,R4.55,4.60,-0.05,-1.09%,clickacompany
271,SUI,2024-05-31T17:00:30+02:00,R36.93,36.32,0.61,1.68%,clickacompany
272,SUR,2024-05-31T14:19:28+02:00,R29.80,29.90,-0.10,-0.33%,clickacompany
273,SYG,2024-05-31T16:45:26+02:00,R20.69,20.25,0.44,2.17%,clickacompany
274,TBS,2024-05-31T17:08:57+02:00,R195.00,192.00,3.00,1.56%,clickacompany
275,TCP,2024-05-31T17:00:33+02:00,R2.48,2.56,-0.08,-3.13%,clickacompany
276,TEX,2024-05-31T16:35:56+02:00,R3.33,3.20,0.13,4.06%,clickacompany
277,TFGP,2024-05-31T17:01:00+02:00,R1.01,1.01,,,clickacompany
278,TFG,2024-05-31T17:10:15+02:00,R95.00,96.31,-1.31,-1.36%,clickacompany
279,THA,2024-05-31T17:00:14+02:00,R17.95,18.40,-0.45,-2.45%,clickacompany
280,TGA,2024-05-31T17:06:14+02:00,R134.50,132.05,2.45,1.86%,clickacompany
281,TKG,2024-05-31T17:00:49+02:00,R23.74,23.44,0.30,1.28%,clickacompany
282,TLM,2024-05-31T17:01:00+02:00,R1.20,1.20,,,clickacompany
283,TMT,2024-05-31T17:01:00+02:00,R2.10,2.10,,,clickacompany
284,TON,2024-05-31T17:01:00+02:00,R4.04,4.04,,,clickacompany
285,TPC,2024-05-31T17:01:00+02:00,R30.01,30.01,,,clickacompany
286,TRE,2024-05-31T17:00:10+02:00,R7.50,7.40,0.10,1.35%,clickacompany
287,TRL,2024-05-31T17:01:00+02:00,R1.95,1.95,,,clickacompany
288,TRU,2024-05-31T17:00:19+02:00,R76.28,76.76,-0.48,-0.63%,clickacompany
289,TSG,2024-05-31T17:00:52+02:00,R10.56,10.74,-0.18,-1.68%,clickacompany
290,TTO,2024-05-31T13:20:13+02:00,R0.55,0.55,,,clickacompany
291,UPL,2024-05-31T17:01:00+02:00,R22.00,22.00,,,clickacompany
292,VIS,2024-05-31T14:50:02+02:00,R0.04,0.04,,,clickacompany
293,VKE,2024-05-31T17:07:31+02:00,R14.67,14.91,-0.24,-1.61%,clickacompany
294,VOD,2024-05-31T17:00:25+02:00,R92.45,93.88,-1.43,-1.52%,clickacompany
295,VUN,2024-05-31T17:01:00+02:00,R2.60,2.60,,,clickacompany
296,WBO,2024-05-31T17:02:34+02:00,R150.70,153.00,-2.30,-1.50%,clickacompany
297,WBC,2024-05-31T17:05:26+02:00,R23.89,23.50,0.39,1.66%,clickacompany
298,WEZ,2024-05-31T17:00:55+02:00,R0.64,0.70,-0.06,-8.57%,clickacompany
299,WHL,2024-05-31T17:02:51+02:00,R54.45,55.80,-1.35,-2.42%,clickacompany
300,WKF,2024-05-31T12:43:02+02:00,R1.40,1.40,,,clickacompany
301,YRK,2024-05-31T15:57:53+02:00,R1.70,1.72,-0.02,-1.16%,clickacompany
302,YYLBEE,2024-05-31T17:01:00+02:00,R23.25,23.25,,,clickacompany
303,ZZD,2024-05-31T17:00:26+02:00,R11.80,11.90,-0.10,-0.84%,clickacompany
304,ZED,2024-05-31T16:43:04+02:00,R1.78,1.77,0.01,0.56%,clickacompany
