,id,dt,i,c,m,p,t
35,ART,2024-06-05T16:47:11+02:00,R20.40,20.40,,,clickacompany
36,ASC,2024-06-05T11:39:27+02:00,R0.79,0.79,,,clickacompany
37,ATT,2024-06-05T17:02:45+02:00,R10.23,10.16,0.07,0.69%,clickacompany
38,AVI,2024-06-05T17:00:27+02:00,R86.74,87.92,-1.18,-1.34%,clickacompany
39,AYO,2024-06-05T12:15:49+02:00,R0.48,0.50,-0.02,-4.00%,clickacompany
40,BAT,2024-06-05T17:00:25+02:00,R0.95,0.99,-0.04,-4.04%,clickacompany
41,BAW,2024-06-05T17:00:53+02:00,R91.71,91.00,0.71,0.78%,clickacompany
42,BAWP,2024-06-05T17:06:41+02:00,R0.81,0.81,,,clickacompany
43,BCF,2024-06-05T17:06:41+02:00,R10.80,10.80,,,clickacompany
44,BEL,2024-06-05T17:06:41+02:00,R25.20,25.20,,,clickacompany
45,BHG,2024-06-05T17:00:15+02:00,R552.87,536.25,16.62,3.10%,clickacompany
46,BID,2024-06-05T17:05:01+02:00,R420.42,414.52,5.90,1.42%,clickacompany
47,BIK,2024-06-05T17:06:41+02:00,R0.13,0.13,,,clickacompany
48,BLU,2024-06-05T17:00:57+02:00,R4.33,4.25,0.08,1.88%,clickacompany
49,BIHLEB,2024-06-05T17:06:41+02:00,R783.00,783.00,,,clickacompany
50,BRN,2024-06-05T12:44:23+02:00,R4.95,4.65,0.30,6.45%,clickacompany
51,BRT,2024-06-05T17:06:41+02:00,R4.60,4.60,,,clickacompany
52,BSR,2024-06-05T17:06:41+02:00,R0.04,0.04,,,clickacompany
53,BTI,2024-06-05T17:02:33+02:00,R587.40,575.60,11.80,2.05%,clickacompany
54,BKI,2024-06-05T17:06:41+02:00,R0.73,0.73,,,clickacompany
55,BTN,2024-06-05T17:00:53+02:00,R7.32,7.24,0.08,1.10%,clickacompany
56,BVT,2024-06-05T17:00:29+02:00,R244.20,249.06,-4.86,-1.95%,clickacompany
57,BWN,2024-06-05T17:00:21+02:00,R1.76,1.90,-0.14,-7.37%,clickacompany
58,BYI,2024-06-05T17:00:12+02:00,R135.62,133.40,2.22,1.66%,clickacompany
59,CAA,2024-06-05T17:00:04+02:00,R12.00,12.00,,,clickacompany
60,CAC,2024-06-05T17:06:41+02:00,R3.10,3.10,,,clickacompany
61,CTA,2024-06-05T17:00:47+02:00,R1.18,1.16,0.02,1.72%,clickacompany
62,CVW,2024-06-05T17:06:41+02:00,R8.50,8.50,,,clickacompany
63,CAT,2024-06-05T17:00:59+02:00,R9.99,10.10,-0.11,-1.09%,clickacompany
64,CATP,2024-06-05T17:06:41+02:00,R95.15,95.15,,,clickacompany
65,CFR,2024-06-05T17:00:55+02:00,"R3,098.10","3,020.85",77.25,2.56%,clickacompany
66,CGN,2024-06-05T17:06:41+02:00,R1.03,1.03,,,clickacompany
67,CGR,2024-06-05T15:46:58+02:00,R5.80,6.00,-0.20,-3.33%,clickacompany
68,CHP,2024-06-05T12:15:57+02:00,R0.57,0.57,,,clickacompany
69,CKS,2024-06-05T16:37:28+02:00,R29.00,33.00,-4.00,-12.12%,clickacompany
70,CLH,2024-06-05T17:00:14+02:00,R4.04,4.10,-0.06,-1.46%,clickacompany
71,CLI,2024-06-05T15:50:16+02:00,R10.25,9.85,0.40,4.06%,clickacompany
72,CLS,2024-06-05T17:00:42+02:00,R298.49,304.00,-5.51,-1.81%,clickacompany
73,CMH,2024-06-05T17:00:59+02:00,R26.62,27.05,-0.43,-1.59%,clickacompany
74,CML,2024-06-05T17:00:51+02:00,R34.66,34.90,-0.24,-0.69%,clickacompany
75,CMO,2024-06-05T17:06:41+02:00,R0.06,0.06,,,clickacompany
76,CND,2024-06-05T17:06:41+02:00,R0.04,0.04,,,clickacompany
77,COH,2024-06-05T17:00:42+02:00,R10.44,10.40,0.04,0.38%,clickacompany
78,CPP,2024-06-05T17:06:41+02:00,R9.00,9.27,-0.27,-2.91%,clickacompany
79,CPR,2024-06-05T17:00:54+02:00,R3.90,4.15,-0.25,-6.02%,clickacompany
80,CPI,2024-06-05T17:06:12+02:00,"R2,170.00","2,198.43",-28.43,-1.29%,clickacompany
81,CPIP,2024-06-05T17:06:41+02:00,R100.00,100.00,,,clickacompany
82,CRP,2024-06-05T16:25:45+02:00,R14.50,14.10,0.40,2.84%,clickacompany
83,CSB,2024-06-05T17:00:04+02:00,R146.00,144.00,2.00,1.39%,clickacompany
84,DCP,2024-06-05T17:00:22+02:00,R32.00,31.93,0.07,0.22%,clickacompany
85,DKR,2024-06-05T17:06:41+02:00,R156.00,156.00,,,clickacompany
86,DIB,2024-06-05T17:00:16+02:00,R3.75,3.98,-0.23,-5.78%,clickacompany
87,DLT,2024-06-05T17:06:41+02:00,R0.30,0.30,,,clickacompany
88,DNB,2024-06-05T17:06:41+02:00,R2.30,2.30,,,clickacompany
89,DRA,2024-06-05T17:06:41+02:00,R24.18,24.25,-0.07,-0.29%,clickacompany
90,DRD,2024-06-05T17:06:51+02:00,R16.07,15.67,0.40,2.55%,clickacompany
91,DSBP,2024-06-05T15:33:50+02:00,R95.00,96.49,-1.49,-1.54%,clickacompany
92,DSY,2024-06-05T17:07:46+02:00,R109.56,113.26,-3.70,-3.27%,clickacompany
93,DTC,2024-06-05T17:00:16+02:00,R37.80,37.80,,,clickacompany
94,EEL,2024-06-05T17:06:41+02:00,R0.12,0.12,,,clickacompany
95,ELI,2024-06-05T17:06:41+02:00,R0.01,0.01,,,clickacompany
96,EMH,2024-06-05T17:06:41+02:00,R3.39,3.39,,,clickacompany
97,EMI,2024-06-05T17:00:32+02:00,R10.05,9.55,0.50,5.24%,clickacompany
98,EMN,2024-06-05T17:06:41+02:00,R3.05,3.05,,,clickacompany
99,ENX,2024-06-05T14:12:27+02:00,R9.49,9.49,,,clickacompany
100,EOH,2024-06-05T17:00:59+02:00,R1.57,1.55,0.02,1.29%,clickacompany
101,EPE,2024-06-05T17:00:19+02:00,R3.70,3.60,0.10,2.78%,clickacompany
102,EPS,2024-06-05T17:06:41+02:00,R1.80,1.80,,,clickacompany
103,EQU,2024-06-05T17:00:34+02:00,R12.68,13.23,-0.55,-4.16%,clickacompany
104,EUZ,2024-06-05T17:06:41+02:00,R0.30,0.30,,,clickacompany
105,EXP,2024-06-05T17:06:41+02:00,R11.50,11.50,,,clickacompany
106,EXX,2024-06-05T17:00:37+02:00,R175.12,173.95,1.17,0.67%,clickacompany
107,FTA,2024-06-05T11:27:35+02:00,R15.11,15.50,-0.39,-2.52%,clickacompany
108,FTB,2024-06-05T17:00:00+02:00,R3.99,3.90,0.09,2.31%,clickacompany
109,FBR,2024-06-05T17:00:34+02:00,R48.44,49.40,-0.96,-1.94%,clickacompany
110,FFB,2024-06-05T17:00:15+02:00,R15.57,15.46,0.11,0.71%,clickacompany
111,FGL,2024-06-05T17:00:25+02:00,R0.43,0.43,,,clickacompany
112,FTH,2024-06-05T17:06:41+02:00,R6.70,6.70,,,clickacompany
113,FSR,2024-06-05T17:09:23+02:00,R63.81,66.01,-2.20,-3.33%,clickacompany
114,GML,2024-06-05T17:00:25+02:00,R2.99,2.95,0.04,1.36%,clickacompany
115,GFI,2024-06-05T17:09:55+02:00,R289.88,280.72,9.16,3.26%,clickacompany
116,GLN,2024-06-05T17:05:37+02:00,R113.61,111.71,1.90,1.70%,clickacompany
117,GND,2024-06-05T17:00:34+02:00,R13.68,13.89,-0.21,-1.51%,clickacompany
118,GNDP,2024-06-05T17:06:41+02:00,R88.39,88.39,,,clickacompany
119,GPL,2024-06-05T17:06:41+02:00,R3.68,3.68,,,clickacompany
120,GSH,2024-06-05T14:15:31+02:00,R253.51,247.54,5.97,2.41%,clickacompany
121,GRT,2024-06-05T17:06:38+02:00,R11.14,11.27,-0.13,-1.15%,clickacompany
122,GTC,2024-06-05T17:06:41+02:00,R40.00,40.00,,,clickacompany
123,HAR,2024-06-05T17:08:09+02:00,R169.04,165.07,3.97,2.41%,clickacompany
124,HCI,2024-06-05T17:00:05+02:00,R162.99,162.95,0.04,0.02%,clickacompany
125,HDC,2024-06-05T17:00:06+02:00,R167.49,168.00,-0.51,-0.30%,clickacompany
126,HET,2024-06-05T17:06:41+02:00,R13.50,13.50,,,clickacompany
127,HIL,2024-06-05T17:06:41+02:00,R25.00,25.00,,,clickacompany
128,HLM,2024-06-05T17:00:50+02:00,R3.72,3.85,-0.13,-3.38%,clickacompany
129,HMN,2024-06-05T17:06:44+02:00,R6.78,6.69,0.09,1.35%,clickacompany
130,HUG,2024-06-05T17:06:41+02:00,R2.20,2.20,,,clickacompany
131,HYP,2024-06-05T17:00:53+02:00,R28.62,28.67,-0.05,-0.17%,clickacompany
132,IBX,2024-06-05T17:06:41+02:00,R97.68,97.68,,,clickacompany
133,IMP,2024-06-05T17:09:49+02:00,R88.96,88.57,0.39,0.44%,clickacompany
134,INL,2024-06-05T17:03:14+02:00,R122.73,125.07,-2.34,-1.87%,clickacompany
135,INP,2024-06-05T17:04:22+02:00,R122.97,125.45,-2.48,-1.98%,clickacompany
136,INPP,2024-06-05T17:06:41+02:00,R122.00,122.00,,,clickacompany
137,INPPR,2024-06-05T17:06:41+02:00,R88.00,88.00,,,clickacompany
138,INPR,2024-06-05T17:00:55+02:00,R87.00,87.48,-0.48,-0.55%,clickacompany
139,IVT,2024-06-05T17:00:59+02:00,R25.50,25.51,-0.01,-0.04%,clickacompany
140,IVTP,2024-06-05T17:06:41+02:00,R95.00,95.00,,,clickacompany
141,ISA,2024-06-05T13:03:03+02:00,R1.89,1.83,0.06,3.28%,clickacompany
142,ISB,2024-06-05T16:49:20+02:00,R0.80,0.82,-0.02,-2.44%,clickacompany
143,ITE,2024-06-05T17:03:41+02:00,R9.70,9.60,0.10,1.04%,clickacompany
144,JBL,2024-06-05T16:34:14+02:00,R1.93,1.87,0.06,3.21%,clickacompany
145,JSE,2024-06-05T17:00:58+02:00,R92.06,91.92,0.14,0.15%,clickacompany
146,KAL,2024-06-05T17:00:32+02:00,R46.88,46.51,0.37,0.80%,clickacompany
147,KAP,2024-06-05T17:00:34+02:00,R2.40,2.51,-0.11,-4.38%,clickacompany
148,KRO,2024-06-05T17:00:24+02:00,R570.65,533.06,37.59,7.05%,clickacompany
149,KBO,2024-06-05T17:06:41+02:00,R0.01,0.01,,,clickacompany
150,KIO,2024-06-05T17:00:35+02:00,R470.34,464.91,5.43,1.17%,clickacompany
151,KP2,2024-06-05T16:26:06+02:00,R0.50,0.41,0.09,21.95%,clickacompany
152,KST,2024-06-05T17:09:43+02:00,R16.04,16.03,0.01,0.06%,clickacompany
153,LAB,2024-06-05T17:06:41+02:00,R0.07,0.07,,,clickacompany
154,LSK,2024-06-05T15:30:00+02:00,R90.44,90.44,,,clickacompany
155,LEW,2024-06-05T17:00:11+02:00,R49.01,48.90,0.11,0.22%,clickacompany
156,LHC,2024-06-05T17:00:34+02:00,R11.44,11.61,-0.17,-1.46%,clickacompany
157,LBR,2024-06-05T17:00:20+02:00,R3.50,3.50,,,clickacompany
158,LTE,2024-06-05T17:00:08+02:00,R7.94,7.95,-0.01,-0.13%,clickacompany
159,LNF,2024-06-05T17:06:41+02:00,R12.00,12.00,,,clickacompany
160,MHB,2024-06-05T11:19:49+02:00,R4.89,4.89,,,clickacompany
161,MTU,2024-06-05T17:00:03+02:00,R1.60,1.45,0.15,10.34%,clickacompany
162,MCZ,2024-06-05T11:53:28+02:00,R1.92,1.94,-0.02,-1.03%,clickacompany
163,MDI,2024-06-05T16:19:59+02:00,R12.05,12.00,0.05,0.42%,clickacompany
164,MFL,2024-06-05T17:00:21+02:00,R2.45,2.55,-0.10,-3.92%,clickacompany
165,MMP,2024-06-05T17:06:41+02:00,R29.01,29.01,,,clickacompany
166,MNP,2024-06-05T17:00:47+02:00,R365.83,369.38,-3.55,-0.96%,clickacompany
167,MTM,2024-06-05T17:00:56+02:00,R20.92,21.25,-0.33,-1.55%,clickacompany
168,MKR,2024-06-05T17:00:22+02:00,R102.40,95.80,6.60,6.89%,clickacompany
169,MTH,2024-06-05T17:00:17+02:00,R85.68,86.46,-0.78,-0.90%,clickacompany
170,MPT,2024-06-05T12:15:57+02:00,R26.57,26.53,0.04,0.15%,clickacompany
171,MRF,2024-06-05T17:00:28+02:00,R1.29,1.28,0.01,0.78%,clickacompany
172,MRP,2024-06-05T17:06:40+02:00,R176.69,182.41,-5.72,-3.14%,clickacompany
173,MSP,2024-06-05T17:00:10+02:00,R17.46,17.22,0.24,1.39%,clickacompany
174,MST,2024-06-05T17:00:20+02:00,R9.10,8.99,0.11,1.22%,clickacompany
175,MTA,2024-06-05T17:00:35+02:00,R10.85,11.00,-0.15,-1.36%,clickacompany
176,MTNZF,2024-06-05T16:33:59+02:00,R14.11,14.11,,,clickacompany
177,MTN,2024-06-05T17:07:00+02:00,R81.97,81.70,0.27,0.33%,clickacompany
178,MCG,2024-06-05T17:02:31+02:00,R111.50,112.35,-0.85,-0.76%,clickacompany
179,MUR,2024-06-05T17:00:21+02:00,R1.98,1.94,0.04,2.06%,clickacompany
180,NCS,2024-06-05T17:06:41+02:00,R0.95,0.95,,,clickacompany
181,NED,2024-06-05T17:05:50+02:00,R222.81,230.14,-7.33,-3.19%,clickacompany
182,NY1,2024-06-05T17:02:31+02:00,R38.16,39.52,-1.36,-3.44%,clickacompany
183,N91,2024-06-05T17:00:59+02:00,R38.92,40.25,-1.33,-3.30%,clickacompany
184,NPH,2024-06-05T17:09:13+02:00,R115.36,116.47,-1.11,-0.95%,clickacompany
185,NPK,2024-06-05T17:00:44+02:00,R184.90,178.00,6.90,3.88%,clickacompany
186,NPKP,2024-06-05T17:06:41+02:00,R0.70,0.70,,,clickacompany
187,NPN,2024-06-05T17:09:22+02:00,"R3,859.69","3,825.00",34.69,0.91%,clickacompany
188,NPP1,2024-06-05T17:06:41+02:00,R1.31,1.31,,,clickacompany
189,NRL,2024-06-05T17:06:41+02:00,R4.80,4.80,,,clickacompany
190,NRP,2024-06-05T17:00:34+02:00,R132.68,130.95,1.73,1.32%,clickacompany
191,NTC,2024-06-05T17:04:07+02:00,R11.27,11.47,-0.20,-1.74%,clickacompany
192,NTCP,2024-06-05T15:34:14+02:00,R77.71,78.00,-0.29,-0.37%,clickacompany
193,XII,2024-06-05T14:17:57+02:00,R0.01,0.02,-0.01,-50.00%,clickacompany
194,NVS,2024-06-05T13:57:50+02:00,R5.16,5.24,-0.08,-1.53%,clickacompany
195,NWL,2024-06-05T17:06:41+02:00,R28.99,28.99,,,clickacompany
196,OAO,2024-06-05T17:06:41+02:00,R0.09,0.09,,,clickacompany
197,OAS,2024-06-05T15:58:43+02:00,R19.50,19.75,-0.25,-1.27%,clickacompany
198,OCE,2024-06-05T17:02:22+02:00,R72.80,72.31,0.49,0.68%,clickacompany
199,OCT,2024-06-05T17:00:06+02:00,R9.35,9.75,-0.40,-4.10%,clickacompany
200,OMU,2024-06-05T17:08:19+02:00,R10.57,10.84,-0.27,-2.49%,clickacompany
201,OMN,2024-06-05T17:03:25+02:00,R53.11,53.30,-0.19,-0.36%,clickacompany
202,ORN,2024-06-05T17:00:03+02:00,R0.22,0.22,,,clickacompany
203,OUT,2024-06-05T17:07:26+02:00,R41.16,40.25,0.91,2.26%,clickacompany
204,PAN,2024-06-05T17:00:05+02:00,R5.77,5.66,0.11,1.94%,clickacompany
205,PBG,2024-06-05T12:15:13+02:00,R6.40,6.63,-0.23,-3.47%,clickacompany
206,PPH,2024-06-05T17:06:33+02:00,R17.08,17.42,-0.34,-1.95%,clickacompany
207,PIK,2024-06-05T17:06:32+02:00,R24.86,24.84,0.02,0.08%,clickacompany
208,PMV,2024-06-05T17:06:41+02:00,R1.39,1.39,,,clickacompany
209,PWR,2024-06-05T17:06:41+02:00,R93.51,93.51,,,clickacompany
210,PPC,2024-06-05T17:00:42+02:00,R3.33,3.25,0.08,2.46%,clickacompany
211,PPE,2024-06-05T17:00:12+02:00,R0.73,0.74,-0.01,-1.35%,clickacompany
212,PPR,2024-06-05T17:06:41+02:00,R3.20,3.20,,,clickacompany
213,PMR,2024-06-05T16:16:20+02:00,R61.11,63.00,-1.89,-3.00%,clickacompany
214,PHP,2024-06-05T17:06:41+02:00,R22.23,22.23,,,clickacompany
215,PRX,2024-06-05T17:00:01+02:00,R699.01,689.85,9.16,1.33%,clickacompany
216,PSV,2024-06-05T17:06:41+02:00,R0.08,0.08,,,clickacompany
217,QFH,2024-06-05T17:00:03+02:00,R17.00,16.00,1.00,6.25%,clickacompany
218,QLT,2024-06-05T17:04:28+02:00,R28.51,28.31,0.20,0.71%,clickacompany
219,RACP,2024-06-05T17:06:41+02:00,R7.05,7.05,,,clickacompany
220,RBX,2024-06-05T17:00:35+02:00,R34.76,35.40,-0.64,-1.81%,clickacompany
221,RCL,2024-06-05T17:00:21+02:00,R10.97,10.90,0.07,0.64%,clickacompany
222,RDF,2024-06-05T17:04:18+02:00,R3.80,3.73,0.07,1.88%,clickacompany
223,REA,2024-06-05T17:06:41+02:00,R0.96,0.96,,,clickacompany
224,REB,2024-06-05T17:06:41+02:00,R0.16,0.16,,,clickacompany
225,RNI,2024-06-05T17:00:34+02:00,R486.00,485.68,0.32,0.07%,clickacompany
226,REM,2024-06-05T17:06:25+02:00,R122.77,124.13,-1.36,-1.10%,clickacompany
227,REN,2024-06-05T17:00:59+02:00,R9.90,10.00,-0.10,-1.00%,clickacompany
228,RES,2024-06-05T17:00:24+02:00,R43.64,44.02,-0.38,-0.86%,clickacompany
229,RFG,2024-06-05T17:00:13+02:00,R13.80,13.99,-0.19,-1.36%,clickacompany
230,RHB,2024-06-05T17:06:41+02:00,R2.25,2.25,,,clickacompany
231,RLO,2024-06-05T17:00:55+02:00,R68.55,69.25,-0.70,-1.01%,clickacompany
232,RMH,2024-06-05T17:00:47+02:00,R0.40,0.39,0.01,2.56%,clickacompany
233,RNG,2024-06-05T17:06:41+02:00,R0.87,0.87,,,clickacompany
234,RTN,2024-06-05T17:06:41+02:00,R15.30,15.30,,,clickacompany
235,RTOP,2024-06-05T17:06:41+02:00,R1.11,1.11,,,clickacompany
236,RTO,2024-06-05T17:06:41+02:00,R11.50,11.50,,,clickacompany
237,S32,2024-06-05T17:00:50+02:00,R47.79,47.84,-0.05,-0.10%,clickacompany
238,SZK,2024-06-05T17:00:21+02:00,R37.00,40.00,-3.00,-7.50%,clickacompany
239,SXM,2024-06-05T17:06:41+02:00,R1.00,1.00,,,clickacompany
240,SBP,2024-06-05T09:07:24+02:00,R66.75,66.60,0.15,0.23%,clickacompany
241,SAC,2024-06-05T17:00:06+02:00,R2.54,2.54,,,clickacompany
242,SLG,2024-06-05T17:06:41+02:00,R0.50,0.50,,,clickacompany
243,SAP,2024-06-05T17:08:02+02:00,R50.86,51.98,-1.12,-2.15%,clickacompany
244,SAR,2024-06-05T17:06:41+02:00,R5.25,5.25,,,clickacompany
245,SBKP,2024-06-05T17:06:41+02:00,R0.65,0.65,,,clickacompany
246,SBK,2024-06-05T17:04:15+02:00,R180.21,184.62,-4.41,-2.39%,clickacompany
247,SBPP,2024-06-05T16:44:42+02:00,R83.75,84.95,-1.20,-1.41%,clickacompany
248,SCD,2024-06-05T17:06:41+02:00,R15.59,15.59,,,clickacompany
249,SEA,2024-06-05T17:00:59+02:00,R8.36,8.30,0.06,0.72%,clickacompany
250,SEB,2024-06-05T17:06:41+02:00,R1.72,1.72,,,clickacompany
251,SEP,2024-06-05T17:00:59+02:00,R1.18,1.12,0.06,5.36%,clickacompany
252,SFN,2024-06-05T17:06:41+02:00,R16.56,16.56,,,clickacompany
253,SHC,2024-06-05T17:00:42+02:00,R35.42,34.26,1.16,3.39%,clickacompany
254,SHG,2024-06-05T13:14:34+02:00,R7.82,7.84,-0.02,-0.26%,clickacompany
255,SHP,2024-06-05T17:08:59+02:00,R249.50,255.91,-6.41,-2.50%,clickacompany
256,SSW,2024-06-05T17:08:58+02:00,R21.54,21.51,0.03,0.14%,clickacompany
257,SLM,2024-06-05T17:00:13+02:00,R71.48,72.35,-0.87,-1.20%,clickacompany
258,SNT,2024-06-05T17:00:03+02:00,R297.75,296.92,0.83,0.28%,clickacompany
259,SNV,2024-06-05T14:28:05+02:00,R7.52,7.52,,,clickacompany
260,SOH,2024-06-05T17:06:41+02:00,R1.57,1.57,,,clickacompany
261,SOLBE1,2024-06-05T17:06:41+02:00,R119.00,119.00,,,clickacompany
262,SOL,2024-06-05T17:00:43+02:00,R118.25,116.00,2.25,1.94%,clickacompany
263,SDL,2024-06-05T17:06:41+02:00,R3.90,3.90,,,clickacompany
264,SSU,2024-06-05T17:00:53+02:00,R5.35,5.24,0.11,2.10%,clickacompany
265,SPG,2024-06-05T17:00:00+02:00,R26.83,26.95,-0.12,-0.45%,clickacompany
266,SPP,2024-06-05T17:00:26+02:00,R98.40,99.96,-1.56,-1.56%,clickacompany
267,SRE,2024-06-05T17:00:04+02:00,R23.96,23.67,0.29,1.23%,clickacompany
268,SSK,2024-06-05T17:03:10+02:00,R1.17,1.08,0.09,8.33%,clickacompany
269,SSS,2024-06-05T17:00:20+02:00,R13.35,13.28,0.07,0.53%,clickacompany
270,SDO,2024-06-05T17:00:07+02:00,R4.60,4.56,0.04,0.88%,clickacompany
271,SUI,2024-06-05T17:07:44+02:00,R37.19,37.00,0.19,0.51%,clickacompany
272,SUR,2024-06-05T17:00:30+02:00,R29.25,30.00,-0.75,-2.50%,clickacompany
273,SYG,2024-06-05T17:00:57+02:00,R20.50,20.80,-0.30,-1.44%,clickacompany
274,TBS,2024-06-05T17:00:46+02:00,R197.78,197.50,0.28,0.14%,clickacompany
275,TCP,2024-06-05T17:02:17+02:00,R2.61,2.70,-0.09,-3.33%,clickacompany
276,TEX,2024-06-05T17:06:41+02:00,R3.31,3.31,,,clickacompany
277,TFGP,2024-06-05T17:06:41+02:00,R1.01,1.01,,,clickacompany
278,TFG,2024-06-05T17:02:42+02:00,R93.37,94.49,-1.12,-1.19%,clickacompany
279,THA,2024-06-05T17:00:16+02:00,R18.70,17.55,1.15,6.55%,clickacompany
280,TGA,2024-06-05T17:02:42+02:00,R132.28,135.30,-3.02,-2.23%,clickacompany
281,TKG,2024-06-05T17:02:55+02:00,R22.99,22.91,0.08,0.35%,clickacompany
282,TLM,2024-06-05T17:06:41+02:00,R1.20,1.20,,,clickacompany
283,TMT,2024-06-05T17:06:41+02:00,R2.00,2.00,,,clickacompany
284,TON,2024-06-05T17:06:41+02:00,R4.04,4.04,,,clickacompany
285,TPC,2024-06-05T17:06:41+02:00,R31.89,31.89,,,clickacompany
286,TRE,2024-06-05T14:23:23+02:00,R7.39,7.46,-0.07,-0.94%,clickacompany
287,TRL,2024-06-05T17:06:41+02:00,R1.59,1.59,,,clickacompany
288,TRU,2024-06-05T17:09:40+02:00,R75.82,77.56,-1.74,-2.24%,clickacompany
289,TSG,2024-06-05T17:00:19+02:00,R10.70,10.70,,,clickacompany
290,TTO,2024-06-05T16:48:23+02:00,R0.45,0.44,0.01,2.27%,clickacompany
291,UPL,2024-06-05T17:06:41+02:00,R22.00,22.00,,,clickacompany
292,VIS,2024-06-05T17:00:18+02:00,R0.04,0.04,,,clickacompany
293,VKE,2024-06-05T17:00:10+02:00,R15.57,14.96,0.61,4.08%,clickacompany
294,VOD,2024-06-05T17:00:09+02:00,R93.66,93.72,-0.06,-0.06%,clickacompany
295,VUN,2024-06-05T17:06:41+02:00,R2.03,2.03,,,clickacompany
296,WBO,2024-06-05T17:02:18+02:00,R152.84,151.14,1.70,1.12%,clickacompany
297,WBC,2024-06-05T17:03:51+02:00,R24.55,24.60,-0.05,-0.20%,clickacompany
298,WEZ,2024-06-05T16:22:41+02:00,R0.50,0.51,-0.01,-1.96%,clickacompany
299,WHL,2024-06-05T17:00:20+02:00,R55.19,55.72,-0.53,-0.95%,clickacompany
300,WKF,2024-06-05T17:06:41+02:00,R1.40,1.40,,,clickacompany
301,YRK,2024-06-05T17:00:36+02:00,R1.75,1.70,0.05,2.94%,clickacompany
302,YYLBEE,2024-06-05T09:46:07+02:00,R23.50,23.50,,,clickacompany
303,ZZD,2024-06-05T17:00:01+02:00,R11.63,11.60,0.03,0.26%,clickacompany
304,ZED,2024-06-05T17:00:57+02:00,R1.74,1.74,,,clickacompany
